from	from	from
:	:	:
freemant@dcs.glasgow.ac.uk	freemant@dcs.glasgow.ac.uk	freemant@dcs.glasgow.ac.uk
(	(	(
toby	tobi	toby
freeman	freeman	freeman
,	,	,
tjf	tjf	tjf
,	,	,
g151	g151	g151
,	,	,
3344813	3344813	3344813
,	,	,
oct95	oct95	oct95
,	,	,
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
coreldraw	coreldraw	coreldraw
bitmap	bitmap	bitmap
to	to	to
scodal	scodal	scodal

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
speedwell	speedwel	speedwell

reply	repli	reply
-	-	-
to	to	to
:	:	:
freemant@dcs.glasgow.ac.uk	freemant@dcs.glasgow.ac.uk	freemant@dcs.glasgow.ac.uk

organization	organ	organization
:	:	:
dept	dept	dept
.	.	.

of	of	of
computing	comput	computing
science	scienc	science
,	,	,
glasgow	glasgow	glasgow
university	univers	university
,	,	,
glasgow	glasgow	glasgow
.	.	.

lines	line	line
:	:	:
38	38	38

>	>	>
does	doe	doe
anyone	anyon	anyone
know	know	know
of	of	of
software	softwar	software
that	that	that
will	will	will
allow	allow	allow

>	>	>
you	you	you
to	to	to
convert	convert	convert
coreldraw	coreldraw	coreldraw
(	(	(
.	.	.
cdr	cdr	cdr
)	)	)
files	file	file

>	>	>
containing	contain	containing
bitmaps	bitmap	bitmap
to	to	to
scodal	scodal	scodal
,	,	,
as	as	a
this	this	this
is	is	is
the	the	the

>	>	>
only	onli	only
format	format	format
our	our	our
bureau	bureau	bureau
'	'	'
s	s	s
filmrecorder	filmrecord	filmrecorder
recognises	recognis	recognises
.	.	.

>	>	>

>	>	>
jeff	jeff	jeff
lyall	lyall	lyall

i	i	i
used	use	used
this	this	this
combination	combin	combination
for	for	for
a	a	a
while	while	while
-	-	-
a	a	a
qcr	qcr	qcr
-	-	-
z	z	z
recorder	record	recorder
,	,	,
i	i	i
think	think	think
-	-	-
and	and	and
as	as	a
far	far	far
as	as	a
i	i	i
remember	rememb	remember
corel	corel	corel
can	can	can
export	export	export
in	in	in
scodal	scodal	scodal
(	(	(
.	.	.
scd	scd	scd
)	)	)
format	format	format
.	.	.

just	just	just
select	select	select
'	'	'
export	export	export
'	'	'
on	on	on
the	the	the
main	main	main
file	file	file
menu	menu	menu
.	.	.

this	this	this
may	may	may
not	not	not
be	be	be
implemented	implement	implemented
in	in	in
earlier	earlier	earlier
versions	version	version
,	,	,
of	of	of
course	cours	course
,	,	,
in	in	in
which	which	which
case	case	case
you	you	you
'	'	'
re	re	re
on	on	on
your	your	your
own	own	own
!	!	!
!	!	!
!	!	!

also	also	also
,	,	,
i	i	i
seem	seem	seem
to	to	to
think	think	think
that	that	that
the	the	the
s	s	s
/	/	/
w	w	w
for	for	for
