from	from	from
:	:	:
petro@server.uwindsor.ca	petro@server.uwindsor.ca	petro@server.uwindsor.ca
(	(	(
petro	petro	petro
david	david	david
)	)	)

subject	subject	subject
:	:	:
shareware	sharewar	shareware

distribution	distribut	distribution
:	:	:
comp	comp	comp
.	.	.
graphics	graphic	graphic

organization	organ	organization
:	:	:
university	univers	university
of	of	of
windsor	windsor	windsor
,	,	,
ontario	ontario	ontario
,	,	,
canada	canada	canada

lines	line	line
:	:	:
20	20	20

recently	recent	recently
i	i	i
saw	saw	saw
the	the	the
latest	latest	latest
computer	comput	computer
shopper	shopper	shopper
and	and	and
in	in	in
it	it	it
there	there	there
was	was	wa
an	an	an
article	articl	article
on	on	on
nice	nice	nice
shareware	sharewar	shareware
graphics	graphic	graphic
programs	program	program
.	.	.

they	they	they
looked	look	looked
pretty	pretti	pretty
good	good	good
and	and	and
of	of	of
the	the	the
6	6	6
listed	list	listed
in	in	in
the	the	the
article	articl	article
,	,	,
one	one	one
i	i	i
had	had	had
(	(	(
graphics	graphic	graphic
workshop	workshop	workshop
)	)	)
,	,	,
one	one	one
i	i	i
found	found	found
via	via	via
archie	archi	archie
(	(	(
draft	draft	draft
choice	choic	choice
-	-	-
old	old	old
version	version	version
though	though	though
)	)	)
and	and	and
the	the	the
rest	rest	rest
i	i	i
couldn	couldn	couldn
'	'	'
t	t	t
find	find	find
.	.	.

so	so	so
if	if	if
there	there	there
is	is	is
anyone	anyon	anyone
that	that	that
knows	know	know
where	where	where
i	i	i
can	can	can
get	get	get
the	the	the
following	follow	following
programs	program	program
via	via	via
anonymous	anonym	anonymous
ftp	ftp	ftp
,	,	,
please	pleas	please
let	let	let
me	me	me
know	know	know
.	.	.

adkins	adkin	adkins
graphics	graphic	graphic
:	:	:
ag1	ag1	ag1
.	.	.
zip	zip	zip
,	,	,
ag2	ag2	ag2
.	.	.
zip	zip	zip
draft	draft	draft
choice	choic	choice
(	(	(
latest	latest	latest
vga	vga	vga
version	version	version
)	)	)
:	:	:
draftc	draftc	draftc
.	.	.
zip	zip	zip
envision	envis	envision
publisher	publish	publisher
:	:	:
envis1	envis1	envis1
.	.	.
zip	zip	zip
,	,	,
envis2	envis2	envis2
.	.	.
zip	zip	zip
neopaint	neopaint	neopaint
:	:	:
neopnt	neopnt	neopnt
.	.	.
zip	zip	zip

thanx	thanx	thanx
in	in	in
advance	advanc	advance
.	.	.

d	d	d
.	.	.
petro	petro	petro

-	-	-
-	-	-

/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\

>	>	>
david	david	david
petro	petro	petro
kwyjibo	kwyjibo	kwyjibo
-	-	-
-	-	-
a	a	a
big	big	big
,	,	,
dumb	dumb	dumb
,	,	,
balding	bald	balding
<	<	<

>	>	>
dept	dept	dept
.	.	.

of	of	of
physics	physic	physic
north	north	north
american	american	american
ape	ape	ape
.	.	.

<	<	<

>	>	>
university	univers	university
of	of	of
windsor	windsor	windsor
petro@server.uwindsor.ca	petro@server.uwindsor.ca	petro@server.uwindsor.ca
<	<	<
