from	from	from
:	:	:
bob1@cos.com	bob1@cos.com	bob1@cos.com
(	(	(
bob	bob	bob
blackshaw	blackshaw	blackshaw
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
tieing	tie	tieing
abortion	abort	abortion
to	to	to
health	health	health
reform	reform	reform
-	-	-
-	-	-
is	is	is
clinton	clinton	clinton
nuts	nut	nut
?	?	?

organization	organ	organization
:	:	:
corporation	corpor	corporation
for	for	for
open	open	open
systems	system	system

distribution	distribut	distribution
:	:	:
na	na	na

lines	line	line
:	:	:
44	44	44

in	in	in
<	<	<
1993apr5.172920.11779@ringer.cs.utsa.edu	1993apr5.172920.11779@ringer.cs.utsa.edu	1993apr5.172920.11779@ringer.cs.utsa.edu
>	>	>
sbooth@lonestar.utsa.edu	sbooth@lonestar.utsa.edu	sbooth@lonestar.utsa.edu
(	(	(
simon	simon	simon
e	e	e
.	.	.

booth	booth	booth
)	)	)
writes	write	writes
:	:	:

>	>	>
in	in	in
article	articl	article
<	<	<
bob1	bob1	bob1
.	.	.
734020014	734020014	734020014
@	@	@
cos	cos	co
>	>	>
bob1@cos.com	bob1@cos.com	bob1@cos.com
(	(	(
bob	bob	bob
blackshaw	blackshaw	blackshaw
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
in	in	in
<	<	<
1993apr2.230831.18332@wdl.loral.com	1993apr2.230831.18332@wdl.loral.com	1993apr2.230831.18332@wdl.loral.com
>	>	>
bard@cutter.ssd.loral.com	bard@cutter.ssd.loral.com	bard@cutter.ssd.loral.com
(	(	(
j	j	j
h	h	h
woodyatt	woodyatt	woodyatt
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>

>	>	>
>	>	>
>	>	>
sbooth@lonestar.utsa.edu	sbooth@lonestar.utsa.edu	sbooth@lonestar.utsa.edu
(	(	(
simon	simon	simon
e	e	e
.	.	.

booth	booth	booth
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
>	>	>
#	#	#
sandvik@newton.apple.com	sandvik@newton.apple.com	sandvik@newton.apple.com
(	(	(
kent	kent	kent
sandvik	sandvik	sandvik
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
>	>	>
#	#	#
>	>	>
we	we	we
already	alreadi	already
kill	kill	kill
people	peopl	people
(	(	(
death	death	death
penalty	penalti	penalty
)	)	)
,	,	,
and	and	and
that	that	that
costs	cost	cost
even	even	even
more	more	more

>	>	>
>	>	>
>	>	>
#	#	#
>	>	>
money	money	money
,	,	,
so	so	so
you	you	you
could	could	could
as	as	a
well	well	well
complain	complain	complain
about	about	about
this	this	this
extremely	extrem	extremely
barbaric	barbar	barbaric

>	>	>
>	>	>
>	>	>
#	#	#
>	>	>
way	way	way
of	of	of
justice	justic	justice
.	.	.

>	>	>
>	>	>
>	>	>
#	#	#

>	>	>
>	>	>
>	>	>
#	#	#
but	but	but
the	the	the
death	death	death
penalty	penalti	penalty
is	is	is
right	right	right
.	.	.

>	>	>
>	>	>
>	>	>
#	#	#

>	>	>
>	>	>
>	>	>
#	#	#
and	and	and
how	how	how
expensive	expens	expensive
can	can	can
an	an	an
execution	execut	execution
be	be	be
?	?	?

i	i	i
mean	mean	mean
,	,	,
i	i	i
think	think	think
rope	rope	rope
,	,	,
cyanide	cyanid	cyanide

>	>	>
>	>	>
>	>	>
#	#	#
(	(	(
for	for	for
the	the	the
gas	gas	gas
)	)	)
,	,	,
or	or	or
the	the	the
rifles	rifl	rifle
and	and	and
ammunition	ammunit	ammunition
to	to	to
arm	arm	arm
firing	fire	firing
squads	squad	squad
are	are	are

>	>	>
>	>	>
>	>	>
#	#	#
affordable	afford	affordable
.	.	.

>	>	>
>	>	>
>	>	>
#	#	#

>	>	>
>	>	>
>	>	>
#	#	#
now	now	now
,	,	,
perhaps	perhap	perhaps
lethal	lethal	lethal
injection	inject	injection
might	might	might
be	be	be
expensive	expens	expensive
,	,	,
in	in	in
that	that	that
case	case	case
,	,	,
let	let	let
'	'	'
s	s	s

>	>	>
>	>	>
>	>	>
#	#	#
return	return	return
to	to	to
the	the	the
more	more	more
efficient	effici	efficient
methods	method	method
employed	employ	employed
in	in	in
the	the	the
past	past	past
.	.	.

>	>	>
>	>	>

>	>	>
>	>	>
>	>	>
oh	oh	oh
,	,	,
sure	sure	sure
,	,	,
the	the	the
death	death	death
*	*	*
penalty	penalti	penalty
*	*	*
is	is	is
fairly	fair	fairly
inexpensive	inexpens	inexpensive
,	,	,
but	but	but
the	the	the
trial	trial	trial
and	and	and

>	>	>
>	>	>
>	>	>
sentencing	sentenc	sentencing
can	can	can
run	run	run
millions	million	million
.	.	.

>	>	>
>	>	>

>	>	>
>	>	>
that	that	that
'	'	'
s	s	s
assuming	assum	assuming
our	our	our
attack	attack	attack
puppy	puppi	puppy
is	is	is
willing	will	willing
to	to	to
grant	grant	grant
people	peopl	people
trials	trial	trial
in	in	in

>	>	>
>	>	>
his	his	his
new	new	new
order	order	order
.	.	.

>	>	>
and	and	and
why	whi	why
the	the	the
hell	hell	hell
would	would	would
i	i	i
waste	wast	waste
my	my	my
time	time	time
doing	do	doing
that	that	that
?	?	?
?	?	?

>	>	>
(	(	(
to	to	to
a	a	a
convicted	convict	convicted
criminal	crimin	criminal
getting	get	getting
a	a	a
death	death	death
sentence	sentenc	sentence
)	)	)

>	>	>
'	'	'
go	go	go
directly	direct	directly
to	to	to
hell	hell	hell
,	,	,
do	do	do
not	not	not
pass	pass	pas
go	go	go
,	,	,
do	do	do
not	not	not
collect	collect	collect
$	$	$
200	200	200
'	'	'

>	>	>
(	(	(
judge	judg	judge
laughing	laugh	laughing
)	)	)

hey	hey	hey
puppy	puppi	puppy
,	,	,
you	you	you
are	are	are
getting	get	getting
further	further	further
around	around	around
the	the	the
bend	bend	bend
every	everi	every
day	day	day
.	.	.

but	but	but
i	i	i
wouldn	wouldn	wouldn
'	'	'
t	t	t
miss	miss	miss
your	your	your
adolescent	adolesc	adolescent
ravings	rave	raving
for	for	for
the	the	the
world	world	world
,	,	,
everyone	everyon	everyone
needs	need	need
a	a	a
good	good	good
laugh	laugh	laugh
now	now	now
and	and	and
then	then	then
.	.	.

:	:	:
-	-	-
)	)	)

>	>	>
simon	simon	simon

tog	tog	tog
