from	from	from
:	:	:
cramer@optilink.com	cramer@optilink.com	cramer@optilink.com
(	(	(
clayton	clayton	clayton
cramer	cramer	cramer
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
why	whi	why
not	not	not
concentrate	concentr	concentrate
on	on	on
child	child	child
molesters	molest	molester
?	?	?

organization	organ	organization
:	:	:
optilink	optilink	optilink
corporation	corpor	corporation
,	,	,
petaluma	petaluma	petaluma
,	,	,
ca	ca	ca

lines	line	line
:	:	:
28	28	28

in	in	in
article	articl	article
<	<	<
c5og5h.4de@exnet.co.uk	c5og5h.4de@exnet.co.uk	c5og5h.4de@exnet.co.uk
>	>	>
,	,	,
sys1@exnet.co.uk	sys1@exnet.co.uk	sys1@exnet.co.uk
(	(	(
xavier	xavier	xavier
gallagher	gallagh	gallagher
)	)	)
writes	write	writes
:	:	:

>	>	>
in	in	in
article	articl	article
<	<	<
15409@optilink.com	15409@optilink.com	15409@optilink.com
>	>	>
cramer@optilink.com	cramer@optilink.com	cramer@optilink.com
(	(	(
clayton	clayton	clayton
cramer	cramer	cramer
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
in	in	in
article	articl	article
<	<	<
mjcugley.93apr14110319@glenturret.maths-and-cs.dundee.ac.uk	mjcugley.93apr14110319@glenturret.maths-and-cs.dundee.ac.uk	mjcugley.93apr14110319@glenturret.maths-and-cs.dundee.ac.uk
>	>	>
,	,	,
mjcugley@maths-and-cs.dundee.ac.uk	mjcugley@maths-and-cs.dundee.ac.uk	mjcugley@maths-and-cs.dundee.ac.uk
(	(	(
womble	wombl	womble
with	with	with
attitude	attitud	attitude
)	)	)
writes	write	writes
:	:	:

#	#	#
#	#	#
#	#	#
absolutely	absolut	absolutely
nothing	noth	nothing
,	,	,
seeing	see	seeing
as	as	a
there	there	there
is	is	is
no	no	no
table	tabl	table
for	for	for
heterosexuals	heterosexu	heterosexual
.	.	.

#	#	#
#	#	#
#	#	#
if	if	if
,	,	,
as	as	a
you	you	you
claim	claim	claim
,	,	,
the	the	the
supposedly	suppos	supposedly
higher	higher	higher
promescuity	promescu	promescuity
amongst	amongst	amongst
homosexual	homosexu	homosexual

#	#	#
#	#	#
#	#	#
males	male	male
makes	make	make
them	them	them
an	an	an
insurance	insur	insurance
risk	risk	risk
,	,	,
you	you	you
need	need	need
to	to	to
be	be	be
show	show	show
that	that	that

#	#	#
#	#	#
#	#	#
heterosexual	heterosexu	heterosexual
males	male	male
are	are	are
less	less	less
promiscuous	promiscu	promiscuous
than	than	than
homosexual	homosexu	homosexual
males	male	male
.	.	.

#	#	#
#	#	#
#	#	#
without	without	without
the	the	the
data	data	data
on	on	on
heterosexual	heterosexu	heterosexual
males	male	male
,	,	,
we	we	we
cannot	cannot	cannot
make	make	make
a	a	a
comparison	comparison	comparison

#	#	#
#	#	#
#	#	#
between	between	between
promiscuity	promiscu	promiscuity
rates	rate	rate
of	of	of
heterosexuals	heterosexu	heterosexual
and	and	and
homosexuals	homosexu	homosexual
.	.	.

#	#	#
#	#	#
#	#	#

#	#	#
#	#	#
#	#	#
*	*	*
mjcugley@maths-and-cs.dundee.ac.uk	mjcugley@maths-and-cs.dundee.ac.uk	mjcugley@maths-and-cs.dundee.ac.uk
(	(	(
world	world	world
)	)	)
*	*	*

#	#	#
#	#	#
#	#	#
*	*	*
or	or	or
mjcugley@uk.ac.dund.maths	mjcugley@uk.ac.dund.math	mjcugley@uk.ac.dund.maths
-	-	-
and	and	and
-	-	-
cs	cs	c
(	(	(
uk	uk	uk
)	)	)
*	*	*

#	#	#

#	#	#
well	well	well
,	,	,
the	the	the
obvious	obvious	obvious
point	point	point
to	to	to
make	make	make
is	is	is
would	would	would
straight	straight	straight
men	men	men
fuck	fuck	fuck
like	like	like
rabbits	rabbit	rabbit

#	#	#
if	if	if
the	the	the
oppertunity	oppertun	oppertunity
presented	present	presented
itself	itself	itself
?	?	?

#	#	#

#	#	#
i	i	i
reckon	reckon	reckon
*	*	*
any	ani	any
*	*	*
*	*	*
man	man	man
*	*	*
would	would	would
go	go	go
wildly	wild	wildly
promiscuous	promiscu	promiscuous
if	if	if
presented	present	presented
with	with	with
a	a	a

#	#	#
huge	huge	huge
variety	varieti	variety
of	of	of
willing	will	willing
partners	partner	partner
.	.	.

the	the	the
question	question	question
here	here	here
is	is	is
not	not	not
of	of	of
being	be	being

that	that	that
,	,	,
i	i	i
suppose	suppos	suppose
,	,	,
says	say	say
a	a	a
lot	lot	lot
about	about	about
how	how	how
screwed	screw	screwed
up	up	up
you	you	you
are	are	are
.	.	.

#	#	#
#	#	#
clayton	clayton	clayton
e	e	e
.	.	.

cramer	cramer	cramer
{	{	{
uunet	uunet	uunet
,	,	,
pyramid	pyramid	pyramid
}	}	}
!	!	!
optilink	optilink	optilink
!	!	!
cramer	cramer	cramer
my	my	my
opinions	opinion	opinion
,	,	,
all	all	all
mine	mine	mine
!	!	!

#	#	#
xavier	xavier	xavier

-	-	-
-	-	-
clayton	clayton	clayton
e	e	e
.	.	.

cramer	cramer	cramer
{	{	{
uunet	uunet	uunet
,	,	,
pyramid	pyramid	pyramid
}	}	}
!	!	!
optilink	optilink	optilink
!	!	!
cramer	cramer	cramer
my	my	my
opinions	opinion	opinion
,	,	,
all	all	all
mine	mine	mine
!	!	!

relations	relat	relation
between	between	between
people	peopl	people
to	to	to
be	be	be
by	by	by
mutual	mutual	mutual
consent	consent	consent
,	,	,
or	or	or
not	not	not
at	at	at
all	all	all
.	.	.
