from	from	from
:	:	:
cramer@optilink.com	cramer@optilink.com	cramer@optilink.com
(	(	(
clayton	clayton	clayton
cramer	cramer	cramer
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
still	still	still
waiting	wait	waiting
for	for	for
evidence	evid	evidence
,	,	,
mr. cramer	mr. cramer	mr. cramer

organization	organ	organization
:	:	:
optilink	optilink	optilink
corporation	corpor	corporation
,	,	,
petaluma	petaluma	petaluma
,	,	,
ca	ca	ca

lines	line	line
:	:	:
46	46	46

in	in	in
article	articl	article
<	<	<
mortalc4wxln.8s2@netcom.com	mortalc4wxln.8s2@netcom.com	mortalc4wxln.8s2@netcom.com
>	>	>
,	,	,
mortal@netcom.com	mortal@netcom.com	mortal@netcom.com
(	(	(
sam	sam	sam
lowry	lowri	lowry
)	)	)
writes	write	writes
:	:	:

>	>	>
in	in	in
article	articl	article
<	<	<
15033@optilink.com	15033@optilink.com	15033@optilink.com
>	>	>
cramer@optilink.com	cramer@optilink.com	cramer@optilink.com
(	(	(
clayton	clayton	clayton
cramer	cramer	cramer
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
in	in	in
article	articl	article
<	<	<
1993mar19.142816.15709@rational.com	1993mar19.142816.15709@rational.com	1993mar19.142816.15709@rational.com
>	>	>
,	,	,
kima@excalibur.rational.com	kima@excalibur.rational.com	kima@excalibur.rational.com
(	(	(
kim	kim	kim
althoff	althoff	althoff
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
>	>	>
in	in	in
article	articl	article
<	<	<
14992@optilink.com	14992@optilink.com	14992@optilink.com
>	>	>
,	,	,
cramer@optilink.com	cramer@optilink.com	cramer@optilink.com
(	(	(
clayton	clayton	clayton
cramer	cramer	cramer
)	)	)
writes	write	writes
:	:	:

#	#	#
#	#	#
#	#	#
#	#	#
gay	gay	gay
men	men	men
constitute	constitut	constitute
at	at	at
least	least	least
20	20	20
%	%	%
of	of	of
all	all	all
child	child	child
molestations	molest	molestation
.	.	.

whether	whether	whether

#	#	#
#	#	#
#	#	#
#	#	#
this	this	this
is	is	is
because	becaus	because
gay	gay	gay
molesters	molest	molester
are	are	are
unusually	unusu	unusually
common	common	common
,	,	,
or	or	or
have	have	have
unusually	unusu	unusually

#	#	#
#	#	#
#	#	#
#	#	#
high	high	high
numbers	number	number
of	of	of
victims	victim	victim
,	,	,
sort	sort	sort
of	of	of
misses	miss	miss
the	the	the
point	point	point
,	,	,
doesn	doesn	doesn
'	'	'
t	t	t
it	it	it
?	?	?

it	it	it

#	#	#
#	#	#
#	#	#
#	#	#
means	mean	mean
that	that	that
whichever	whichev	whichever
is	is	is
the	the	the
case	case	case
,	,	,
homosexual	homosexu	homosexual
men	men	men
are	are	are
remarkably	remark	remarkably

#	#	#
#	#	#
#	#	#
#	#	#
hazardous	hazard	hazardous
to	to	to
children	children	child
.	.	.

#	#	#
#	#	#

#	#	#
clayton	clayton	clayton
says	say	say
:	:	:

#	#	#
#	#	#

#	#	#
#	#	#
you	you	you
are	are	are
incorrect	incorrect	incorrect
.	.	.

the	the	the
most	most	most
recent	recent	recent
survey	survey	survey
data	data	data
i	i	i
can	can	can
find	find	find
shows	show	show
that	that	that

#	#	#
#	#	#
26	26	26
%	%	%
of	of	of
molestation	molest	molestation
is	is	is
exclusively	exclus	exclusively
homosexuals	homosexu	homosexual
,	,	,
4	4	4
%	%	%
is	is	is
bisexual	bisexu	bisexual
(	(	(
victims	victim	victim

#	#	#
#	#	#
are	are	are
both	both	both
male	male	male
and	and	and
female	femal	female
)	)	)
,	,	,
and	and	and
the	the	the
remainder	remaind	remainder
is	is	is
exclusively	exclus	exclusively
heterosexual	heterosexu	heterosexual
.	.	.

#	#	#
so	so	so
what	what	what
you	you	you
are	are	are
saying	say	saying
is	is	is
that	that	that
74	74	74
%	%	%
of	of	of
the	the	the
child	child	child
molestations	molest	molestation
are	are	are

#	#	#
committed	commit	committed
by	by	by
heterosexuals	heterosexu	heterosexual
.	.	.

i	i	i
cannot	cannot	cannot
see	see	see
the	the	the
correlation	correl	correlation
you	you	you
cite	cite	cite

bisexuals	bisexu	bisexual
are	are	are
heterosexuals	heterosexu	heterosexual
?	?	?

since	sinc	since
when	when	when
?	?	?

#	#	#
which	which	which
concludes	conclud	concludes
that	that	that
by	by	by
being	be	being
homosexual	homosexu	homosexual
,	,	,
you	you	you
will	will	will
molest	molest	molest
children	children	child
or	or	or
that	that	that

#	#	#
by	by	by
being	be	being
homosexual	homosexu	homosexual
you	you	you
will	will	will
