from	from	from
:	:	:
robertt@vcd.hp.com	robertt@vcd.hp.com	robertt@vcd.hp.com
(	(	(
bob	bob	bob
taylor	taylor	taylor
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
canon	canon	canon
bj200	bj200	bj200
(	(	(
bubblejet	bubblejet	bubblejet
)	)	)
and	and	and
hp	hp	hp
deskjet	deskjet	deskjet
500	500	500
.	.	.
.	.	.
.	.	.

organization	organ	organization
:	:	:
hewlett	hewlett	hewlett
-	-	-
packard	packard	packard
vcd	vcd	vcd

x	x	x
-	-	-
newsreader	newsread	newsreader
:	:	:
tin	tin	tin
1	1	1
.	.	.
1	1	1
pl5	pl5	pl5

lines	line	line
:	:	:
26	26	26

justin	justin	justin
whitton	whitton	whitton
(	(	(
ma90jjw%isis@ajax.rsre.mod.uk	ma90jjw%isis@ajax.rsre.mod.uk	ma90jjw%isis@ajax.rsre.mod.uk
)	)	)
wrote	wrote	wrote
:	:	:

:	:	:
in	in	in
article	articl	article
<	<	<
c60eki.kvp@vcd.hp.com	c60eki.kvp@vcd.hp.com	c60eki.kvp@vcd.hp.com
>	>	>
edmoore@vcd.hp.com	edmoore@vcd.hp.com	edmoore@vcd.hp.com
(	(	(
ed	ed	ed
moore	moor	moore
)	)	)
writes	write	writes
:	:	:

:	:	:

:	:	:
thomas.d.fellrath.1@nd.edu	thomas.d.fellrath.1@nd.edu	thomas.d.fellrath.1@nd.edu
@	@	@
nd	nd	nd
.	.	.
edu	edu	edu
wrote	wrote	wrote
:	:	:

:	:	:

:	:	:
i	i	i
think	think	think
the	the	the
ink	ink	ink
now	now	now
used	use	used
in	in	in
the	the	the
deskjet	deskjet	deskjet
family	famili	family
is	is	is
water	water	water
-	-	-
fast	fast	fast
.	.	.

:	:	:

:	:	:
i	i	i
'	'	'
ve	ve	ve
had	had	had
pictures	pictur	picture
ruined	ruin	ruined
by	by	by
a	a	a
few	few	few
drops	drop	drop
of	of	of
rain	rain	rain
.	.	.

these	these	these
were	were	were
colour	colour	colour
pictures	pictur	picture

:	:	:
from	from	from
a	a	a
deskjet	deskjet	deskjet
500c	500c	500c
