from	from	from
:	:	:
rlister@cti.com	rlister@cti.com	rlister@cti.com
(	(	(
russell	russel	russell
lister	lister	lister
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
why	whi	why
is	is	is
my	my	my
mouse	mous	mouse
so	so	so
jumpy	jumpi	jumpy
?	?	?

(	(	(
ms	ms	m
mouse	mous	mouse
)	)	)
organization	organ	organization
:	:	:
comprehensive	comprehens	comprehensive
technologies	technolog	technology
int	int	int
.	.	.
,	,	,
inc	inc	inc
.	.	.

lines	line	line
:	:	:
49	49	49

ecktons@ucs.byu.edu	ecktons@ucs.byu.edu	ecktons@ucs.byu.edu
(	(	(
sean	sean	sean
eckton	eckton	eckton
)	)	)
writes	write	writes
:	:	:

>	>	>
i	i	i
have	have	have
a	a	a
microsoft	microsoft	microsoft
serial	serial	serial
mouse	mous	mouse
and	and	and
am	am	am
using	use	using
mouse	mous	mouse
.	.	.
com	com	com
8	8	8
.	.	.
00	00	00
(	(	(
was	was	wa
using	use	using
8	8	8
.	.	.
20	20	20

>	>	>
i	i	i
think	think	think
,	,	,
but	but	but
switched	switch	switched
to	to	to
8	8	8
.	.	.
00	00	00
to	to	to
see	see	see
if	if	if
it	it	it
was	was	wa
any	ani	any
better	better	better
)	)	)
.	.	.

vertical	vertic	vertical
motion	motion	motion

>	>	>
is	is	is
nice	nice	nice
and	and	and
smooth	smooth	smooth
,	,	,
but	but	but
horizontal	horizont	horizontal
motion	motion	motion
is	is	is
so	so	so
bad	bad	bad
i	i	i
sometimes	sometim	sometimes
can	can	can
'	'	'
t	t	t
click	click	click

>	>	>
on	on	on
something	someth	something
because	becaus	because
my	my	my
mouse	mous	mouse
jumps	jump	jump
around	around	around
.	.	.

i	i	i
can	can	can
be	be	be
moving	move	moving
the	the	the
mouse	mous	mouse
to	to	to

>	>	>
the	the	the
right	right	right
with	with	with
relatively	relat	relatively
uniform	uniform	uniform
motion	motion	motion
and	and	and
the	the	the
mouse	mous	mouse
will	will	will
move	move	move
smoothly	smooth	smoothly

>	>	>
for	for	for
a	a	a
bit	bit	bit
,	,	,
then	then	then
jump	jump	jump
to	to	to
the	the	the
right	right	right
,	,	,
then	then	then
move	move	move
smoothly	smooth	smoothly
for	for	for
a	a	a
bit	bit	bit
then	then	then
jump	jump	jump

>	>	>
again	again	again
(	(	(
maybe	mayb	maybe
this	this	this
time	time	time
to	to	to
the	the	the
left	left	left
about	about	about
.	.	.
5	5	5
inch	inch	inch
!	!	!
)	)	)
.	.	.

this	this	this
is	is	is
crazy	crazi	crazy
!	!	!

i	i	i
have	have	have

>	>	>
never	never	never
had	had	had
so	so	so
much	much	much
trouble	troubl	trouble
with	with	with
a	a	a
mouse	mous	mouse
before	befor	before
.	.	.

anyone	anyon	anyone
have	have	have
any	ani	any
solutions	solut	solution
?	?	?

>	>	>
does	doe	doe
microsoft	microsoft	microsoft
think	think	think
they	they	they
are	are	are
what	what	what
everyone	everyon	everyone
should	should	should
be	be	be
?	?	?

<	<	<
-	-	-
just	just	just
venting	vent	venting
steam	steam	steam
!	!	!

i	i	i
had	had	had
the	the	the
same	same	same
problem	problem	problem
.	.	.

at	at	at
first	first	first
,	,	,
i	i	i
thought	thought	thought
it	it	it
was	was	wa
the	the	the
video	video	video
driver	driver	driver
and	and	and

made	made	made
sure	sure	sure
i	i	i
had	had	had
the	the	the
most	most	most
current	current	current
drivers	driver	driver
,	,	,
because	becaus	because
the	the	the
problem	problem	problem
was	was	wa
most	most	most

evident	evid	evident
at	at	at
svga	svga	svga
resolution	resolut	resolution
modes	mode	mode
.	.	.

it	it	it
didn	didn	didn
'	'	'
t	t	t
help	help	help
and	and	and
after	after	after
a	a	a
bit	bit	bit
of	of	of

experimentation	experiment	experimentation
,	,	,
determined	determin	determined
that	that	that
the	the	the
problem	problem	problem
existed	exist	existed
in	in	in
standard	standard	standard
vga	vga	vga

resolution	resolut	resolution
mode	mode	mode
.	.	.

it	it	it
was	was	wa
just	just	just
much	much	much
less	less	less
noticeable	notic	noticeable
.	.	.

my	my	my
mouse	mous	mouse
was	was	wa
an	an	an
older	older	older
ms	ms	m
serial	serial	serial
version	version	version
i	i	i
bought	bought	bought
second	second	second
hand	hand	hand
in	in	in
1990	1990	1990
.	.	.

it	it	it

worked	work	worked
just	just	just
fine	fine	fine
in	in	in
dos	dos	do
and	and	and
dos	dos	do
based	base	based
graphic	graphic	graphic
applications	applic	application
.	.	.

on	on	on
the	the	the

guess	guess	guess
that	that	that
the	the	the
problem	problem	problem
was	was	wa
with	with	with
the	the	the
resolution	resolut	resolution
of	of	of
the	the	the
mouse	mous	mouse
,	,	,
i	i	i
borrowed	borrow	borrowed

a	a	a
new	new	new
mouse	mous	mouse
(	(	(
a	a	a
ms	ms	m
bus	bus	bus
model	model	model
)	)	)
and	and	and
tried	tri	tried
it	it	it
.	.	.

that	that	that
solved	solv	solved
the	the	the
problem	problem	problem
.	.	.

so	so	so
,	,	,
if	if	if
your	your	your
mouse	mous	mouse
is	is	is
old	old	old
,	,	,
you	you	you
may	may	may
want	want	want
to	to	to
try	tri	try
replacing	replac	replacing
it	it	it
for	for	for
a	a	a
newer	newer	newer

one	one	one
.	.	.

>	>	>
-	-	-
-	-	-
-	-	-

>	>	>
sean	sean	sean
eckton	eckton	eckton

>	>	>
computer	comput	computer
support	support	support
representative	repres	representative

>	>	>
college	colleg	college
of	of	of
fine	fine	fine
arts	art	art
and	and	and
communications	communic	communication

>	>	>
d	d	d
-	-	-
406	406	406
hfac	hfac	hfac

>	>	>
brigham	brigham	brigham
young	young	young
university	univers	university

>	>	>
provo	provo	provo
,	,	,
ut	ut	ut
84602	84602	84602

>	>	>
(	(	(
801)378-3292	801)378-3292	801)378-3292

>	>	>
hfac_csr@byu.edu	hfac_csr@byu.edu	hfac_csr@byu.edu

>	>	>
ecktons@ucs.byu.edu	ecktons@ucs.byu.edu	ecktons@ucs.byu.edu

-	-	-
-	-	-
signoff	signoff	signoff

-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
