from	from	from
:	:	:
carols@ohsu.edu	carols@ohsu.edu	carols@ohsu.edu
(	(	(
carol	carol	carol
suelzle	suelzl	suelzle
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
windows	window	window
3	3	3
.	.	.
1	1	1
keeps	keep	keep
crashing	crash	crashing
:	:	:
please	pleas	please
help	help	help

article	articl	article
-	-	-
i	i	i
.	.	.
d	d	d
.	.	.
:	:	:
ohsu	ohsu	ohsu
.	.	.
1993apr19	1993apr19	1993apr19
.	.	.
213505	213505	213505
.	.	.
2883	2883	2883

organization	organ	organization
:	:	:
oregon	oregon	oregon
health	health	health
sciences	scienc	science
university	univers	university

lines	line	line
:	:	:
23	23	23

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
137	137	137
.	.	.
53	53	53
.	.	.
130	130	130
.	.	.
7	7	7

in	in	in
article	articl	article
<	<	<
1qur7h	1qur7h	1qur7h
$	$	$
qrl@access.digex.net	qrl@access.digex.net	qrl@access.digex.net
>	>	>
wild@access.digex.com	wild@access.digex.com	wild@access.digex.com
(	(	(
wildstrom	wildstrom	wildstrom
)	)	)
writes	write	writes
:	:	:

>	>	>

>	>	>

>	>	>
>	>	>
in	in	in
article	articl	article
<	<	<
1993apr16.155637.15398@oracle.us.oracle.com	1993apr16.155637.15398@oracle.us.oracle.com	1993apr16.155637.15398@oracle.us.oracle.com
>	>	>
ebosco@us.oracle.com	ebosco@us.oracle.com	ebosco@us.oracle.com
(	(	(
eric	eric	eric
bosco	bosco	bosco
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
>	>	>
from	from	from
:	:	:
ebosco@us.oracle.com	ebosco@us.oracle.com	ebosco@us.oracle.com
(	(	(
eric	eric	eric
bosco	bosco	bosco
)	)	)

>	>	>
>	>	>
>	>	>
subject	subject	subject
:	:	:
windows	window	window
3	3	3
.	.	.
1	1	1
keeps	keep	keep
crashing	crash	crashing
:	:	:
please	pleas	please
help	help	help

>	>	>
>	>	>
>	>	>
date	date	date
:	:	:
fri	fri	fri
,	,	,
16	16	16
apr	apr	apr
1993	1993	1993
15	15	15
:	:	:
56	56	56
:	:	:
37	37	37
gmt	gmt	gmt

>	>	>
>	>	>
>	>	>

>	>	>
>	>	>
>	>	>
as	as	a
the	the	the
subjects	subject	subject
says	say	say
,	,	,
windows	window	window
3	3	3
.	.	.
1	1	1
keeps	keep	keep
crashing	crash	crashing
(	(	(
givinh	givinh	givinh
me	me	me
gpf	gpf	gpf
)	)	)
on	on	on
me	me	me
of	of	of

>	>	>
>	>	>
>	>	>
late	late	late
.	.	.

it	it	it
was	was	wa
never	never	never
a	a	a
very	veri	very
stable	stabl	stable
package	packag	package
,	,	,
but	but	but
now	now	now
it	it	it
seems	seem	seems
to	to	to
crash	crash	crash
every	everi	every

>	>	>
>	>	>
>	>	>
day	day	day
.	.	.

the	the	the
worst	worst	worst
part	part	part
about	about	about
it	it	it
is	is	is
that	that	that
it	it	it
does	doe	doe
not	not	not
crash	crash	crash
consistently	consist	consistently
:	:	:
ie	ie	ie
i	i	i

>	>	>

>	>	>
there	there	there
is	is	is
a	a	a
way	way	way
in	in	in
sys	sys	sys
.	.	.
ini	ini	ini
to	to	to
turn	turn	turn
off	off	off
ram	ram	ram
parity	pariti	parity
checking	check	checking
(	(	(
unfortunately	unfortun	unfortunately
,	,	,
>	>	>
my	my	my
good	good	good
windows	window	window
references	refer	reference
are	are	are
at	at	at
home	home	home
,	,	,
but	but	but
any	ani	any
standard	standard	standard
win	win	win
reference	refer	reference

>	>	>
will	will	will
tell	tell	tell
you	you	you
how	how	how
to	to	to
do	do	do
it	it	it
.	.	.

if	if	if
not	not	not
,	,	,
email	email	email
back	back	back
to	to	to
me	me	me
.	.	.
)	)	)
that	that	that
weird	weird	weird
memory	memori	memory

>	>	>
may	may	may
be	be	be
producing	produc	producing
phony	phoni	phony
parity	pariti	parity
errors	error	error
.	.	.

danger	danger	danger
is	is	is
,	,	,
if	if	if
you	you	you
turn	turn	turn
checkling	checkl	checkling
off	off	off
,	,	,
>	>	>
you	you	you
run	run	run
the	the	the
slight	slight	slight
risk	risk	risk
of	of	of
data	data	data
corruption	corrupt	corruption
due	due	due
to	to	to
a	a	a
missed	miss	missed
real	real	real
error	error	error
.	.	.

i	i	i
had	had	had
this	this	this
very	veri	very
same	same	same
problem	problem	problem
,	,	,
and	and	and
did	did	did
'	'	'
work	work	work
around	around	around
'	'	'
by	by	by
turning	turn	turning
parity	pariti	parity
checking	check	checking
off	off	off
,	,	,
but	but	but
that	that	that
only	onli	only
worked	work	worked
while	while	while
i	i	i
was	was	wa
in	in	in
windows	window	window
,	,	,
and	and	and
the	the	the
parity	pariti	parity
error	error	error
would	would	would
occur	occur	occur
immediately	immedi	immediately
after	after	after
exiting	exit	exiting
windows	window	window
,	,	,
however	howev	however
,	,	,
the	the	the
problem	problem	problem
turned	turn	turned
out	out	out
to	to	to
be	be	be
3	3	3
chip	chip	chip
simms	simm	simms
vs	vs	v
9	9	9
chip	chip	chip
simms	simm	simms
.	.	.

i	i	i
can	can	can
'	'	'
t	t	t
use	use	use
3	3	3
chip	chip	chip
simms	simm	simms
in	in	in
my	my	my
computer	comput	computer
,	,	,
and	and	and
when	when	when
i	i	i
replaced	replac	replaced
them	them	them
,	,	,
the	the	the
problem	problem	problem
vanished	vanish	vanished
,	,	,
forever	forev	forever
.	.	.
