from	from	from
:	:	:
paladin@world.std.com	paladin@world.std.com	paladin@world.std.com
(	(	(
thomas	thoma	thomas
g	g	g
schlatter	schlatter	schlatter
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
?	?	?
order	order	order
of	of	of
files	file	file
written	written	written
when	when	when
exitting	exit	exitting
windows	window	window
?	?	?

organization	organ	organization
:	:	:
the	the	the
world	world	world
public	public	public
access	access	access
unix	unix	unix
,	,	,
brookline	brooklin	brookline
,	,	,
ma	ma	ma

lines	line	line
:	:	:
31	31	31

in	in	in
article	articl	article
<	<	<
1993apr22.001934.14921@ucsu.colorado.edu	1993apr22.001934.14921@ucsu.colorado.edu	1993apr22.001934.14921@ucsu.colorado.edu
>	>	>
hayesj@rintintin.colorado.edu	hayesj@rintintin.colorado.edu	hayesj@rintintin.colorado.edu
(	(	(
hayes	hay	hayes
james	jame	james
michael	michael	michael
jr	jr	jr
)	)	)
writes	write	writes
:	:	:

>	>	>

>	>	>
trying	tri	trying
to	to	to
pin	pin	pin
point	point	point
a	a	a
hardware	hardwar	hardware
problem	problem	problem
with	with	with
my	my	my
disk	disk	disk
,	,	,
maxtor	maxtor	maxtor

>	>	>
7213at	7213at	7213at
.	.	.

group	group	group
files	file	file
get	get	get
corrupted	corrupt	corrupted
on	on	on
a	a	a
regular	regular	regular
basis	basi	basis
.	.	.

>	>	>
only	onli	only
happens	happen	happens
on	on	on
this	this	this
drive	drive	drive
,	,	,
d	d	d
had	had	had
only	onli	only
one	one	one
corrupt	corrupt	corrupt
file	file	file

>	>	>
in	in	in
over	over	over
a	a	a
year	year	year
and	and	and
it	it	it
was	was	wa
under	under	under
the	the	the
control	control	control
of	of	of
winword	winword	winword
on	on	on
c	c	c
.	.	.

>	>	>
32	32	32
-	-	-
bit	bit	bit
disk	disk	disk
access	access	access
and	and	and
smartdrive	smartdriv	smartdrive
are	are	are
off	off	off
.	.	.

since	sinc	since
installation	instal	installation

>	>	>
of	of	of
dblspace	dblspace	dblspace
problem	problem	problem
has	has	ha
turned	turn	turned
from	from	from
an	an	an
annoyance	annoy	annoyance
to	to	to
a	a	a
reason	reason	reason
for	for	for

>	>	>
murder	murder	murder
.	.	.

are	are	are
you	you	you
using	use	using
fastopen	fastopen	fastopen
?	?	?

if	if	if
you	you	you
are	are	are
,	,	,
disable	disabl	disable
it	it	it
.	.	.

we	we	we
had	had	had
a	a	a
lot	lot	lot
of	of	of
problems	problem	problem
with	with	with
fastopen	fastopen	fastopen
corrupting	corrupt	corrupting
weird	weird	weird
things	thing	thing
(	(	(
including	includ	including
the	the	the
windows	window	window
permanent	perman	permanent
swap	swap	swap
file	file	file
)	)	)
when	when	when
we	we	we
were	were	were
using	use	using
it	it	it
.	.	.

>	>	>

>	>	>
since	sinc	since
the	the	the
most	most	most
frequent	frequent	frequent
files	file	file
corrupted	corrupt	corrupted
are	are	are
the	the	the
*	*	*
.	.	.
grp	grp	grp
files	file	file
,	,	,
>	>	>
are	are	are
these	these	these
the	the	the
last	last	last
thing	thing	thing
written	written	written
to	to	to
when	when	when
exitting	exit	exitting
windows	window	window
?	?	?

indeed	inde	indeed
they	they	they
are	are	are
.	.	.

advanced	advanc	advanced
personal	person	personal
measure	measur	measure
tells	tell	tell
me	me	me
they	they	they
are	are	are
accessed	access	accessed
just	just	just
before	befor	before
shell	shell	shell
.	.	.
dll	dll	dll

>	>	>

>	>	>
also	also	also
,	,	,
are	are	are
there	there	there
any	ani	any
pd	pd	pd
/	/	/
shareware	sharewar	shareware
utilities	util	utility
available	avail	available
that	that	that
do	do	do

>	>	>
a	a	a
more	more	more
thorough	thorough	thorough
job	job	job
than	than	than
dos	dos	do
6	6	6
,	,	,
ndd	ndd	ndd
4	4	4
.	.	.
5	5	5
,	,	,
etc	etc	etc
?	?	?

dos	dos	do
6	6	6
and	and	and

>	>	>
win	win	win
3	3	3
.	.	.
1	1	1
compatable	compat	compatable
.	.	.

i	i	i
really	realli	really
like	like	like
spinrite	spinrit	spinrite
and	and	and
qa	qa	qa
plus	plus	plus

tom	tom	tom
paladin@world.std.com	paladin@world.std.com	paladin@world.std.com
