from	from	from
:	:	:
cac2g@virginia.edu	cac2g@virginia.edu	cac2g@virginia.edu
(	(	(
"	"	"
the	the	the
wing	wing	wing
commander	command	commander
"	"	"
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
more	more	more
cool	cool	cool
bmp	bmp	bmp
files	file	file
?	?	?
?	?	?

organization	organ	organization
:	:	:
university	univers	university
of	of	of
virginia	virginia	virginia

distribution	distribut	distribution
:	:	:
usa	usa	usa

lines	line	line
:	:	:
4	4	4

has	has	ha
anybody	anybodi	anybody
gotten	gotten	gotten
this	this	this
bmp	bmp	bmp
to	to	to
work	work	work
?	?	?

i	i	i
try	tri	try
to	to	to
uudecode	uudecod	uudecode
it	it	it
,	,	,
but	but	but
i	i	i
get	get	get
"	"	"
input	input	input
file	file	file
error	error	error
"	"	"
and	and	and
no	no	no
picture	pictur	picture
.	.	.

anybody	anybodi	anybody
?	?	?

-	-	-
-	-	-
casey	casey	casey
