from	from	from
:	:	:
leebr@ecf.toronto.edu	leebr@ecf.toronto.edu	leebr@ecf.toronto.edu
(	(	(
lee	lee	lee
brian	brian	brian
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
wp	wp	wp
-	-	-
pcf	pcf	pcf
,	,	,
linux	linux	linux
,	,	,
risc	risc	risc
?	?	?

organization	organ	organization
:	:	:
university	univers	university
of	of	of
toronto	toronto	toronto
,	,	,
engineering	engin	engineering
computing	comput	computing
facility	facil	facility

lines	line	line
:	:	:
67	67	67

in	in	in
article	articl	article
<	<	<
c5w9j7.jll@nyongwa.cam.org	c5w9j7.jll@nyongwa.cam.org	c5w9j7.jll@nyongwa.cam.org
>	>	>
angcl@nyongwa.cam.org	angcl@nyongwa.cam.org	angcl@nyongwa.cam.org
(	(	(
claude	claud	claude
angers	anger	anger
)	)	)
writes	write	writes
:	:	:

>	>	>
in	in	in
article	articl	article
<	<	<
c5rx8b.kzp@ecf.toronto.edu	c5rx8b.kzp@ecf.toronto.edu	c5rx8b.kzp@ecf.toronto.edu
>	>	>
leebr@ecf.toronto.edu	leebr@ecf.toronto.edu	leebr@ecf.toronto.edu
(	(	(
lee	lee	lee
brian	brian	brian
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
in	in	in
article	articl	article
<	<	<
1qu8ud	1qu8ud	1qu8ud
$	$	$
2hd@sunb.ocs.mq.edu.au	2hd@sunb.ocs.mq.edu.au	2hd@sunb.ocs.mq.edu.au
>	>	>
eugene@mpce.mq.edu.au	eugene@mpce.mq.edu.au	eugene@mpce.mq.edu.au
writes	write	writes
:	:	:

>	>	>
>	>	>
>	>	>
in	in	in
article	articl	article
<	<	<
c5o1yq.m34@csie.nctu.edu.tw	c5o1yq.m34@csie.nctu.edu.tw	c5o1yq.m34@csie.nctu.edu.tw
>	>	>
ghhwang@csie.nctu.edu.tw	ghhwang@csie.nctu.edu.tw	ghhwang@csie.nctu.edu.tw
(	(	(
ghhwang	ghhwang	ghhwang
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
>	>	>
>	>	>

>	>	>
>	>	>
>	>	>
>	>	>
