from	from	from
:	:	:
claebaur@shell.portal.com	claebaur@shell.portal.com	claebaur@shell.portal.com
(	(	(
tony	toni	tony
s	s	s
annese	annes	annese
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
utility	util	utility
for	for	for
updating	updat	updating
win	win	win
.	.	.
ini	ini	ini
and	and	and
system	system	system
.	.	.
ini	ini	ini

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
jobe	jobe	jobe

organization	organ	organization
:	:	:
portal	portal	portal
communications	communic	communication
company	compani	company
-	-	-
-	-	-
408	408	408
/	/	/
973	973	973
-	-	-
9111	9111	9111
(	(	(
voice	voic	voice
)	)	)
408	408	408
/	/	/
973	973	973
-	-	-
8091	8091	8091
(	(	(
data	data	data
)	)	)

lines	line	line
:	:	:
10	10	10

in	in	in
article	articl	article
<	<	<
1993apr20.130933.26571@lut.ac.uk	1993apr20.130933.26571@lut.ac.uk	1993apr20.130933.26571@lut.ac.uk
>	>	>
a.d.bailey@lut.ac.uk	a.d.bailey@lut.ac.uk	a.d.bailey@lut.ac.uk
(	(	(
adrian	adrian	adrian
d	d	d
.	.	.
bailey	bailey	bailey
)	)	)
writes	write	writes
:	:	:

>	>	>
in	in	in
windows	window	window
3	3	3
.	.	.
0	0	0
there	there	there
is	is	is
a	a	a
built	built	built
-	-	-
in	in	in
called	call	called
sysedit	sysedit	sysedit
.	.	.
exe	exe	exe
that	that	that
is	is	is
just	just	just
what	what	what
you	you	you

>	>	>
need	need	need
.	.	.

windows	window	window
3	3	3
.	.	.
1	1	1
i	i	i
don	don	don
'	'	'
t	t	t
know	know	know
.	.	.
.	.	.
.	.	.
.	.	.
.	.	.
.	.	.

it	it	it
'	'	'
s	s	s
there	there	there
.	.	.
.	.	.
.	.	.
.	.	.
.	.	.

-	-	-
-	-	-

/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
tony	toni	tony
annese	annes	annese
claebaur@shell.portal.com	claebaur@shell.portal.com	claebaur@shell.portal.com

-	-	-
or	or	or
-	-	-
claebaur@cup.portal.com	claebaur@cup.portal.com	claebaur@cup.portal.com

\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
