from	from	from
:	:	:
hayesj@rintintin.colorado.edu	hayesj@rintintin.colorado.edu	hayesj@rintintin.colorado.edu
(	(	(
hayes	hay	hayes
james	jame	james
michael	michael	michael
jr	jr	jr
)	)	)

subject	subject	subject
:	:	:
window	window	window
start	start	start
up	up	up
position	posit	position
for	for	for
app	app	app
,	,	,
how	how	how
?	?	?

keywords	keyword	keywords
:	:	:
app	app	app
window	window	window
,	,	,
startup	startup	startup
position	posit	position

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
rintintin	rintintin	rintintin
.	.	.
colorado	colorado	colorado
.	.	.
edu	edu	edu

organization	organ	organization
:	:	:
university	univers	university
of	of	of
colorado	colorado	colorado
,	,	,
boulder	boulder	boulder

lines	line	line
:	:	:
8	8	8

how	how	how
do	do	do
you	you	you
set	set	set
up	up	up
an	an	an
app	app	app
to	to	to
give	give	give
its	it	it
window	window	window
a	a	a
default	default	default
start	start	start
up	up	up
position	posit	position
and	and	and
size	size	size
?	?	?

-	-	-
-	-	-

mike	mike	mike
hayes	hay	hayes
|	|	|
"	"	"
knowledge	knowledg	knowledge
is	is	is
good	good	good
.	.	.
"	"	"
-	-	-
faber	faber	faber
college	colleg	college
motto	motto	motto

www	www	www
|	|	|
"	"	"
knowledge	knowledg	knowledge
and	and	and
thoroughness	thorough	thoroughness
"	"	"
-	-	-
rensselear	rensselear	rensselear
poly	poli	poly
motto	motto	motto

unemployed	unemploy	unemployed
tech	tech	tech
,	,	,
|	|	|
"	"	"
no	no	no
,	,	,
thank	thank	thank
you	you	you
!	!	!
"	"	"
-	-	-
groucho	groucho	groucho
marx	marx	marx
,	,	,
'	'	'
a	a	a
day	day	day
at	at	at
the	the	the
races	race	race
'	'	'

driven	driven	driven
to	to	to
banging	bang	banging
my	my	my
head	head	head
against	against	against
engineering	engin	engineering
physics	physic	physic
for	for	for
4	4	4
years	year	year
.	.	.
