from	from	from
:	:	:
anik@crhc.uiuc.edu	anik@crhc.uiuc.edu	anik@crhc.uiuc.edu
(	(	(
sadun	sadun	sadun
anik	anik	anik
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
win	win	win
nt	nt	nt
-	-	-
what	what	what
is	is	is
it	it	it
?	?	?
?	?	?
?	?	?

organization	organ	organization
:	:	:
center	center	center
for	for	for
reliable	reliabl	reliable
and	and	and
high	high	high
-	-	-
performance	perform	performance
computing	comput	computing

lines	line	line
:	:	:
45	45	45

<	<	<
rick	rick	rick
.	.	.
734972416	734972416	734972416
@	@	@
silver	silver	silver
>	>	>
<	<	<
2bcf2664.3c6a@deneva.sdd.trw.com	2bcf2664.3c6a@deneva.sdd.trw.com	2bcf2664.3c6a@deneva.sdd.trw.com
>	>	>
nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
lyra	lyra	lyra
.	.	.
crhc	crhc	crhc
.	.	.
uiuc	uiuc	uiuc
.	.	.
edu	edu	edu
in	in	in
-	-	-
reply	repli	reply
-	-	-
to	to	to
:	:	:
reimert@.etdesg.trw.com	reimert@.etdesg.trw.com	reimert@.etdesg.trw.com
'	'	'
s	s	s
message	messag	message
of	of	of
fri	fri	fri
,	,	,
16	16	16
apr	apr	apr
93	93	93
21	21	21
:	:	:
34	34	34
:	:	:
28	28	28
gmt	gmt	gmt

in	in	in
article	articl	article
<	<	<
2bcf2664.3c6a@deneva.sdd.trw.com	2bcf2664.3c6a@deneva.sdd.trw.com	2bcf2664.3c6a@deneva.sdd.trw.com
>	>	>
reimert@.etdesg.trw.com	reimert@.etdesg.trw.com	reimert@.etdesg.trw.com
(	(	(
scott	scott	scott
p	p	p
.	.	.

reimert	reimert	reimert
)	)	)
writes	write	writes
:	:	:

>	>	>
somewhere	somewher	somewhere
in	in	in
this	this	this
thread	thread	thread
,	,	,
it	it	it
has	has	ha
been	been	been
said	said	said
that	that	that
windows	window	window
nt	nt	nt
(	(	(
tm	tm	tm
)	)	)
is	is	is
a	a	a

>	>	>
multi	multi	multi
-	-	-
user	user	user
os	os	o
,	,	,
as	as	a
