from	from	from
:	:	:
dale@odetics.com	dale@odetics.com	dale@odetics.com
(	(	(
dale	dale	dale
pischke	pischk	pischke
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
more	more	more
diamond	diamond	diamond
ss	ss	s
24x	24x	24x

organization	organ	organization
:	:	:
odetics	odet	odetics
,	,	,
inc	inc	inc
.	.	.
,	,	,
anaheim	anaheim	anaheim
,	,	,
ca	ca	ca

lines	line	line
:	:	:
17	17	17

in	in	in
article	articl	article
<	<	<
1993apr20.195853.16179@samba.oit.unc.edu	1993apr20.195853.16179@samba.oit.unc.edu	1993apr20.195853.16179@samba.oit.unc.edu
>	>	>
dil.admin@mhs.unc.edu	dil.admin@mhs.unc.edu	dil.admin@mhs.unc.edu
(	(	(
dave	dave	dave
laudicina	laudicina	laudicina
)	)	)
writes	write	writes
:	:	:

>	>	>
has	has	ha
anyone	anyon	anyone
experienced	experienc	experienced
a	a	a
faint	faint	faint
shadow	shadow	shadow
at	at	at
all	all	all
resolutions	resolut	resolution
using	use	using
this	this	this

>	>	>
card	card	card
.	.	.

is	is	is
only	onli	only
in	in	in
windows	window	window
.	.	.

i	i	i
have	have	have
replaced	replac	replaced
card	card	card
and	and	and
am	am	am
waiting	wait	waiting
on	on	on

>	>	>
latest	latest	latest
drivers	driver	driver
.	.	.

also	also	also
have	have	have
experienced	experienc	experienced
general	general	general
protection	protect	protection
fault	fault	fault
errors	error	error

>	>	>
in	in	in
wspdpsf	wspdpsf	wspdpsf
.	.	.
drv	drv	drv
on	on	on
winword	winword	winword
tools	tool	tool
option	option	option
menu	menu	menu
and	and	and
in	in	in
winfax	winfax	winfax
setup	setup	setup
.	.	.

i	i	i
had	had	had
the	the	the
exact	exact	exact
same	same	same
failure	failur	failure
with	with	with
the	the	the
24x	24x	24x
and	and	and
word	word	word
for	for	for
windows	window	window
.	.	.

a	a	a
quick	quick	quick
call	call	call
to	to	to
microsoft	microsoft	microsoft
indicated	indic	indicated
it	it	it
was	was	wa
problem	problem	problem
with	with	with
the	the	the
24x	24x	24x
drivers	driver	driver
.	.	.

you	you	you
need	need	need
to	to	to
call	call	call
diamond	diamond	diamond
and	and	and
get	get	get
the	the	the
new	new	new
drivers	driver	driver
,	,	,
i	i	i
think	think	think
version	version	version
2	2	2
.	.	.
03	03	03
fixes	fix	fix
the	the	the
above	abov	above
problem	problem	problem
,	,	,
there	there	there
may	may	may
be	be	be
later	later	later
versions	version	version
that	that	that
i	i	i
'	'	'
m	m	m
unaware	unawar	unaware
of	of	of
.	.	.
.	.	.
.	.	.

-	-	-
-	-	-
dale	dale	dale
r	r	r
.	.	.

pischke	pischk	pischke
dale@odetics.com	dale@odetics.com	dale@odetics.com
or	or	or
uunet	uunet	uunet
!	!	!
odetics	odet	odetics
!	!	!
dale	dale	dale
senior	senior	senior
software	softwar	software
engineer	engin	engineer
odetics	odet	odetics
,	,	,
gyyr	gyyr	gyyr
division	divis	division
