from	from	from
:	:	:
holthaus@news.weeg.uiowa.edu	holthaus@news.weeg.uiowa.edu	holthaus@news.weeg.uiowa.edu
(	(	(
james	jame	james
r	r	r
.	.	.

holthaus	holthaus	holthaus
)	)	)
subject	subject	subject
:	:	:
re	re	re
:	:	:
estimating	estim	estimating
wiretap	wiretap	wiretap
costs	cost	cost
/	/	/
benefits	benefit	benefit
organization	organ	organization
:	:	:
university	univers	university
of	of	of
iowa	iowa	iowa
,	,	,
iowa	iowa	iowa
city	citi	city
,	,	,
ia	ia	ia
,	,	,
usa	usa	usa
lines	line	line
:	:	:
27	27	27

rlglende@netcom.com	rlglende@netcom.com	rlglende@netcom.com
(	(	(
robert	robert	robert
lewis	lewi	lewis
glendenning	glenden	glendenning
)	)	)
writes	write	writes
:	:	:

>	>	>
in	in	in
article	articl	article
<	<	<
1993apr20.203756.20667@kronos.arc.nasa.gov	1993apr20.203756.20667@kronos.arc.nasa.gov	1993apr20.203756.20667@kronos.arc.nasa.gov
>	>	>
hanson@kronos.arc.nasa.gov	hanson@kronos.arc.nasa.gov	hanson@kronos.arc.nasa.gov
(	(	(
robin	robin	robin
hanson	hanson	hanson
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
i	i	i
'	'	'
m	m	m
attempting	attempt	attempting
to	to	to
write	write	write
a	a	a
serious	serious	serious
policy	polici	policy
paper	paper	paper
examining	examin	examining
whether	whether	whether
the	the	the

>	>	>
>	>	>
proposed	propos	proposed
wiretap	wiretap	wiretap
(	(	(
or	or	or
"	"	"
clipper	clipper	clipper
"	"	"
)	)	)
chip	chip	chip
is	is	is
a	a	a
cost	cost	cost
-	-	-
effective	effect	effective
tool	tool	tool
for	for	for

>	>	>
>	>	>
police	polic	police
investigation	investig	investigation
.	.	.

that	that	that
is	is	is
,	,	,
ignoring	ignor	ignoring
concerns	concern	concern
about	about	about
government	govern	government

>	>	>
>	>	>
intrusions	intrus	intrusion
into	into	into
individual	individu	individual
privacy	privaci	privacy
,	,	,
is	is	is
the	the	the
value	valu	value
of	of	of
easy	easi	easy
wiretaps	wiretap	wiretap
to	to	to

>	>	>
>	>	>
investigators	investig	investigator
greater	greater	greater
than	than	than
the	the	the
cost	cost	cost
to	to	to
the	the	the
communications	communic	communication
industry	industri	industry
,	,	,
>	>	>
>	>	>
and	and	and
their	their	their
customers	custom	customer
,	,	,
to	to	to
support	support	support
this	this	this
wiretap	wiretap	wiretap
technology	technolog	technology
?	?	?

>	>	>
>	>	>
[	[	[
.	.	.
.	.	.
.	.	.
]	]	]

>	>	>
first	first	first
,	,	,
what	what	what
the	the	the
fuck	fuck	fuck
is	is	is
nasa	nasa	nasa
doing	do	doing
wasting	wast	wasting
my	my	my
tax	tax	tax
dollars	dollar	dollar
doing	do	doing

>	>	>
policy	polici	policy
papers	paper	paper
on	on	on
stuff	stuff	stuff
far	far	far
outside	outsid	outside
of	of	of
their	their	their
purvew	purvew	purvew
/	/	/
mission	mission	mission
?	?	?

>	>	>
[	[	[
.	.	.
.	.	.
.	.	.
]	]	]

>	>	>
do	do	do
us	us	u
a	a	a
favor	favor	favor
.	.	.

resign	resign	resign
rather	rather	rather
than	than	than
right	right	right
this	this	this
paper	paper	paper
for	for	for
nasa	nasa	nasa
.	.	.

go	go	go

>	>	>
do	do	do
useful	use	useful
work	work	work
for	for	for
the	the	the
society	societi	society
.	.	.

whew	whew	whew
!	!	!

take	take	take
it	it	it
easy	easi	easy
on	on	on
the	the	the
guy	guy	guy
.	.	.

maybe	mayb	maybe
he	he	he
'	'	'
s	s	s
going	go	going
to	to	to
do	do	do
this	this	this
in	in	in
his	his	his
spare	spare	spare
time	time	time
.	.	.

maybe	mayb	maybe
he	he	he
'	'	'
s	s	s
going	go	going
to	to	to
do	do	do
this	this	this
to	to	to
see	see	see
how	how	how
much	much	much
a	a	a
wiretap	wiretap	wiretap

*	*	*
really	realli	really
*	*	*
costs	cost	cost
.	.	.

maybe	mayb	maybe
he	he	he
'	'	'
s	s	s
going	go	going
to	to	to
do	do	do
this	this	this
so	so	so
he	he	he
can	can	can
add	add	add
to	to	to
the	the	the
opposition	opposit	opposition
to	to	to
clipper	clipper	clipper
.	.	.

i	i	i
don	don	don
'	'	'
t	t	t
know	know	know
fully	fulli	fully
why	whi	why
he	he	he
might	might	might
do	do	do
this	this	this
,	,	,
but	but	but
maybe	mayb	maybe
we	we	we
shouldn	shouldn	shouldn
'	'	'
t	t	t
start	start	start
flaming	flame	flaming
at	at	at
the	the	the
drop	drop	drop
of	of	of
a	a	a
hat	hat	hat
.	.	.

-	-	-
-	-	-

<	<	<
>	>	>
<	<	<
>	>	>
<	<	<
>	>	>
<	<	<
>	>	>
<	<	<
>	>	>
<	<	<
>	>	>
<	<	<
>	>	>
<	<	<
>	>	>
<	<	<
>	>	>
<	<	<
>	>	>
james	jame	james
holthaus	holthaus	holthaus
james-holthaus@uiowa.edu	james-holthaus@uiowa.edu	james-holthaus@uiowa.edu
<	<	<
>	>	>
<	<	<
>	>	>
<	<	<
>	>	>
<	<	<
>	>	>
<	<	<
>	>	>
<	<	<
>	>	>
<	<	<
>	>	>
<	<	<
>	>	>
<	<	<
>	>	>

<	<	<
government	govern	government
is	is	is
an	an	an
association	associ	association
of	of	of
men	men	men
who	who	who
do	do	do
violence	violenc	violence
to	to	to
the	the	the
rest	rest	rest
of	of	of
us	us	u
.	.	.

>	>	>

<	<	<
-	-	-
-	-	-
leo	leo	leo
tolstoy	tolstoy	tolstoy
>	>	>

<	<	<
>	>	>
<	<	<
>	>	>
<	<	<
>	>	>
<	<	<
>	>	>
<	<	<
>	>	>
pgp	pgp	pgp
2	2	2
.	.	.
2	2	2
public	public	public
key	key	key
available	avail	available
on	on	on
request	request	request
or	or	or
from	from	from
key	key	key
server	server	server
<	<	<
>	>	>
<	<	<
>	>	>
<	<	<
>	>	>
<	<	<
>	>	>
<	<	<
>	>	>
