from	from	from
:	:	:
johnson@trwacs.fp.trw.com	johnson@trwacs.fp.trw.com	johnson@trwacs.fp.trw.com
(	(	(
steve	steve	steve
johnson	johnson	johnson
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
once	onc	once
tapped	tap	tapped
,	,	,
your	your	your
code	code	code
is	is	is
no	no	no
good	good	good
any	ani	any
more	more	more
.	.	.

organization	organ	organization
:	:	:
trw	trw	trw
systems	system	system
division	divis	division
,	,	,
fairfax	fairfax	fairfax
va	va	va

distribution	distribut	distribution
:	:	:
na	na	na

lines	line	line
:	:	:
65	65	65

tcmay@netcom.com	tcmay@netcom.com	tcmay@netcom.com
(	(	(
timothy	timothi	timothy
c	c	c
.	.	.

may	may	may
)	)	)
writes	write	writes
:	:	:

>	>	>
brad	brad	brad
templeton	templeton	templeton
(	(	(
brad@clarinet.com	brad@clarinet.com	brad@clarinet.com
)	)	)
wrote	wrote	wrote
:	:	:

>	>	>
:	:	:
it	it	it
occurs	occur	occurs
to	to	to
me	me	me
that	that	that
if	if	if
they	they	they
get	get	get
a	a	a
wiretap	wiretap	wiretap
order	order	order
on	on	on
you	you	you
,	,	,
and	and	and
the	the	the
escrow	escrow	escrow

>	>	>
:	:	:
houses	hous	house
release	releas	release
your	your	your
code	code	code
to	to	to
the	the	the
cops	cop	cop
,	,	,
your	your	your
code	code	code
is	is	is
now	now	now
no	no	no
longer	longer	longer
secure	secur	secure
.	.	.

>	>	>
:	:	:

>	>	>
:	:	:
it	it	it
'	'	'
s	s	s
in	in	in
the	the	the
hands	hand	hand
of	of	of
cops	cop	cop
,	,	,
and	and	and
while	while	while
i	i	i
am	am	am
sure	sure	sure
most	most	most
of	of	of
the	the	the
time	time	time
they	they	they
are	are	are

>	>	>
:	:	:
good	good	good
,	,	,
their	their	their
security	secur	security
will	will	will
not	not	not
be	be	be
as	as	a
good	good	good
as	as	a
the	the	the
escrow	escrow	escrow
houses	hous	house
.	.	.

>	>	>
:	:	:

>	>	>
:	:	:
what	what	what
this	this	this
effectively	effect	effectively
means	mean	mean
is	is	is
that	that	that
if	if	if
they	they	they
perform	perform	perform
a	a	a
wiretap	wiretap	wiretap
on	on	on
you	you	you
,	,	,
>	>	>
:	:	:
at	at	at
the	the	the
end	end	end
of	of	of
the	the	the
wiretap	wiretap	wiretap
,	,	,
they	they	they
should	should	should
be	be	be
obligated	oblig	obligated
to	to	to
inform	inform	inform
you	you	you
that	that	that

>	>	>
:	:	:
a	a	a
tap	tap	tap
was	was	wa
performed	perform	performed
,	,	,
and	and	and
replace	replac	replace
(	(	(
for	for	for
free	free	free
)	)	)
the	the	the
clipper	clipper	clipper
chip	chip	chip
in	in	in
your	your	your

>	>	>
:	:	:
cellular	cellular	cellular
phone	phone	phone
so	so	so
that	that	that
it	it	it
is	is	is
once	onc	once
again	again	again
a	a	a
code	code	code
known	known	known
only	onli	only
to	to	to
the	the	the

>	>	>
:	:	:
escrow	escrow	escrow
houses	hous	house
.	.	.

>	>	>
getting	get	getting
the	the	the
court	court	court
order	order	order
to	to	to
reveal	reveal	reveal
the	the	the
key	key	key
*	*	*
also	also	also
*	*	*
makes	make	make
decipherable	decipher	decipherable

>	>	>
all	all	all
*	*	*
past	past	past
*	*	*
conversations	convers	conversation
(	(	(
which	which	which
may	may	may
be	be	be
on	on	on
tape	tape	tape
,	,	,
or	or	or
disk	disk	disk
,	,	,
or	or	or
whatver	whatver	whatver
)	)	)
,	,	,
>	>	>
as	as	a
i	i	i
understand	understand	understand
the	the	the
proposal	propos	proposal
.	.	.

i	i	i
could	could	could
be	be	be
wrong	wrong	wrong
,	,	,
but	but	but
i	i	i
'	'	'
ve	ve	ve
seen	seen	seen
no	no	no

>	>	>
mention	mention	mention
of	of	of
"	"	"
session	session	session
keys	key	key
"	"	"
being	be	being
the	the	the
escrowed	escrow	escrowed
entities	entiti	entity
.	.	.

>	>	>
as	as	a
the	the	the
eff	eff	eff
noted	note	noted
,	,	,
this	this	this
raises	rais	raise
further	further	further
issues	issu	issue
about	about	about
the	the	the
fruits	fruit	fruit
of	of	of
one	one	one

>	>	>
bust	bust	bust
leading	lead	leading
to	to	to
incrimination	incrimin	incrimination
in	in	in
other	other	other
areas	area	area
.	.	.

>	>	>
but	but	but
is	is	is
it	it	it
any	ani	any
worse	wors	worse
than	than	than
the	the	the
current	current	current
unsecure	unsecur	unsecure
system	system	system
?	?	?

it	it	it
becomes	becom	becomes
much	much	much

>	>	>
worse	wors	worse
,	,	,
of	of	of
course	cours	course
,	,	,
if	if	if
the	the	the
government	govern	government
then	then	then
uses	use	us
this	this	this
"	"	"
clinton	clinton	clinton
clipper	clipper	clipper
"	"	"

>	>	>
to	to	to
argue	argu	argue
for	for	for
restrictions	restrict	restriction
on	on	on
unapproved	unapprov	unapproved
encryption	encrypt	encryption
.	.	.

(	(	(
this	this	this
is	is	is
the	the	the
main	main	main

>	>	>
concern	concern	concern
of	of	of
most	most	most
of	of	of
us	us	u
,	,	,
i	i	i
think	think	think
.	.	.

the	the	the
camel	camel	camel
'	'	'
s	s	s
nose	nose	nose
in	in	in
the	the	the
tent	tent	tent
,	,	,
etc	etc	etc
.	.	.
)	)	)

>	>	>
and	and	and
it	it	it
may	may	may
also	also	also
become	becom	become
much	much	much
worse	wors	worse
if	if	if
the	the	the
ostensible	ostens	ostensible
security	secur	security
is	is	is

>	>	>
increased	increas	increased
,	,	,
thus	thus	thus
allowing	allow	allowing
