from	from	from
:	:	:
daveshao@leland.stanford.edu	daveshao@leland.stanford.edu	daveshao@leland.stanford.edu
(	(	(
david	david	david
shao	shao	shao
)	)	)

subject	subject	subject
:	:	:
divorce	divorc	divorce

organization	organ	organization
:	:	:
dsg	dsg	dsg
,	,	,
stanford	stanford	stanford
university	univers	university
,	,	,
ca	ca	ca
94305	94305	94305
,	,	,
usa	usa	usa

lines	line	line
:	:	:
72	72	72

i	i	i
deleted	delet	deleted
much	much	much
of	of	of
the	the	the
following	follow	following
article	articl	article
in	in	in
order	order	order
to	to	to
discuss	discuss	discus
the	the	the
specific	specif	specific
issue	issu	issue
of	of	of
whether	whether	whether
it	it	it
is	is	is
acceptable	accept	acceptable
to	to	to
divorce	divorc	divorce
.	.	.

in	in	in
article	articl	article
<	<	<
may.7.01.10.03.1993.14583@athos.rutgers.edu	may.7.01.10.03.1993.14583@athos.rutgers.edu	may.7.01.10.03.1993.14583@athos.rutgers.edu
>	>	>
crs@carson.u.washington.edu	crs@carson.u.washington.edu	crs@carson.u.washington.edu
(	(	(
cliff	cliff	cliff
slaughterbeck	slaughterbeck	slaughterbeck
)	)	)
writes	write	writes
:	:	:

>	>	>

>	>	>
along	along	along
the	the	the
way	way	way
,	,	,
she	she	she
was	was	wa
married	marri	married
,	,	,
happily	happili	happily
,	,	,
to	to	to
a	a	a
wonderful	wonder	wonderful
and	and	and

>	>	>
supportive	support	supportive
husband	husband	husband
and	and	and
gave	gave	gave
birth	birth	birth
to	to	to
two	two	two
sons	son	son
.	.	.

still	still	still
,	,	,
everything	everyth	everything
was	was	wa
not	not	not

>	>	>
perfect	perfect	perfect
for	for	for
jane	jane	jane
,	,	,
since	sinc	since
she	she	she
could	could	could
never	never	never
open	open	open
up	up	up
the	the	the
deepest	deepest	deepest
part	part	part
of	of	of
her	her	her

>	>	>
soul	soul	soul
to	to	to
her	her	her
husband	husband	husband
.	.	.

she	she	she
always	alway	always
found	found	found
that	that	that
she	she	she
could	could	could
be	be	be
much	much	much
closer	closer	closer
to	to	to

>	>	>
her	her	her
women	women	woman
friends	friend	friend
than	than	than
to	to	to
her	her	her
husband	husband	husband
,	,	,
as	as	a
good	good	good
and	and	and
loing	lo	loing
as	as	a
a	a	a
husband	husband	husband
as	as	a

>	>	>
he	he	he
might	might	might
be	be	be
.	.	.

she	she	she
struggled	struggl	struggled
very	veri	very
much	much	much
with	with	with
this	this	this
until	until	until
at	at	at
the	the	the
age	age	age
of	of	of
38	38	38
,	,	,
she	she	she

>	>	>
