from	from	from
:	:	:
staal@idt.unit.no	staal@idt.unit.no	staal@idt.unit.no
(	(	(
staal	staal	staal
amund	amund	amund
vinterbo	vinterbo	vinterbo
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
countersteering_faq	countersteering_faq	countersteering_faq
please	pleas	please
post	post	post

reply	repli	reply
-	-	-
to	to	to
:	:	:
staal@idt.unit.no	staal@idt.unit.no	staal@idt.unit.no
(	(	(
staal	staal	staal
amund	amund	amund
vinterbo	vinterbo	vinterbo
)	)	)

organization	organ	organization
:	:	:
norwegian	norwegian	norwegian
institute	institut	institute
of	of	of
technology	technolog	technology

lines	line	line
:	:	:
33	33	33

in	in	in
article	articl	article
<	<	<
mjs.734954875@zen.sys.uea.ac.uk	mjs.734954875@zen.sys.uea.ac.uk	mjs.734954875@zen.sys.uea.ac.uk
>	>	>
,	,	,
mjs@sys.uea.ac.uk	mjs@sys.uea.ac.uk	mjs@sys.uea.ac.uk
(	(	(
mike	mike	mike
sixsmith	sixsmith	sixsmith
)	)	)
writes	write	writes
:	:	:

|	|	|
>	>	>

|	|	|
>	>	>
formal	formal	formal
training	train	training
is	is	is
in	in	in
my	my	my
view	view	view
absolutely	absolut	absolutely
essential	essenti	essential
if	if	if
you	you	you
'	'	'
re	re	re
going	go	going
to	to	to

|	|	|
>	>	>
be	be	be
able	abl	able
to	to	to
ride	ride	ride
a	a	a
bike	bike	bike
properly	proper	properly
and	and	and
safely	safe	safely
.	.	.

but	but	but
by	by	by
including	includ	including
countersteering	counterst	countersteering

|	|	|
>	>	>
theory	theori	theory
in	in	in
newbie	newbi	newbie
courses	cours	course
we	we	we
are	are	are
confusing	confus	confusing
people	peopl	people
unnecessarily	unnecessarili	unnecessarily
,	,	,
right	right	right
at	at	at

|	|	|
>	>	>
the	the	the
time	time	time
when	when	when
there	there	there
are	are	are
*	*	*
far	far	far
*	*	*
more	more	more
important	import	important
matters	matter	matter
for	for	for
them	them	them
to	to	to
learn	learn	learn
.	.	.

|	|	|
>	>	>
and	and	and
that	that	that
was	was	wa
my	my	my
original	origin	original
point	point	point
.	.	.

|	|	|
