from	from	from
:	:	:
car377@cbnewsj.cb.att.com	car377@cbnewsj.cb.att.com	car377@cbnewsj.cb.att.com
(	(	(
charles	charl	charles
.	.	.
a	a	a
.	.	.
rogers	roger	rogers
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
chain	chain	chain
lube	lube	lube
(	(	(
was	was	wa
:	:	:
re	re	re
:	:	:
rm	rm	rm
consensus	consensus	consensus
on	on	on
chain	chain	chain
cleaning	clean	cleaning
.	.	.
)	)	)

summary	summari	summary
:	:	:
application	applic	application
details	detail	detail

article	articl	article
-	-	-
i	i	i
.	.	.
d	d	d
.	.	.
:	:	:
cbnewsj	cbnewsj	cbnewsj
.	.	.
1993apr5	1993apr5	1993apr5
.	.	.
223054	223054	223054
.	.	.
27874	27874	27874

organization	organ	organization
:	:	:
at	at	at
&	&	&
t	t	t

lines	line	line
:	:	:
17	17	17

in	in	in
article	articl	article
<	<	<
1993apr3.044405.16947@elektro.cmhnet.org	1993apr3.044405.16947@elektro.cmhnet.org	1993apr3.044405.16947@elektro.cmhnet.org
>	>	>
,	,	,
charlie@elektro.cmhnet.org	charlie@elektro.cmhnet.org	charlie@elektro.cmhnet.org
(	(	(
charlie	charli	charlie
smith	smith	smith
)	)	)
writes	write	writes
:	:	:

>	>	>
in	in	in
article	articl	article
<	<	<
1993mar24.011823.7887@linus.mitre.org	1993mar24.011823.7887@linus.mitre.org	1993mar24.011823.7887@linus.mitre.org
>	>	>
cookson@mbunix.mitre.org	cookson@mbunix.mitre.org	cookson@mbunix.mitre.org
(	(	(
cookson	cookson	cookson
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
anyone	anyon	anyone
try	tri	try
the	the	the
spray	spray	spray
on	on	on
chain	chain	chain
wax	wax	wax
that	that	that
was	was	wa
reviewed	review	reviewed
in	in	in
one	one	one
of	of	of
the	the	the
moto	moto	moto

>	>	>
>	>	>
rags	rag	rag
last	last	last
month	month	month
?	?	?

>	>	>

>	>	>

>	>	>
yeah	yeah	yeah
.	.	.

i	i	i
sprayed	spray	sprayed
it	it	it
all	all	all
over	over	over
my	my	my
rear	rear	rear
drive	drive	drive
shaft	shaft	shaft
housing	hous	housing
,	,	,
and	and	and
it	it	it
didn	didn	didn
'	'	'
t	t	t

>	>	>
seem	seem	seem
to	to	to
make	make	make
it	it	it
any	ani	any
quieter	quieter	quieter
at	at	at
all	all	all
<	<	<
!	!	!
!	!	!
>	>	>

didn	didn	didn
'	'	'
t	t	t
you	you	you
read	read	read
the	the	the
instructions	instruct	instruction
first	first	first
?	?	?
?	?	?

you	you	you
'	'	'
re	re	re
supposed	suppos	supposed
to	to	to
spray	spray	spray
it	it	it
in	in	in
your	your	your
ears	ear	ear
so	so	so
you	you	you
won	won	won
'	'	'
t	t	t
be	be	be
distracted	distract	distracted
by	by	by
the	the	the
chain	chain	chain
-	-	-
noise	nois	noise
of	of	of
the	the	the
*	*	*
other	other	other
*	*	*
bikes	bike	bike
around	around	around
you	you	you
.	.	.

that	that	that
'	'	'
s	s	s
why	whi	why
it	it	it
'	'	'
s	s	s
called	call	called
"	"	"
chain	chain	chain
*	*	*
wax	wax	wax
*	*	*
"	"	"
.	.	.

chuck	chuck	chuck
rogers	roger	rogers
car377@torreys.att.com	car377@torreys.att.com	car377@torreys.att.com
car377@cbnewsj.att.com	car377@cbnewsj.att.com	car377@cbnewsj.att.com
