from	from	from
:	:	:
car377@cbnewsj.cb.att.com	car377@cbnewsj.cb.att.com	car377@cbnewsj.cb.att.com
(	(	(
charles	charl	charles
.	.	.
a	a	a
.	.	.
rogers	roger	rogers
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
dogs	dog	dog

organization	organ	organization
:	:	:
at	at	at
&	&	&
t	t	t

summary	summari	summary
:	:	:
abnormal	abnorm	abnormal
canine	canin	canine
psychology	psycholog	psychology

lines	line	line
:	:	:
21	21	21

in	in	in
article	articl	article
<	<	<
ms-c.735160298.1147902781.mrc@ikkoku-kan.panda.com	ms-c.735160298.1147902781.mrc@ikkoku-kan.panda.com	ms-c.735160298.1147902781.mrc@ikkoku-kan.panda.com
>	>	>
,	,	,
mrc@ikkoku-kan.panda.com	mrc@ikkoku-kan.panda.com	mrc@ikkoku-kan.panda.com
(	(	(
mark	mark	mark
crispin	crispin	crispin
)	)	)
writes	write	writes
:	:	:

>	>	>

>	>	>
with	with	with
a	a	a
hostile	hostil	hostile
dog	dog	dog
,	,	,
or	or	or
one	one	one
which	which	which
you	you	you
repeatedly	repeat	repeatedly
encounter	encount	encounter
,	,	,
stronger	stronger	stronger
measures	measur	measure

>	>	>
may	may	may
be	be	be
necessary	necessari	necessary
.	.	.

this	this	this
is	is	is
the	the	the
face	face	face
off	off	off
.	.	.

first	first	first
-	-	-
-	-	-
and	and	and
there	there	there
is	is	is
very	veri	very
important	import	important

>	>	>
-	-	-
-	-	-
make	make	make
sure	sure	sure
you	you	you
never	never	never
face	face	face
off	off	off
a	a	a
dog	dog	dog
on	on	on
his	his	his
territory	territori	territory
.	.	.

face	face	face
him	him	him
off	off	off
on	on	on
the	the	the

>	>	>
road	road	road
,	,	,
not	not	not
on	on	on
his	his	his
driveway	driveway	driveway
.	.	.

if	if	if
necessary	necessari	necessary
,	,	,
have	have	have
a	a	a
large	larg	large
stick	stick	stick
,	,	,
rolled	roll	rolled
up	up	up

>	>	>
newspaper	newspap	newspaper
,	,	,
etc	etc	etc
.	.	.

(	(	(
something	someth	something
the	the	the
beast	beast	beast
will	will	will
understand	understand	understand
is	is	is
something	someth	something
that	that	that
will	will	will

>	>	>
hurt	hurt	hurt
him	him	him
)	)	)
.	.	.

stand	stand	stand
your	your	your
ground	ground	ground
,	,	,
then	then	then
slowly	slowli	slowly
advance	advanc	advance
.	.	.

your	your	your
mental	mental	mental
attitude	attitud	attitude
is	is	is

>	>	>
that	that	that
you	you	you
are	are	are
very	veri	very
angry	angri	angry
and	and	and
are	are	are
going	go	going
to	to	to
dispense	dispens	dispense
terrible	terribl	terrible
punishment	punish	punishment
.	.	.

the	the	the

>	>	>
larger	larger	larger
the	the	the
dog	dog	dog
,	,	,
the	the	the
greater	greater	greater
your	your	your
anger	anger	anger
.	.	.

this	this	this
tactic	tactic	tactic
depends	depend	depends
for	for	for
its	it	it
effectiveness	effect	effectiveness
on	on	on
the	the	the
dog	dog	dog
'	'	'
s	s	s
conformance	conform	conformance
to	to	to
a	a	a
"	"	"
psychological	psycholog	psychological
norm	norm	norm
"	"	"
that	that	that
may	may	may
not	not	not
actually	actual	actually
apply	appli	apply
to	to	to
a	a	a
particular	particular	particular
dog	dog	dog
.	.	.

i	i	i
'	'	'
ve	ve	ve
tried	tri	tried
it	it	it
with	with	with
some	some	some
success	success	success
before	befor	before
,	,	,
but	but	but
it	it	it
won	won	won
'	'	'
t	t	t
work	work	work
on	on	on
a	a	a
charlie	charli	charlie
manson	manson	manson
dog	dog	dog
or	or	or
one	one	one
that	that	that
'	'	'
s	s	s
really	realli	really
,	,	,
*	*	*
really	realli	really
*	*	*
stupid	stupid	stupid
.	.	.

a	a	a
large	larg	large
irish	irish	irish
setter	setter	setter
taught	taught	taught
me	me	me
this	this	this
in	in	in
*	*	*
my	my	my
*	*	*
yard	yard	yard
(	(	(
apparently	appar	apparently
his	his	his
territory	territori	territory
)	)	)
one	one	one
day	day	day
.	.	.

i	i	i
'	'	'
m	m	m
sure	sure	sure
he	he	he
was	was	wa
playing	play	playing
a	a	a
game	game	game
with	with	with
me	me	me
.	.	.

the	the	the
game	game	game
was	was	wa
probably	probabl	probably
"	"	"
kill	kill	kill
the	the	the
very	veri	very
angry	angri	angry
neighbor	neighbor	neighbor
"	"	"
before	befor	before
he	he	he
can	can	can
dispense	dispens	dispense
the	the	the
terrible	terribl	terrible
punishment	punish	punishment
.	.	.

chuck	chuck	chuck
rogers	roger	rogers
car377@torreys.att.com	car377@torreys.att.com	car377@torreys.att.com
