from	from	from
:	:	:
brian.vaughan@um.cc.umich.edu	brian.vaughan@um.cc.umich.edu	brian.vaughan@um.cc.umich.edu
(	(	(
brian	brian	brian
vaughan	vaughan	vaughan
)	)	)

subject	subject	subject
:	:	:
for	for	for
sale	sale	sale
1988	1988	1988
kawasaki	kawasaki	kawasaki
ex	ex	ex
-	-	-
500	500	500
(	(	(
michigan	michigan	michigan
)	)	)

article	articl	article
-	-	-
i	i	i
.	.	.
d	d	d
.	.	.
:	:	:
um	um	um
.	.	.
brian	brian	brian
.	.	.
vaughan	vaughan	vaughan
.	.	.
1	1	1
.	.	.
734105018	734105018	734105018

distribution	distribut	distribution
:	:	:
world	world	world

organization	organ	organization
:	:	:
university	univers	university
of	of	of
michigan	michigan	michigan

lines	line	line
:	:	:
10	10	10

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
dss1	dss1	dss1
.	.	.
uis	ui	uis
.	.	.
itd	itd	itd
.	.	.
umich	umich	umich
.	.	.
edu	edu	edu

for	for	for
sale	sale	sale
1988	1988	1988
kawasaki	kawasaki	kawasaki
ex	ex	ex
-	-	-
500	500	500
with	with	with
6682	6682	6682
miles	mile	mile
.	.	.

excellent	excel	excellent
condition	condit	condition
.	.	.

kept	kept	kept
in	in	in
a	a	a
garage	garag	garage
.	.	.

asking	ask	asking
$	$	$
2200	2200	2200
.	.	.

-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-

he	he	he
who	who	who
joyfully	joy	joyfully
marches	march	march
to	to	to
music	music	music
in	in	in
rank	rank	rank
and	and	and
file	file	file
has	has	ha
already	alreadi	already

earned	earn	earned
my	my	my
contempt	contempt	contempt
.	.	.

he	he	he
has	has	ha
been	been	been
given	given	given
a	a	a
large	larg	large
brain	brain	brain
by	by	by

mistake	mistak	mistake
,	,	,
since	sinc	since
for	for	for
him	him	him
the	the	the
spinal	spinal	spinal
cord	cord	cord
would	would	would
fully	fulli	fully
suffice	suffic	suffice
.	.	.

-	-	-
-	-	-
albert	albert	albert
einstein	einstein	einstein
-	-	-
-	-	-

-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-

brian	brian	brian
vaughan	vaughan	vaughan
brian_vaughan@um.cc.umich.edu	brian_vaughan@um.cc.umich.edu	brian_vaughan@um.cc.umich.edu
