from	from	from
:	:	:
jrwaters@eos.ncsu.edu	jrwaters@eos.ncsu.edu	jrwaters@eos.ncsu.edu
(	(	(
jack	jack	jack
rogers	roger	rogers
waters	water	water
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
your	your	your
opinion	opinion	opinion
and	and	and
what	what	what
it	it	it
means	mean	mean
to	to	to
me	me	me
.	.	.

organization	organ	organization
:	:	:
north	north	north
carolina	carolina	carolina
state	state	state
university	univers	university
,	,	,
project	project	project
eos	eo	eos

lines	line	line
:	:	:
74	74	74

in	in	in
article	articl	article
<	<	<
1993apr20.204831.19788@rtsg.mot.com	1993apr20.204831.19788@rtsg.mot.com	1993apr20.204831.19788@rtsg.mot.com
>	>	>
svoboda@rtsg.mot.com	svoboda@rtsg.mot.com	svoboda@rtsg.mot.com
(	(	(
david	david	david
svoboda	svoboda	svoboda
)	)	)
writes	write	writes
:	:	:

>	>	>
in	in	in
article	articl	article
<	<	<
13516@news.duke.edu	13516@news.duke.edu	13516@news.duke.edu
>	>	>
infante@acpub.duke.edu	infante@acpub.duke.edu	infante@acpub.duke.edu
(	(	(
andrew	andrew	andrew
infante	infant	infante
)	)	)
writes	write	writes
:	:	:

>	>	>
|	|	|
well	well	well
,	,	,
as	as	a
a	a	a
few	few	few
of	of	of
you	you	you
so	so	so
aptly	apt	aptly
put	put	put
it	it	it
,	,	,

>	>	>
|	|	|
get	get	get
off	off	off
the	the	the
road	road	road
,	,	,
jerk	jerk	jerk
,	,	,
we	we	we
don	don	don
'	'	'
t	t	t
wanna	wanna	wanna
hear	hear	hear
your	your	your

>	>	>
|	|	|
whining	whine	whining
.	.	.

>	>	>
|	|	|

>	>	>
|	|	|
fine	fine	fine
.	.	.

>	>	>
|	|	|

>	>	>
|	|	|
fuck	fuck	fuck
off	off	off
too	too	too
.	.	.

>	>	>
|	|	|

>	>	>
|	|	|
if	if	if
you	you	you
noticed	notic	noticed
,	,	,
it	it	it
was	was	wa
in	in	in
91	91	91
,	,	,
more	more	more
than	than	than
two	two	two
years	year	year
ago	ago	ago
,	,	,
>	>	>
|	|	|
and	and	and
yes	yes	yes
,	,	,
i	i	i
'	'	'
ve	ve	ve
learned	learn	learned
,	,	,
and	and	and
it	it	it
'	'	'
s	s	s
cost	cost	cost
me	me	me
.	.	.

>	>	>
|	|	|

>	>	>
|	|	|
and	and	and
yes	yes	yes
,	,	,
i	i	i
'	'	'
ve	ve	ve
known	known	known
people	peopl	people
(	(	(
friends	friend	friend
and	and	and
relatives	relat	relative
)	)	)
who	who	who
'	'	'
ve	ve	ve

>	>	>
|	|	|
been	been	been
involved	involv	involved
in	in	in
drunk	drunk	drunk
-	-	-
related	relat	related
accidents	accid	accident
(	(	(
not	not	not
them	them	them
,	,	,
they	they	they
were	were	were
hit	hit	hit
)	)	)

>	>	>
|	|	|
and	and	and
my	my	my
cousin	cousin	cousin
is	is	is
still	still	still
recovering	recov	recovering
.	.	.

>	>	>
|	|	|

>	>	>
|	|	|
no	no	no
,	,	,
i	i	i
can	can	can
'	'	'
t	t	t
take	take	take
back	back	back
what	what	what
happened	happen	happened
.	.	.

>	>	>
|	|	|

>	>	>
|	|	|
yes	yes	yes
,	,	,
it	it	it
was	was	wa
stupid	stupid	stupid
.	.	.

>	>	>
