from	from	from
:	:	:
leavitt@cs.umd.edu	leavitt@cs.umd.edu	leavitt@cs.umd.edu
(	(	(
mr. bill	mr. bill	mr. bill
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
countersteering_faq	countersteering_faq	countersteering_faq
please	pleas	please
post	post	post

organization	organ	organization
:	:	:
the	the	the
cafe	cafe	cafe
at	at	at
the	the	the
edge	edg	edge
of	of	of
the	the	the
universe	univers	universe

lines	line	line
:	:	:
39	39	39

mjs@sys.uea.ac.uk	mjs@sys.uea.ac.uk	mjs@sys.uea.ac.uk
(	(	(
mike	mike	mike
sixsmith	sixsmith	sixsmith
)	)	)
writes	write	writes
:	:	:
mjs	mjs	mjs
>	>	>
no	no	no
no	no	no
no	no	no
no	no	no
!	!	!
!	!	!

all	all	all
i	i	i
am	am	am
saying	say	saying
is	is	is
that	that	that
you	you	you
don	don	don
'	'	'
t	t	t
even	even	even
need	need	need
to	to	to
tell	tell	tell
people	peopl	people
mjs	mjs	mjs
>	>	>
the	the	the
technique	techniqu	technique
of	of	of
countersteering	counterst	countersteering
,	,	,
cos	cos	co
they	they	they
will	will	will
do	do	do
it	it	it
intuitively	intuit	intuitively
the	the	the
first	first	first
mjs	mjs	mjs
>	>	>
time	time	time
they	they	they
try	tri	try
to	to	to
go	go	go
round	round	round
a	a	a
corner	corner	corner
.	.	.

karr@cs.cornell.edu	karr@cs.cornell.edu	karr@cs.cornell.edu
(	(	(
david	david	david
karr	karr	karr
)	)	)
writes	write	writes
:	:	:
karr	karr	karr
>	>	>
are	are	are
you	you	you
sure	sure	sure
?	?	?

remember	rememb	remember
that	that	that
you	you	you
*	*	*
can	can	can
*	*	*
get	get	get
around	around	around
corners	corner	corner
without	without	without
karr	karr	karr
>	>	>
countersteering	counterst	countersteering
.	.	.

in	in	in
fact	fact	fact
,	,	,
my	my	my
experienced	experienc	experienced
rider	rider	rider
course	cours	course
instructors	instructor	instructor
karr	karr	karr
>	>	>
claimed	claim	claimed
that	that	that
they	they	they
could	could	could
get	get	get
on	on	on
behind	behind	behind
a	a	a
new	new	new
rider	rider	rider
and	and	and
make	make	make
the	the	the
bike	bike	bike
karr	karr	karr
>	>	>
turn	turn	turn
to	to	to
whichever	whichev	whichever
side	side	side
they	they	they
wanted	want	wanted
just	just	just
by	by	by
shifting	shift	shifting
their	their	their
weight	weight	weight
karr	karr	karr
>	>	>
around	around	around
,	,	,
even	even	even
when	when	when
the	the	the
operator	oper	operator
was	was	wa
trying	tri	trying
to	to	to
turn	turn	turn
in	in	in
the	the	the
opposite	opposit	opposite
karr	karr	karr
>	>	>
direction	direct	direction
.	.	.

(	(	(
i	i	i
admit	admit	admit
i	i	i
'	'	'
ve	ve	ve
never	never	never
actually	actual	actually
seen	seen	seen
this	this	this
.	.	.
)	)	)

i	i	i
'	'	'
ve	ve	ve
experienced	experienc	experienced
this	this	this
,	,	,
back	back	back
when	when	when
i	i	i
was	was	wa
young	young	young
(	(	(
er	er	er
)	)	)
and	and	and
(	(	(
more	more	more
)	)	)
foolish	foolish	foolish
.	.	.
.	.	.
.	.	.

my	my	my
first	first	first
bike	bike	bike
used	use	used
to	to	to
track	track	track
extremely	extrem	extremely
true	true	true
.	.	.

going	go	going
down	down	down
the	the	the
highway	highway	highway
,	,	,
i	i	i
would	would	would
set	set	set
the	the	the
throttle	throttl	throttle
tension	tension	tension
screw	screw	screw
up	up	up
enough	enough	enough
to	to	to
hold	hold	hold
the	the	the
gas	gas	gas
steady	steadi	steady
,	,	,
slide	slide	slide
back	back	back
on	on	on
the	the	the
seat	seat	seat
and	and	and
lean	lean	lean
against	against	against
the	the	the
backrest	backrest	backrest
,	,	,
riding	ride	riding
without	without	without
any	ani	any
hands	hand	hand
.	.	.

if	if	if
i	i	i
needed	need	needed
to	to	to
turn	turn	turn
,	,	,
i	i	i
'	'	'
d	d	d
shift	shift	shift
my	my	my
weight	weight	weight
into	into	into
the	the	the
turn	turn	turn
,	,	,
and	and	and
lo	lo	lo
and	and	and
behold	behold	behold
,	,	,
the	the	the
bike	bike	bike
would	would	would
turn	turn	turn
,	,	,
sans	san	sans
touching	touch	touching
the	the	the
bars	bar	bar
!	!	!

granted	grant	granted
,	,	,
it	it	it
wouldn	wouldn	wouldn
'	'	'
t	t	t
turn	turn	turn
very	veri	very
fast	fast	fast
,	,	,
but	but	but
it	it	it
proves	prove	prof
that	that	that
you	you	you
can	can	can
turn	turn	turn
a	a	a
bike	bike	bike
without	without	without
countersteering	counterst	countersteering
,	,	,
at	at	at
least	least	least
not	not	not
in	in	in
terms	term	term
of	of	of
the	the	the
input	input	input
to	to	to
the	the	the
bar	bar	bar
normally	normal	normally
associated	associ	associated
with	with	with
countersteering	counterst	countersteering
.	.	.

as	as	a
i	i	i
'	'	'
ve	ve	ve
said	said	said
,	,	,
i	i	i
know	know	know
many	mani	many
people	peopl	people
who	who	who
think	think	think
all	all	all
you	you	you
do	do	do
is	is	is
lean	lean	lean
,	,	,
and	and	and
any	ani	any
input	input	input
they	they	they
'	'	'
re	re	re
giving	give	giving
to	to	to
the	the	the
bar	bar	bar
is	is	is
totally	total	totally
unconscious	unconsci	unconscious
.	.	.

whereas	wherea	whereas
that	that	that
may	may	may
be	be	be
sufficient	suffici	sufficient
to	to	to
get	get	get
you	you	you
down	down	down
the	the	the
road	road	road
under	under	under
normal	normal	normal
circumstances	circumst	circumstance
,	,	,
possibly	possibl	possibly
for	for	for
years	year	year
at	at	at
a	a	a
stretch	stretch	stretch
,	,	,
i	i	i
can	can	can
'	'	'
t	t	t
think	think	think
of	of	of
anybody	anybodi	anybody
who	who	who
'	'	'
d	d	d
argue	argu	argue
that	that	that
this	this	this
is	is	is
preferable	prefer	preferable
to	to	to
properly	proper	properly
knowing	know	knowing
how	how	how
to	to	to
manipulate	manipul	manipulate
the	the	the
bar	bar	bar
in	in	in
a	a	a
turn	turn	turn
,	,	,
regardless	regardless	regardless
of	of	of
what	what	what
you	you	you
want	want	want
to	to	to
call	call	call
it	it	it
.	.	.

except	except	except
maybe	mayb	maybe
for	for	for
mr. sixsmith	mr. sixsmith	mr. sixsmith
.	.	.
.	.	.
.	.	.

;	;	;
^	^	^
)	)	)

mr. bill	mr. bill	mr. bill

-	-	-
-	-	-

+	+	+
bill	bill	bill
leavitt	leavitt	leavitt
,	,	,
#	#	#
224	224	224
+	+	+
'	'	'
82	82	82
cbx	cbx	cbx
"	"	"
white	white	white
lightning	lightn	lightning
"	"	"
,	,	,
'	'	'
82	82	82
gs850g	gs850g	gs850g
"	"	"
suzibago	suzibago	suzibago
"	"	"
+	+	+

+	+	+
leavitt@cs.umd.edu	leavitt@cs.umd.edu	leavitt@cs.umd.edu
+	+	+
'	'	'
76	76	76
cj360	cj360	cj360
"	"	"
little	littl	little
honda	honda	honda
"	"	"
,	,	,
'	'	'
68	68	68
lone	lone	lone
star	star	star
"	"	"
sick	sick	sick
leave	leav	leave
"	"	"
+	+	+

+	+	+
dod	dod	dod
ama	ama	ama
icoa	icoa	icoa
nia	nia	nia
+	+	+
'	'	'
69	69	69
impala	impala	impala
convertible	convert	convertible
"	"	"
the	the	the
incredible	incred	incredible
hulk	hulk	hulk
"	"	"
,	,	,
others	other	others
+	+	+

+	+	+
"	"	"
hmmm	hmmm	hmmm
,	,	,
i	i	i
thought	thought	thought
bore	bore	bore
and	and	and
stroke	stroke	stroke
*	*	*
was	was	wa
*	*	*
the	the	the
technique	techniqu	technique
!	!	!
"	"	"
michael	michael	michael
bain	bain	bain
,	,	,
#	#	#
757	757	757
+	+	+
