from	from	from
:	:	:
mjs@sys.uea.ac.uk	mjs@sys.uea.ac.uk	mjs@sys.uea.ac.uk
(	(	(
mike	mike	mike
sixsmith	sixsmith	sixsmith
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
countersteering_faq	countersteering_faq	countersteering_faq
please	pleas	please
post	post	post

organization	organ	organization
:	:	:
university	univers	university
of	of	of
east	east	east
anglia	anglia	anglia

lines	line	line
:	:	:
78	78	78

egreen@east.sun.com	egreen@east.sun.com	egreen@east.sun.com
(	(	(
ed	ed	ed
green	green	green
-	-	-
pixel	pixel	pixel
cruncher	cruncher	cruncher
)	)	)
writes	write	writes
:	:	:

>	>	>
in	in	in
article	articl	article
735207403	735207403	735207403
@	@	@
zen	zen	zen
.	.	.
sys	sys	sys
.	.	.
uea	uea	uea
.	.	.
ac	ac	ac
.	.	.
uk	uk	uk
,	,	,
mjs@sys.uea.ac.uk	mjs@sys.uea.ac.uk	mjs@sys.uea.ac.uk
(	(	(
mike	mike	mike
sixsmith	sixsmith	sixsmith
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
egreen@east.sun.com	egreen@east.sun.com	egreen@east.sun.com
(	(	(
ed	ed	ed
green	green	green
-	-	-
pixel	pixel	pixel
cruncher	cruncher	cruncher
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>

>	>	>
1	1	1
.	.	.

all	all	all
of	of	of
us	us	u
that	that	that
argue	argu	argue
about	about	about
gyroscopes	gyroscop	gyroscope
,	,	,
etc	etc	etc
.	.	.
,	,	,
throughly	through	throughly
understand	understand	understand

>	>	>
the	the	the
technique	techniqu	technique
of	of	of
countersteering	counterst	countersteering
.	.	.

including	includ	including
all	all	all
the	the	the
ones	one	one
who	who	who
think	think	think
that	that	that
they	they	they
countersteer	counterst	countersteer
all	all	all
the	the	the
way	way	way
through	through	through
a	a	a
corner	corner	corner
?	?	?
?	?	?

>	>	>
the	the	the
underlying	under	underlying
physics	physic	physic
are	are	are
a	a	a

>	>	>
different	differ	different
matter	matter	matter
,	,	,
and	and	and
need	need	need
not	not	not
be	be	be
taught	taught	taught
to	to	to
