from	from	from
:	:	:
cam@castle.ed.ac.uk	cam@castle.ed.ac.uk	cam@castle.ed.ac.uk
(	(	(
chris	chris	chris
malcolm	malcolm	malcolm
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
countersteering_faq	countersteering_faq	countersteering_faq
please	pleas	please
post	post	post

organization	organ	organization
:	:	:
edinburgh	edinburgh	edinburgh
university	univers	university

lines	line	line
:	:	:
36	36	36

in	in	in
article	articl	article
<	<	<
1993apr16.175534.13478@rd.hydro.on.ca	1993apr16.175534.13478@rd.hydro.on.ca	1993apr16.175534.13478@rd.hydro.on.ca
>	>	>
jlevine@rd.hydro.on.ca	jlevine@rd.hydro.on.ca	jlevine@rd.hydro.on.ca
(	(	(
jody	jodi	jody
levine	levin	levine
)	)	)
writes	write	writes
:	:	:

>	>	>
we	we	we
all	all	all
seem	seem	seem
to	to	to
be	be	be
in	in	in
agreement	agreement	agreement
that	that	that
there	there	there
are	are	are
two	two	two
explanations	explan	explanation
for	for	for
why	whi	why

>	>	>
one	one	one
can	can	can
use	use	use
the	the	the
handlebars	handlebar	handlebar
to	to	to
lean	lean	lean
a	a	a
moving	move	moving
motorcycle	motorcycl	motorcycle
.	.	.

the	the	the
question	question	question
is	is	is
,	,	,
>	>	>
is	is	is
one	one	one
of	of	of
the	the	the
effect	effect	effect
dominant	domin	dominant
,	,	,
and	and	and
which	which	which
one	one	one
is	is	is
it	it	it
?	?	?

the	the	the
idea	idea	idea
would	would	would
be	be	be
to	to	to

>	>	>
design	design	design
an	an	an
experiment	experi	experiment
which	which	which
would	would	would
seaprate	seaprat	seaprate
the	the	the
two	two	two
characteristics	characterist	characteristic
,	,	,
and	and	and

>	>	>
see	see	see
which	which	which
effect	effect	effect
produces	produc	produce
a	a	a
similar	similar	similar
result	result	result
to	to	to
the	the	the
one	one	one
with	with	with
which	which	which
those	those	those
of	of	of

>	>	>
us	us	u
who	who	who
have	have	have
bikes	bike	bike
are	are	are
familiar	familiar	familiar
.	.	.

as	as	a
you	you	you
point	point	point
out	out	out
,	,	,
the	the	the
experiments	experi	experiment
would	would	would
be	be	be
difficult	difficult	difficult
.	.	.

but	but	but
we	we	we
know	know	know
enough	enough	enough
about	about	about
the	the	the
physics	physic	physic
of	of	of
the	the	the
situation	situat	situation
to	to	to
do	do	do
some	some	some
calculations	calcul	calculation
.	.	.

there	there	there
are	are	are
in	in	in
fact	fact	fact
three	three	three
effects	effect	effect
contributing	contribut	contributing
to	to	to
leaning	lean	leaning
the	the	the
bike	bike	bike
over	over	over
to	to	to
begin	begin	begin
a	a	a
turn	turn	turn
.	.	.

1	1	1
.	.	.

gyro	gyro	gyro
effect	effect	effect
causing	caus	causing
a	a	a
torque	torqu	torque
which	which	which
twists	twist	twist
the	the	the
bike	bike	bike
over	over	over
.	.	.

2	2	2
.	.	.

contact	contact	contact
patch	patch	patch
having	have	having
shifted	shift	shifted
to	to	to
one	one	one
side	side	side
,	,	,
causing	caus	causing
bike	bike	bike
to	to	to
fall	fall	fall
over	over	over
.	.	.

3	3	3
.	.	.

contact	contact	contact
patch	patch	patch
being	be	being
accelerated	acceler	accelerated
to	to	to
the	the	the
side	side	side
,	,	,
causing	caus	causing
a	a	a

torque	torqu	torque
which	which	which
twists	twist	twist
the	the	the
bike	bike	bike
over	over	over
.	.	.

take	take	take
an	an	an
average	averag	average
bike	bike	bike
/	/	/
rider	rider	rider
,	,	,
average	averag	average
bike	bike	bike
wheel	wheel	wheel
,	,	,
and	and	and
at	at	at
speeds	speed	speed
of	of	of
5	5	5
,	,	,
15	15	15
,	,	,
and	and	and
50	50	50
mph	mph	mph
(	(	(
say	say	say
)	)	)
calculate	calcul	calculate
how	how	how
much	much	much
twist	twist	twist
of	of	of
the	the	the
bars	bar	bar
would	would	would
be	be	be
needed	need	needed
to	to	to
produce	produc	produce
(	(	(
say	say	say
)	)	)
20	20	20
degrees	degre	degree
of	of	of
lean	lean	lean
in	in	in
(	(	(
say	say	say
)	)	)
2	2	2
seconds	second	second
by	by	by
each	each	each
effect	effect	effect
alone	alon	alone
.	.	.

my	my	my
guess	guess	guess
is	is	is
that	that	that
at	at	at
slow	slow	slow
speeds	speed	speed
2	2	2
is	is	is
dominant	domin	dominant
,	,	,
and	and	and
at	at	at
high	high	high
speeds	speed	speed
3	3	3
is	is	is
dominant	domin	dominant
,	,	,
and	and	and
at	at	at
all	all	all
speeds	speed	speed
1	1	1
contributes	contribut	contributes
not	not	not
far	far	far
off	off	off
bugger	bugger	bugger
all	all	all
,	,	,
relatively	relat	relatively
speaking	speak	speaking
.	.	.

by	by	by
the	the	the
way	way	way
,	,	,
a	a	a
similar	similar	similar
problem	problem	problem
is	is	is
this	this	this
:	:	:
how	how	how
does	doe	doe
a	a	a
runner	runner	runner
who	who	who
wants	want	want
to	to	to
run	run	run
round	round	round
a	a	a
corner	corner	corner
get	get	get
leaned	lean	leaned
into	into	into
the	the	the
corner	corner	corner
fast	fast	fast
?	?	?

is	is	is
there	there	there
a	a	a
running	run	running
group	group	group
where	where	where
we	we	we
could	could	could
start	start	start
"	"	"
counter	counter	counter
-	-	-
footing	foot	footing
"	"	"
arguments	argument	argument
and	and	and
have	have	have
them	them	them
all	all	all
falling	fall	falling
over	over	over
as	as	a
they	they	they
tried	tri	tried
to	to	to
work	work	work
out	out	out
how	how	how
they	they	they
go	go	go
round	round	round
corners	corner	corner
?	?	?

-	-	-
-	-	-
chris	chris	chris
malcolm	malcolm	malcolm
cam@uk.ac.ed.aifh	cam@uk.ac.ed.aifh	cam@uk.ac.ed.aifh
+44 (0)31 650 3085	+44 (0)31 650 3085	+44 (0)31 650 3085
department	depart	department
of	of	of
artificial	artifici	artificial
intelligence	intellig	intelligence
,	,	,
edinburgh	edinburgh	edinburgh
university	univers	university
5	5	5
forrest	forrest	forrest
hill	hill	hill
,	,	,
edinburgh	edinburgh	edinburgh
,	,	,
eh1	eh1	eh1
2ql	2ql	2ql
,	,	,
uk	uk	uk
dod	dod	dod
#	#	#
205	205	205
