from	from	from
:	:	:
libman@hsc.usc.edu	libman@hsc.usc.edu	libman@hsc.usc.edu
(	(	(
marlena	marlena	marlena
libman	libman	libman
)	)	)

subject	subject	subject
:	:	:
need	need	need
advice	advic	advice
with	with	with
doctor	doctor	doctor
-	-	-
patient	patient	patient
relationship	relationship	relationship
problem	problem	problem

organization	organ	organization
:	:	:
university	univers	university
of	of	of
southern	southern	southern
california	california	california
,	,	,
los	los	los
angeles	angel	angeles
,	,	,
ca	ca	ca

lines	line	line
:	:	:
64	64	64

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
hsc	hsc	hsc
.	.	.
usc	usc	usc
.	.	.
edu	edu	edu

i	i	i
need	need	need
advice	advic	advice
with	with	with
a	a	a
situation	situat	situation
which	which	which
occurred	occur	occurred
between	between	between
me	me	me
and	and	and
a	a	a
physican	physican	physican
which	which	which
upset	upset	upset
me	me	me
.	.	.

i	i	i
saw	saw	saw
this	this	this
doctor	doctor	doctor
for	for	for
a	a	a
problem	problem	problem
with	with	with
recurring	recur	recurring
pain	pain	pain
.	.	.

he	he	he
suggested	suggest	suggested
medication	medic	medication
and	and	and
a	a	a
course	cours	course
of	of	of
treatment	treatment	treatment
,	,	,
and	and	and
told	told	told
me	me	me
that	that	that
i	i	i
need	need	need
to	to	to
call	call	call
him	him	him
7	7	7
days	day	day
after	after	after
i	i	i
begin	begin	begin
the	the	the
medication	medic	medication
so	so	so
that	that	that
he	he	he
may	may	may
monitor	monitor	monitor
its	it	it
effectiveness	effect	effectiveness
,	,	,
as	as	a
well	well	well
as	as	a
my	my	my
general	general	general
health	health	health
.	.	.

i	i	i
did	did	did
exactly	exact	exactly
as	as	a
he	he	he
asked	ask	asked
,	,	,
and	and	and
made	made	made
the	the	the
call	call	call
(	(	(
reaching	reach	reaching
his	his	his
secretary	secretari	secretary
)	)	)
.	.	.

i	i	i
explained	explain	explained
to	to	to
her	her	her
that	that	that
i	i	i
was	was	wa
following	follow	following
up	up	up
at	at	at
the	the	the
doctor	doctor	doctor
'	'	'
s	s	s
request	request	request
,	,	,
and	and	and
that	that	that
i	i	i
was	was	wa
worried	worri	worried
because	becaus	because
the	the	the
pain	pain	pain
episodes	episod	episode
were	were	were
becoming	becom	becoming
more	more	more
frequent	frequent	frequent
and	and	and
the	the	the
medication	medic	medication
did	did	did
not	not	not
seem	seem	seem
effective	effect	effective
.	.	.

the	the	the
doctor	doctor	doctor
called	call	called
me	me	me
back	back	back
,	,	,
and	and	and
his	his	his
first	first	first
words	word	word
were	were	were
,	,	,
"	"	"
whatever	whatev	whatever
you	you	you
want	want	want
,	,	,
you	you	you
'	'	'
d	d	d
better	better	better
make	make	make
it	it	it
quick	quick	quick
.	.	.

i	i	i
'	'	'
m	m	m
very	veri	very
busy	busi	busy
and	and	and
don	don	don
'	'	'
t	t	t
have	have	have
time	time	time
to	to	to
chit	chit	chit
-	-	-
chat	chat	chat
with	with	with
you	you	you
!	!	!
"	"	"
i	i	i
told	told	told
him	him	him
i	i	i
was	was	wa
simply	simpli	simply
following	follow	following
his	his	his
instructions	instruct	instruction
to	to	to
call	call	call
on	on	on
the	the	the
7th	7th	7th
day	day	day
to	to	to
status	status	status
him	him	him
,	,	,
and	and	and
that	that	that
i	i	i
was	was	wa
feeling	feel	feeling
worse	wors	worse
.	.	.

i	i	i
then	then	then
asked	ask	asked
if	if	if
perhaps	perhap	perhaps
there	there	there
was	was	wa
a	a	a
better	better	better
time	time	time
for	for	for
us	us	u
to	to	to
talk	talk	talk
when	when	when
he	he	he
had	had	had
more	more	more
time	time	time
.	.	.

he	he	he
responded	respond	responded
,	,	,
"	"	"
just	just	just
spit	spit	spit
it	it	it
out	out	out
now	now	now
because	becaus	because
no	no	no
time	time	time
is	is	is
a	a	a
good	good	good
time	time	time
.	.	.
"	"	"
(	(	(
said	said	said
in	in	in
a	a	a
raised	rais	raised
voice	voic	voice
.	.	.
)	)	)
i	i	i
started	start	started
to	to	to
feel	feel	feel
upset	upset	upset
and	and	and
tried	tri	tried
to	to	to
explain	explain	explain
quickly	quick	quickly
what	what	what
was	was	wa
going	go	going
on	on	on
with	with	with
my	my	my
condition	condit	condition
but	but	but
my	my	my
nervousness	nervous	nervousness
interfered	interf	interfered
with	with	with
my	my	my
choice	choic	choice
of	of	of
words	word	word
and	and	and
i	i	i
kind	kind	kind
of	of	of
stuttered	stutter	stuttered
and	and	and
then	then	then
said	said	said
"	"	"
well	well	well
,	,	,
never	never	never
mind	mind	mind
"	"	"
and	and	and
he	he	he
said	said	said
he	he	he
'	'	'
ll	ll	ll
talk	talk	talk
to	to	to
various	various	various
colleagues	colleagu	colleague
about	about	about
other	other	other
medications	medic	medication
and	and	and
he	he	he
'	'	'
ll	ll	ll
call	call	call
me	me	me
some	some	some
other	other	other
time	time	time
.	.	.

this	this	this
doctor	doctor	doctor
called	call	called
me	me	me
that	that	that
evening	even	evening
and	and	and
said	said	said
because	becaus	because
i	i	i
didn	didn	didn
'	'	'
t	t	t
express	express	express
myself	myself	myself
well	well	well
,	,	,
he	he	he
was	was	wa
confused	confus	confused
about	about	about
what	what	what
i	i	i
wanted	want	wanted
.	.	.

at	at	at
this	this	this
point	point	point
i	i	i
was	was	wa
pretty	pretti	pretty
upset	upset	upset
and	and	and
i	i	i
told	told	told
him	him	him
(	(	(
in	in	in
an	an	an
amazingly	amaz	amazingly
polite	polit	polite
voice	voic	voice
considering	consid	considering
how	how	how
angry	angri	angry
i	i	i
felt	felt	felt
)	)	)
that	that	that
his	his	his
earlier	earlier	earlier
manner	manner	manner
had	had	had
hurt	hurt	hurt
my	my	my
feelings	feel	feeling
.	.	.

he	he	he
told	told	told
me	me	me
that	that	that
he	he	he
just	just	just
doesn	doesn	doesn
'	'	'
t	t	t
have	have	have
time	time	time
to	to	to
"	"	"
rap	rap	rap
with	with	with
patients	patient	patient
"	"	"
and	and	and
thought	thought	thought
that	that	that
was	was	wa
what	what	what
i	i	i
wanted	want	wanted
.	.	.

i	i	i
told	told	told
him	him	him
that	that	that
to	to	to
assume	assum	assume
i	i	i
was	was	wa
calling	call	calling
to	to	to

"	"	"
rap	rap	rap
"	"	"
was	was	wa
insulting	insult	insulting
,	,	,
and	and	and
said	said	said
again	again	again
that	that	that
i	i	i
was	was	wa
just	just	just
following	follow	following
through	through	through
on	on	on
his	his	his
orders	order	order
.	.	.

he	he	he
responded	respond	responded
that	that	that
he	he	he
resented	resent	resented
the	the	the
implication	implic	implication
that	that	that
he	he	he
felt	felt	felt
i	i	i
was	was	wa
making	make	making
that	that	that
he	he	he
was	was	wa
not	not	not
interested	interest	interested
in	in	in
learning	learn	learning
about	about	about
what	what	what
his	his	his
patients	patient	patient
have	have	have
to	to	to
say	say	say
about	about	about
their	their	their
condition	condit	condition
status	status	status
.	.	.

he	he	he
then	then	then
gave	gave	gave
me	me	me

this	this	this
apology	apolog	apology
:	:	:
"	"	"
i	i	i
am	am	am
sorry	sorri	sorry
that	that	that
there	there	there
was	was	wa
a	a	a
miscommunication	miscommun	miscommunication
and	and	and
you	you	you

mistakenly	mistaken	mistakenly
thought	thought	thought
i	i	i
was	was	wa
insulting	insult	insulting
.	.	.

i	i	i
am	am	am
not	not	not
trying	tri	trying
to	to	to
insult	insult	insult
you	you	you
but	but	but
i	i	i
am	am	am
not	not	not
that	that	that
knowledgeable	knowledg	knowledgeable
about	about	about
pain	pain	pain
,	,	,
and	and	and
i	i	i
don	don	don
'	'	'
t	t	t
have	have	have
a	a	a
lot	lot	lot
of	of	of
time	time	time
to	to	to
deal	deal	deal
with	with	with
that	that	that
.	.	.
"	"	"
he	he	he
then	then	then
told	told	told
me	me	me
to	to	to
call	call	call
him	him	him
the	the	the
next	next	next
day	day	day
for	for	for
further	further	further
instructions	instruct	instruction
on	on	on
how	how	how
do	do	do
deal	deal	deal
with	with	with
my	my	my
pain	pain	pain
and	and	and
medication	medic	medication
.	.	.

i	i	i
am	am	am
still	still	still
upset	upset	upset
and	and	and
have	have	have
not	not	not
yet	yet	yet
called	call	called
.	.	.

my	my	my
questions	question	question
:	:	:
(	(	(
1	1	1
)	)	)
should	should	should
i	i	i
continue	continu	continue
to	to	to
have	have	have
this	this	this
doctor	doctor	doctor
manage	manag	manage
my	my	my
care	care	care
?	?	?

(	(	(
2	2	2
)	)	)
since	sinc	since
i	i	i
am	am	am
in	in	in
pain	pain	pain
off	off	off
and	and	and
on	on	on
,	,	,
i	i	i
realize	realiz	realize
that	that	that
this	this	this
may	may	may
cause	caus	cause
me	me	me
to	to	to
be	be	be
more	more	more
anxietous	anxiet	anxietous
so	so	so
am	am	am
i	i	i
perhaps	perhap	perhaps
over	over	over
-	-	-
reacting	react	reacting
or	or	or
overly	over	overly
sensitive	sensit	sensitive
?	?	?

if	if	if
this	this	this
doctor	doctor	doctor
refers	refer	refers
me	me	me
to	to	to
his	his	his
colleague	colleagu	colleague
who	who	who
knows	know	know
more	more	more
about	about	about
the	the	the
type	type	type
of	of	of
pain	pain	pain
i	i	i
have	have	have
,	,	,
he	he	he
still	still	still
wants	want	want
me	me	me
to	to	to
status	status	status
him	him	him
on	on	on
my	my	my
condition	condit	condition
but	but	but
now	now	now
i	i	i
am	am	am
afraid	afraid	afraid
to	to	to
call	call	call
him	him	him
.	.	.

-	-	-
-	-	-
marlena	marlena	marlena
