from	from	from
:	:	:
spenser@fudd.jsc.nasa.gov	spenser@fudd.jsc.nasa.gov	spenser@fudd.jsc.nasa.gov
(	(	(
s	s	s
.	.	.

spenser	spenser	spenser
aden	aden	aden
)	)	)
subject	subject	subject
:	:	:
re	re	re
:	:	:
diet	diet	diet
for	for	for
crohn	crohn	crohn
'	'	'
s	s	s
(	(	(
ibd	ibd	ibd
)	)	)
organization	organ	organization
:	:	:
flight	flight	flight
data	data	data
and	and	and
evaluation	evalu	evaluation
office	offic	office
distribution	distribut	distribution
:	:	:
usa	usa	usa
lines	line	line
:	:	:
72	72	72

in	in	in
article	articl	article
<	<	<
uabdpo.dpo.uab.edu-220493145727@spam.dom.uab.edu	uabdpo.dpo.uab.edu-220493145727@spam.dom.uab.edu	uabdpo.dpo.uab.edu-220493145727@spam.dom.uab.edu
>	>	>
uabdpo	uabdpo	uabdpo
.	.	.
dpo	dpo	dpo
.	.	.
uab	uab	uab
.	.	.
edu	edu	edu
!	!	!
gila005	gila005	gila005
(	(	(
stephen	stephen	stephen
holland	holland	holland
)	)	)
writes	write	writes
:	:	:

>	>	>
in	in	in
article	articl	article
<	<	<
1r6g8finne88@ceti.cs.unc.edu	1r6g8finne88@ceti.cs.unc.edu	1r6g8finne88@ceti.cs.unc.edu
>	>	>
,	,	,
jge@cs.unc.edu	jge@cs.unc.edu	jge@cs.unc.edu
(	(	(
john	john	john
eyles	eyl	eyles
)	)	)

>	>	>
wrote	wrote	wrote
:	:	:

>	>	>
>	>	>

>	>	>
>	>	>
a	a	a
friend	friend	friend
has	has	ha
what	what	what
is	is	is
apparently	appar	apparently
a	a	a
fairly	fair	fairly
minor	minor	minor
case	case	case
of	of	of
crohn	crohn	crohn
'	'	'
s	s	s

>	>	>
>	>	>
disease	diseas	disease
.	.	.

>	>	>
>	>	>

>	>	>
>	>	>
but	but	but
she	she	she
can	can	can
'	'	'
t	t	t
seem	seem	seem
to	to	to
eat	eat	eat
certain	certain	certain
foods	food	food
,	,	,
such	such	such
as	as	a
fresh	fresh	fresh
vegetables	veget	vegetable
,	,	,
>	>	>
>	>	>
without	without	without
discomfort	discomfort	discomfort
,	,	,
and	and	and
of	of	of
course	cours	course
she	she	she
wants	want	want
to	to	to
avoid	avoid	avoid
a	a	a
recurrence	recurr	recurrence
.	.	.

>	>	>
>	>	>

>	>	>
>	>	>
her	her	her
question	question	question
is	is	is
:	:	:
are	are	are
there	there	there
any	ani	any
nutritionists	nutritionist	nutritionist
who	who	who
specialize	special	specialize
in	in	in
the	the	the

>	>	>
>	>	>
problems	problem	problem
of	of	of
people	peopl	people
with	with	with
crohn	crohn	crohn
'	'	'
s	s	s
disease	diseas	disease
?	?	?

>	>	>

>	>	>
if	if	if
she	she	she
is	is	is
having	have	having
problems	problem	problem
with	with	with
fresh	fresh	fresh
vegetables	veget	vegetable
,	,	,
the	the	the
guess	guess	guess
is	is	is
that	that	that
there	there	there

>	>	>
is	is	is
some	some	some
obstruction	obstruct	obstruction
of	of	of
the	the	the
intestine	intestin	intestine
.	.	.

without	without	without
knowing	know	knowing
more	more	more
it	it	it
is	is	is
not	not	not

>	>	>
possible	possibl	possible
to	to	to
say	say	say
whether	whether	whether
the	the	the
obstruction	obstruct	obstruction
is	is	is
permanent	perman	permanent
due	due	due
to	to	to
scarring	scar	scarring
,	,	,
>	>	>
or	or	or
temporary	temporari	temporary
due	due	due
to	to	to
swelling	swell	swelling
of	of	of
inflammed	inflam	inflammed
intestine	intestin	intestine
.	.	.

in	in	in
general	general	general
,	,	,
there	there	there
are	are	are

