from	from	from
:	:	:
pchurch@swell.actrix.gen.nz	pchurch@swell.actrix.gen.nz	pchurch@swell.actrix.gen.nz
(	(	(
pat	pat	pat
churchill	churchil	churchill
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
eye	eye	eye
dominance	domin	dominance

organization	organ	organization
:	:	:
actrix	actrix	actrix
networks	network	network

lines	line	line
:	:	:
21	21	21

>	>	>
in	in	in
article	articl	article
<	<	<
c5e2g7.877@world.std.com	c5e2g7.877@world.std.com	c5e2g7.877@world.std.com
>	>	>
rsilver@world.std.com	rsilver@world.std.com	rsilver@world.std.com
(	(	(
richard	richard	richard
silver	silver	silver
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>

>	>	>
>	>	>
is	is	is
there	there	there
a	a	a
right	right	right
-	-	-
eye	eye	eye
dominance	domin	dominance
(	(	(
eyedness	eyed	eyedness
?	?	?
)	)	)
as	as	a
there	there	there
is	is	is
an	an	an

>	>	>
>	>	>
overall	overal	overall
right	right	right
-	-	-
handedness	handed	handedness
in	in	in
the	the	the
population	popul	population
?	?	?

i	i	i
mean	mean	mean
do	do	do
most	most	most

>	>	>
>	>	>
people	peopl	people
require	requir	require
less	less	less
lens	len	lens
corrections	correct	correction
for	for	for
the	the	the
one	one	one
eye	eye	eye
than	than	than
the	the	the

>	>	>
>	>	>
other	other	other
?	?	?

if	if	if
so	so	so
,	,	,
what	what	what
kinds	kind	kind
of	of	of
percentages	percentag	percentage
can	can	can
be	be	be
attached	attach	attached
to	to	to
this	this	this
?	?	?

i	i	i
have	have	have
a	a	a
long	long	long
sighted	sight	sighted
eye	eye	eye
and	and	and
a	a	a
short	short	short
sighted	sight	sighted
eye	eye	eye
.	.	.

my	my	my
right	right	right
eye	eye	eye
tends	tend	tends
to	to	to
cut	cut	cut
out	out	out
when	when	when
i	i	i
look	look	look
at	at	at
distant	distant	distant
things	thing	thing
,	,	,
my	my	my
left	left	left
eye	eye	eye
when	when	when
i	i	i
am	am	am
close	close	close
up	up	up
.	.	.

i	i	i
had	had	had
specs	spec	spec
to	to	to
balance	balanc	balance
things	thing	thing
up	up	up
a	a	a
bit	bit	bit
but	but	but
could	could	could
do	do	do
without	without	without
them	them	them
.	.	.

i	i	i
thought	thought	thought
that	that	that
,	,	,
one	one	one
way	way	way
or	or	or
another	anoth	another
,	,	,
i	i	i
would	would	would
always	alway	always
be	be	be
able	abl	able
to	to	to
see	see	see
clearly	clear	clearly
.	.	.

unfortunately	unfortun	unfortunately
middle	middl	middle
age	age	age
is	is	is
rearing	rear	rearing
its	it	it
ugly	ugli	ugly
head	head	head
and	and	and
i	i	i
can	can	can
no	no	no
longer	longer	longer
see	see	see
close	close	close
up	up	up
objects	object	object
clearly	clear	clearly
.	.	.

maybe	mayb	maybe
it	it	it
'	'	'
s	s	s
just	just	just
that	that	that
my	my	my
arms	arm	arm
are	are	are
getting	get	getting
shorter	shorter	shorter
:	:	:
-	-	-
)	)	)

-	-	-
-	-	-

^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^

the	the	the
floggings	flog	flogging
will	will	will
continue	continu	continue
until	until	until
morale	moral	morale
improves	improv	improves

pchurch@swell.actrix.gen.nz	pchurch@swell.actrix.gen.nz	pchurch@swell.actrix.gen.nz
pat	pat	pat
churchill	churchil	churchill
,	,	,
wellington	wellington	wellington
new	new	new
zealand	zealand	zealand

:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
:	:	:
