from	from	from
:	:	:
backon@vms.huji.ac.il	backon@vms.huji.ac.il	backon@vms.huji.ac.il

subject	subject	subject
:	:	:
re	re	re
:	:	:
diet	diet	diet
for	for	for
crohn	crohn	crohn
'	'	'
s	s	s
(	(	(
ibd	ibd	ibd
)	)	)

distribution	distribut	distribution
:	:	:
usa	usa	usa
,	,	,
world	world	world

organization	organ	organization
:	:	:
the	the	the
hebrew	hebrew	hebrew
university	univers	university
of	of	of
jerusalem	jerusalem	jerusalem

lines	line	line
:	:	:
52	52	52

in	in	in
article	articl	article
<	<	<
1993apr22.202051.1@vms.ocom.okstate.edu	1993apr22.202051.1@vms.ocom.okstate.edu	1993apr22.202051.1@vms.ocom.okstate.edu
>	>	>
,	,	,
banschbach@vms.ocom.okstate.edu	banschbach@vms.ocom.okstate.edu	banschbach@vms.ocom.okstate.edu
writes	write	writes
:	:	:

>	>	>
in	in	in
article	articl	article
<	<	<
1r6g8finne88@ceti.cs.unc.edu	1r6g8finne88@ceti.cs.unc.edu	1r6g8finne88@ceti.cs.unc.edu
>	>	>
,	,	,
jge@cs.unc.edu	jge@cs.unc.edu	jge@cs.unc.edu
(	(	(
john	john	john
eyles	eyl	eyles
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>

>	>	>
>	>	>
a	a	a
friend	friend	friend
has	has	ha
what	what	what
is	is	is
apparently	appar	apparently
a	a	a
fairly	fair	fairly
minor	minor	minor
case	case	case
of	of	of
crohn	crohn	crohn
'	'	'
s	s	s

>	>	>
>	>	>
disease	diseas	disease
.	.	.

>	>	>
>	>	>

>	>	>
>	>	>
but	but	but
she	she	she
can	can	can
'	'	'
t	t	t
seem	seem	seem
to	to	to
eat	eat	eat
certain	certain	certain
foods	food	food
,	,	,
such	such	such
as	as	a
fresh	fresh	fresh
vegetables	veget	vegetable
,	,	,
>	>	>
>	>	>
without	without	without
discomfort	discomfort	discomfort
,	,	,
and	and	and
of	of	of
course	cours	course
she	she	she
wants	want	want
to	to	to
avoid	avoid	avoid
a	a	a
recurrence	recurr	recurrence
.	.	.

>	>	>
>	>	>

>	>	>
>	>	>
her	her	her
question	question	question
is	is	is
:	:	:
are	are	are
there	there	there
any	ani	any
nutritionists	nutritionist	nutritionist
who	who	who
specialize	special	specialize
in	in	in
the	the	the

>	>	>
>	>	>
problems	problem	problem
of	of	of
people	peopl	people
with	with	with
crohn	crohn	crohn
'	'	'
s	s	s
disease	diseas	disease
?	?	?

>	>	>
>	>	>

>	>	>
>	>	>
(	(	(
i	i	i
saw	saw	saw
the	the	the
suggestion	suggest	suggestion
of	of	of
lipoxygnase	lipoxygnas	lipoxygnase
inhibitors	inhibitor	inhibitor
like	like	like
tea	tea	tea
and	and	and
turmeric	turmer	turmeric
)	)	)
.	.	.

>	>	>
>	>	>

>	>	>
>	>	>
thanks	thank	thanks
in	in	in
advance	advanc	advance
,	,	,
>	>	>
>	>	>
john	john	john
eyles	eyl	eyles

>	>	>

>	>	>
all	all	all
your	your	your
friend	friend	friend
really	realli	really
has	has	ha
to	to	to
do	do	do
is	is	is
find	find	find
a	a	a
registered	regist	registered
dietician	dietician	dietician
(	(	(
rd	rd	rd
)	)	)
.	.	.

while	while	while

>	>	>
most	most	most
work	work	work
in	in	in
hospitals	hospit	hospital
and	and	and
clinics	clinic	clinic
,	,	,
many	mani	many
major	major	major
cities	citi	city
will	will	will
have	have	have
rd	rd	rd
'	'	'
s	s	s
who	who	who

>	>	>
are	are	are
in	in	in
"	"	"
private	privat	private
practice	practic	practice
"	"	"
so	so	so
to	to	to
speak	speak	speak
.	.	.

many	mani	many
physicans	physican	physicans
will	will	will
