from	from	from
:	:	:
mhollowa@ic.sunysb.edu	mhollowa@ic.sunysb.edu	mhollowa@ic.sunysb.edu
(	(	(
michael	michael	michael
holloway	holloway	holloway
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
homeopathy	homeopathi	homeopathy
:	:	:
a	a	a
respectable	respect	respectable
medical	medic	medical
tradition	tradit	tradition
?	?	?

keywords	keyword	keywords
:	:	:
yes	yes	yes
,	,	,
science	scienc	science
,	,	,
stupid	stupid	stupid
!	!	!

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
engws5	engws5	engws5
.	.	.
ic	ic	ic
.	.	.
sunysb	sunysb	sunysb
.	.	.
edu	edu	edu

organization	organ	organization
:	:	:
state	state	state
university	univers	university
of	of	of
new	new	new
york	york	york
at	at	at
stony	stoni	stony
brook	brook	brook

lines	line	line
:	:	:
75	75	75

in	in	in
article	articl	article
<	<	<
c5hlbu.i3a@tripos.com	c5hlbu.i3a@tripos.com	c5hlbu.i3a@tripos.com
>	>	>
homer@tripos.com	homer@tripos.com	homer@tripos.com
(	(	(
webster	webster	webster
homer	homer	homer
)	)	)
writes	write	writes
:	:	:

>	>	>
mhollowa@ic.sunysb.edu	mhollowa@ic.sunysb.edu	mhollowa@ic.sunysb.edu
(	(	(
michael	michael	michael
holloway	holloway	holloway
)	)	)
writes	write	writes
:	:	:

>	>	>

>	>	>
>	>	>
here	here	here
'	'	'
s	s	s
your	your	your
error	error	error
.	.	.

i	i	i
really	realli	really
do	do	do
think	think	think
this	this	this
shows	show	show
some	some	some
confusion	confus	confusion
on	on	on
your	your	your

>	>	>
>	>	>
part	part	part
.	.	.

(	(	(
drum	drum	drum
roll	roll	roll
please	pleas	please
)	)	)
science	scienc	science
isn	isn	isn
'	'	'
t	t	t
so	so	so
much	much	much
the	the	the
gathering	gather	gathering
of	of	of
evidence	evid	evidence

>	>	>
>	>	>
to	to	to
support	support	support
an	an	an
"	"	"
assertion	assert	assertion
"	"	"
(	(	(
read	read	read
:	:	:
hypothesis	hypothesi	hypothesis
)	)	)
as	as	a
it	it	it
is	is	is
the	the	the
gathering	gather	gathering
of	of	of

>	>	>
>	>	>
empirical	empir	empirical
observations	observ	observation
in	in	in
order	order	order
to	to	to
make	make	make
an	an	an
hypothesis	hypothesi	hypothesis
.	.	.

what	what	what
should	should	should

>	>	>
>	>	>
convince	convinc	convince
you	you	you
(	(	(
or	or	or
not	not	not
)	)	)
shouldn	shouldn	shouldn
'	'	'
t	t	t
be	be	be
the	the	the
final	final	final
product	product	product
so	so	so
much	much	much
as	as	a
*	*	*
how	how	how
*	*	*
the	the	the

>	>	>
>	>	>
product	product	product
was	was	wa
made	made	made
.	.	.

>	>	>
>	>	>

>	>	>
here	here	here
'	'	'
s	s	s
your	your	your
error	error	error
.	.	.

there	there	there
is	is	is
no	no	no
observation	observ	observation
or	or	or
hypothesis	hypothesi	hypothesis
that	that	that
is	is	is
not	not	not
tainted	taint	tainted

>	>	>
by	by	by
theory	theori	theory
.	.	.

i	i	i
have	have	have
a	a	a
theory	theori	theory
,	,	,
i	i	i
make	make	make
observations	observ	observation
,	,	,
those	those	those
observations	observ	observation
will	will	will
be	be	be

>	>	>
made	made	made
with	with	with
my	my	my
theory	theori	theory
in	in	in
mind	mind	mind
.	.	.

yes	yes	yes
,	,	,
absolutely	absolut	absolutely
,	,	,
though	though	though
i	i	i
'	'	'
d	d	d
make	make	make
the	the	the
observation	observ	observation
in	in	in
a	a	a
more	more	more
general	general	general
sense	sens	sense
of	of	of
all	all	all
observations	observ	observation
are	are	are
made	made	made
by	by	by
human	human	human
beings	be	being
and	and	and
therefore	therefor	therefore
made	made	made
with	with	with
various	various	various
biases	bias	bias
.	.	.

but	but	but
here	here	here
your	your	your
message	messag	message
leaves	leav	leaf
talk	talk	talk
of	of	of
hypothesis	hypothesi	hypothesis
and	and	and
gets	get	get
back	back	back
,	,	,
once	onc	once
again	again	again
,	,	,
to	to	to
equating	equat	equating
the	the	the
business	busi	business
of	of	of
science	scienc	science
with	with	with
the	the	the
end	end	end
result	result	result
,	,	,
the	the	the
gizmo	gizmo	gizmo
produced	produc	produced
.	.	.

>	>	>
science	scienc	science
works	work	work
very	veri	very
well	well	well
at	at	at
developing	develop	developing
theories	theori	theory

>	>	>
within	within	within
paradigms	paradigm	paradigm
,	,	,
but	but	but
is	is	is
very	veri	very
poor	poor	poor
at	at	at
dealing	deal	dealing
with	with	with
paradigm	paradigm	paradigm
shifts	shift	shift
.	.	.

if	if	if
i	i	i

>	>	>
develop	develop	develop
a	a	a
novel	novel	novel
paradigm	paradigm	paradigm
that	that	that
explains	explain	explains
homeopathy	homeopathi	homeopathy
,	,	,
chinese	chines	chinese
medicine	medicin	medicine
,	,	,
or	or	or

>	>	>
spontaneous	spontan	spontaneous
combustion	combust	combustion
.	.	.

if	if	if
the	the	the
paradigm	paradigm	paradigm
is	is	is
useful	use	useful
it	it	it
will	will	will
show	show	show
me	me	me
the	the	the
way	way	way

>	>	>
to	to	to
make	make	make
observations	observ	observation
that	that	that
"	"	"
prove	prove	prove
"	"	"
or	or	or
"	"	"
disprove	disprov	disprove
"	"	"
it	it	it
.	.	.

my	my	my
point	point	point
isn	isn	isn
'	'	'
t	t	t
so	so	so
much	much	much
whether	whether	whether
or	or	or
not	not	not
you	you	you
have	have	have
a	a	a
novel	novel	novel
paradigm	paradigm	paradigm
but	but	but
*	*	*
how	how	how
*	*	*
you	you	you
come	come	come
about	about	about
developing	develop	developing
it	it	it
.	.	.

>	>	>
the	the	the
paradigm	paradigm	paradigm
of	of	of
modern	modern	modern
medicine	medicin	medicine
is	is	is
that	that	that
the	the	the
body	bodi	body
can	can	can
be	be	be
reduced	reduc	reduced
to	to	to
a	a	a
set	set	set
of	of	of

>	>	>
essentially	essenti	essentially
mechanical	mechan	mechanical
operations	oper	operation
wherein	wherein	wherein
disease	diseas	disease
is	is	is
seen	seen	seen
as	as	a
malfunctions	malfunct	malfunction
in	in	in

>	>	>
the	the	the
machinery	machineri	machinery
,	,	,
essentially	essenti	essentially
the	the	the
old	old	old
newtonian	newtonian	newtonian
model	model	model
of	of	of
the	the	the
world	world	world
.	.	.

it	it	it
seems	seem	seems

>	>	>
likely	like	likely
that	that	that
theories	theori	theory
based	base	based
upon	upon	upon
this	this	this
paradigm	paradigm	paradigm
do	do	do
not	not	not
give	give	give
a	a	a
complete	complet	complete

>	>	>
discription	discript	discription
of	of	of
the	the	the
universe	univers	universe
,	,	,
medicine	medicin	medicine
,	,	,
healing	heal	healing
etc	etc	etc
.	.	.
.	.	.
.	.	.

indeed	inde	indeed
we	we	we
now	now	now

>	>	>
recognize	recogn	recognize
an	an	an
important	import	important
psychological	psycholog	psychological
component	compon	component
to	to	to
healing	heal	healing
.	.	.

perhaps	perhap	perhaps
you	you	you
'	'	'
d	d	d
admit	admit	admit
that	that	that
this	this	this
is	is	is
an	an	an
oversimplification	oversimplif	oversimplification
on	on	on
your	your	your
part	part	part
(	(	(
the	the	the
topic	topic	topic
of	of	of
the	the	the
philosophy	philosophi	philosophy
of	of	of
science	scienc	science
is	is	is
made	made	made
for	for	for
them	them	them
,	,	,
i	i	i
'	'	'
m	m	m
making	make	making
them	them	them
too	too	too
)	)	)
but	but	but
i	i	i
think	think	think
that	that	that
it	it	it
also	also	also
summarizes	summar	summarizes
popular	popular	popular
misconceptions	misconcept	misconception
of	of	of
science	scienc	science
and	and	and
the	the	the
business	busi	business
of	of	of
doing	do	doing
science	scienc	science
.	.	.

biomedical	biomed	biomedical
research	research	research
doesn	doesn	doesn
'	'	'
t	t	t
make	make	make
any	ani	any
basic	basic	basic
assumptions	assumpt	assumption
that	that	that
aren	aren	aren
'	'	'
t	t	t
the	the	the
same	same	same
as	as	a
any	ani	any
other	other	other
discipline	disciplin	discipline
of	of	of
scientific	scientif	scientific
research	research	research
.	.	.

that	that	that
is	is	is
,	,	,
that	that	that
you	you	you
make	make	make
empirical	empir	empirical
observations	observ	observation
,	,	,
form	form	form
an	an	an
hypothesis	hypothesi	hypothesis
and	and	and
test	test	test
it	it	it
.	.	.

modern	modern	modern
medicine	medicin	medicine
has	has	ha
much	much	much
more	more	more
to	to	to
do	do	do
with	with	with
biochemistry	biochemistri	biochemistry
than	than	than

"	"	"
the	the	the
old	old	old
newtonian	newtonian	newtonian
model	model	model
of	of	of
the	the	the
world	world	world
"	"	"
.	.	.

and	and	and
i	i	i
doubt	doubt	doubt
that	that	that
many	mani	many
psychologists	psychologist	psychologist
would	would	would
appreciate	appreci	appreciate
being	be	being
put	put	put
outside	outsid	outside
this	this	this
empirical	empir	empirical
"	"	"
world	world	world
view	view	view
"	"	"
.	.	.

psychology	psycholog	psychology
also	also	also
has	has	ha
more	more	more
to	to	to
do	do	do
with	with	with
biochemistry	biochemistri	biochemistry
than	than	than
spoon	spoon	spoon
bending	bend	bending
.	.	.

>	>	>
it	it	it
is	is	is
also	also	also
important	import	important
to	to	to
distinguish	distinguish	distinguish
reason	reason	reason
from	from	from
science	scienc	science
.	.	.

science	scienc	science
may	may	may
be	be	be

>	>	>
reasonable	reason	reasonable
,	,	,
but	but	but
so	so	so
are	are	are
many	mani	many
non	non	non
-	-	-
scientific	scientif	scientific
methodologies	methodolog	methodology
.	.	.

aristotle	aristotl	aristotle
reasoned	reason	reasoned

>	>	>
that	that	that
frogs	frog	frog
came	came	came
from	from	from
mud	mud	mud
by	by	by
observing	observ	observing
one	one	one
hop	hop	hop
out	out	out
of	of	of
a	a	a
puddle	puddl	puddle
.	.	.

oversimplified	oversimplifi	oversimplified
,	,	,
of	of	of
course	cours	course
,	,	,
but	but	but
a	a	a
good	good	good
example	exampl	example
.	.	.

this	this	this
is	is	is
an	an	an
empirical	empir	empirical
observa	observa	observa
-	-	-
tion	tion	tion
.	.	.

it	it	it
was	was	wa
then	then	then
tested	test	tested
,	,	,
though	though	though
perhaps	perhap	perhaps
not	not	not
by	by	by
aristotle	aristotl	aristotle
,	,	,
and	and	and
eventually	eventu	eventually
found	found	found
wanting	want	wanting
.	.	.

in	in	in
the	the	the
meantime	meantim	meantime
,	,	,
some	some	some
folk	folk	folk
will	will	will
have	have	have
continued	continu	continued
to	to	to
believe	believ	believe
in	in	in
the	the	the
spontaneous	spontan	spontaneous
generation	generat	generation
of	of	of
animal	anim	animal
life	life	life
.	.	.

there	there	there
'	'	'
s	s	s
nothing	noth	nothing
at	at	at
all	all	all
surprising	surpris	surprising
about	about	about
this	this	this
,	,	,
it	it	it
'	'	'
