from	from	from
:	:	:
brian@lpl.arizona.edu	brian@lpl.arizona.edu	brian@lpl.arizona.edu
(	(	(
brian	brian	brian
ceccarelli	ceccarelli	ceccarelli
602	602	602
/	/	/
621	621	621
-	-	-
9615	9615	9615
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
biblical	biblic	biblical
backing	back	backing
of	of	of
koresh	koresh	koresh
'	'	'
s	s	s
3	3	3
-	-	-
02	02	02
tape	tape	tape
(	(	(
cites	cite	cite
enclosed	enclos	enclosed
)	)	)

organization	organ	organization
:	:	:
lunar	lunar	lunar
&	&	&
planetary	planetari	planetary
laboratory	laboratori	laboratory
,	,	,
tucson	tucson	tucson
az	az	az
.	.	.

lines	line	line
:	:	:
8	8	8

in	in	in
article	articl	article
<	<	<
20apr199301460499@utarlg.uta.edu	20apr199301460499@utarlg.uta.edu	20apr199301460499@utarlg.uta.edu
>	>	>
b645zaw@utarlg.uta.edu	b645zaw@utarlg.uta.edu	b645zaw@utarlg.uta.edu
(	(	(
stephen	stephen	stephen
)	)	)
writes	write	writes
:	:	:

>	>	>
for	for	for
those	those	those
who	who	who
think	think	think
david	david	david
koresh	koresh	koresh
didn	didn	didn
'	'	'
t	t	t
have	have	have
a	a	a
solid	solid	solid
structure	structur	structure
,	,	,
>	>	>
or	or	or
sound	sound	sound
biblical	biblic	biblical
backing	back	backing
for	for	for
his	his	his
hour	hour	hour
long	long	long
tape	tape	tape
broadcast	broadcast	broadcast
,	,	,
>	>	>
i	i	i
'	'	'
ve	ve	ve
enclosed	enclos	enclosed
a	a	a
partial	partial	partial
list	list	list
of	of	of
the	the	the
sources	sourc	source
he	he	he
cites	cite	cite
or	or	or
quotes	quot	quote

>	>	>
he	he	he
exactly	exact	exactly
used	use	used
.	.	.

as	as	a
a	a	a
christian	christian	christian
sermon	sermon	sermon
,	,	,
it	it	it
'	'	'
s	s	s
pretty	pretti	pretty
good	good	good
,	,	,
if	if	if
not	not	not

>	>	>
inspired	inspir	inspired
.	.	.

david	david	david
koresh	koresh	koresh
was	was	wa
born	born	born
in	in	in
bethlehem	bethlehem	bethlehem
ehh	ehh	ehh
?	?	?
