from	from	from
:	:	:
david@terminus.ericsson.se	david@terminus.ericsson.s	david@terminus.ericsson.se
(	(	(
david	david	david
bold	bold	bold
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
question	question	question
for	for	for
those	those	those
with	with	with
popular	popular	popular
morality	moral	morality

reply	repli	reply
-	-	-
to	to	to
:	:	:
david@terminus.ericsson.se	david@terminus.ericsson.s	david@terminus.ericsson.se

distribution	distribut	distribution
:	:	:
world	world	world

organization	organ	organization
:	:	:
camtec	camtec	camtec
electronics	electron	electronics
(	(	(
ericsson	ericsson	ericsson
)	)	)
,	,	,
leicester	leicest	leicester
,	,	,
england	england	england

lines	line	line
:	:	:
77	77	77

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
bangkok	bangkok	bangkok

in	in	in
article	articl	article
17570@freenet.carleton.ca	17570@freenet.carleton.ca	17570@freenet.carleton.ca
,	,	,
ad354@freenet.carleton.ca	ad354@freenet.carleton.ca	ad354@freenet.carleton.ca
(	(	(
james	jame	james
owens	owen	owen
)	)	)
writes	write	writes
:	:	:

>	>	>

>	>	>
in	in	in
a	a	a
previous	previous	previous
article	articl	article
,	,	,
david@terminus.ericsson.se	david@terminus.ericsson.s	david@terminus.ericsson.se
(	(	(
david	david	david
bold	bold	bold
)	)	)
says	say	say
:	:	:

>	>	>

>	>	>
>	>	>

>	>	>
>	>	>
i	i	i
don	don	don
'	'	'
t	t	t
mean	mean	mean
to	to	to
be	be	be
rude	rude	rude
,	,	,
but	but	but
i	i	i
think	think	think
that	that	that
you	you	you
'	'	'
ve	ve	ve
got	got	got
hold	hold	hold
of	of	of
the	the	the
wrong	wrong	wrong

>	>	>
>	>	>
end	end	end
of	of	of
a	a	a
different	differ	different
stick	stick	stick
.	.	.
.	.	.
.	.	.

>	>	>
>	>	>

>	>	>
>	>	>
david	david	david

>	>	>

>	>	>
i	i	i
had	had	had
a	a	a
look	look	look
at	at	at
your	your	your
posting	post	posting
again	again	again
and	and	and
i	i	i
see	see	see
what	what	what
you	you	you
mean	mean	mean
!	!	!

i	i	i
was	was	wa
so	so	so

>	>	>
intent	intent	intent
on	on	on
explaining	explain	explaining
how	how	how
jung	jung	jung
thought	thought	thought
we	we	we
could	could	could
be	be	be
more	more	more
moral	moral	moral
than	than	than
god	god	god
that	that	that

>	>	>
i	i	i
overlooked	overlook	overlooked
your	your	your
main	main	main
line	line	line
of	of	of
thought	thought	thought
.	.	.

>	>	>

>	>	>
you	you	you
seem	seem	seem
to	to	to
be	be	be
saying	say	saying
that	that	that
,	,	,
god	god	god
being	be	being
unknowable	unknow	unknowable
,	,	,
his	his	his
morality	moral	morality
is	is	is
unknowable	unknow	unknowable
.	.	.

yep	yep	yep
,	,	,
that	that	that
'	'	'
s	s	s
pretty	pretti	pretty
much	much	much
it	it	it
.	.	.

i	i	i
'	'	'
m	m	m
not	not	not
a	a	a
jew	jew	jew
but	but	but
i	i	i
understand	understand	understand
that	that	that
this	this	this
is	is	is
the	the	the
jewish	jewish	jewish
way	way	way
of	of	of
thinking	think	thinking
.	.	.

however	howev	however
,	,	,
the	the	the
jews	jew	jew
believe	believ	believe
that	that	that
the	the	the
covenant	coven	covenant
between	between	between
yhwh	yhwh	yhwh
and	and	and
the	the	the
patriarchs	patriarch	patriarch
(	(	(
abraham	abraham	abraham
and	and	and
moses	mose	moses
,	,	,
in	in	in
this	this	this
case	case	case
)	)	)
establishes	establish	establishes
a	a	a
moral	moral	moral
code	code	code
to	to	to
follow	follow	follow
for	for	for
mankind	mankind	mankind
.	.	.

even	even	even
the	the	the
jews	jew	jew
could	could	could
not	not	not
decide	decid	decide
where	where	where
the	the	the
boundaries	boundari	boundary
fall	fall	fall
,	,	,
though	though	though
.	.	.

as	as	a
i	i	i
understand	understand	understand
it	it	it
,	,	,
the	the	the
sadducees	sadduce	sadducee
believed	believ	believed
that	that	that
the	the	the
torah	torah	torah
was	was	wa
all	all	all
that	that	that
was	was	wa
required	requir	required
,	,	,
whereas	wherea	whereas
the	the	the
pharisees	pharise	pharisee
(	(	(
the	the	the
ancestors	ancestor	ancestor
of	of	of
modern	modern	modern
judaism	judaism	judaism
)	)	)
believed	believ	believed
that	that	that
the	the	the
torah	torah	torah
was	was	wa
available	avail	available
for	for	for
interpretation	interpret	interpretation
to	to	to
lead	lead	lead
to	to	to
an	an	an
understanding	understand	understanding
of	of	of
the	the	the
required	requir	required
morality	moral	morality
in	in	in
all	all	all
its	it	it
nuances	nuanc	nuance
(	(	(
-	-	-
>	>	>
talmud	talmud	talmud
)	)	)
.	.	.

the	the	the
essence	essenc	essence
of	of	of
all	all	all
of	of	of
this	this	this
is	is	is
that	that	that
biblical	biblic	biblical
morality	moral	morality
is	is	is
an	an	an
interface	interfac	interface
between	between	between
man	man	man
and	and	and
yhwh	yhwh	yhwh
(	(	(
for	for	for
a	a	a
jew	jew	jew
or	or	or
christian	christian	christian
)	)	)
and	and	and
does	doe	doe
not	not	not
necessarily	necessarili	necessarily
indicate	indic	indicate
anything	anyth	anything
about	about	about
yhwh	yhwh	yhwh
outside	outsid	outside
of	of	of
that	that	that
relationship	relationship	relationship
(	(	(
although	although	although
one	one	one
can	can	can
speculate	specul	speculate
)	)	)
.	.	.

>	>	>

>	>	>
the	the	the
first	first	first
thing	thing	thing
that	that	that
comes	come	come
to	to	to
mind	mind	mind
is	is	is
that	that	that
man	man	man
is	is	is
supposed	suppos	supposed
to	to	to
be	be	be
created	creat	created

>	>	>
in	in	in
his	his	his
image	imag	image
,	,	,
so	so	so
there	there	there
is	is	is
an	an	an
argument	argument	argument
that	that	that
we	we	we
are	are	are
committed	commit	committed
to	to	to
whatever	whatev	whatever

>	>	>
moral	moral	moral
code	code	code
he	he	he
follows	follow	follows
as	as	a
part	part	part
of	of	of
trying	tri	trying
to	to	to
live	live	live
up	up	up
to	to	to
that	that	that
image	imag	image
.	.	.

if	if	if
we	we	we

>	>	>
are	are	are
supposed	suppos	supposed
to	to	to
live	live	live
by	by	by
christ	christ	christ
'	'	'
s	s	s
example	exampl	example
,	,	,
you	you	you
would	would	would
be	be	be
hard	hard	hard
pressed	press	pressed
to	to	to

>	>	>
argue	argu	argue
that	that	that
god	god	god
is	is	is
a	a	a
"	"	"
do	do	do
what	what	what
i	i	i
say	say	say
,	,	,
not	not	not
what	what	what
i	i	i
do	do	do
"	"	"
kind	kind	kind
of	of	of
guy	guy	guy
.	.	.

the	the	the
trouble	troubl	trouble
with	with	with
all	all	all
of	of	of
this	this	this
is	is	is
that	that	that
we	we	we
don	don	don
'	'	'
t	t	t
really	realli	really
know	know	know
what	what	what
the	the	the
