from	from	from
:	:	:
ekr@squick.eitech.com	ekr@squick.eitech.com	ekr@squick.eitech.com
(	(	(
eric	eric	eric
rescorla	rescorla	rescorla
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
after	after	after
2000	2000	2000
years	year	year
,	,	,
can	can	can
we	we	we
say	say	say
that	that	that
christian	christian	christian
morality	moral	morality
is	is	is

organization	organ	organization
:	:	:
eit	eit	eit

lines	line	line
:	:	:
88	88	88

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
squick	squick	squick
.	.	.
eitech	eitech	eitech
.	.	.
com	com	com

in	in	in
article	articl	article
<	<	<
1r3le9	1r3le9	1r3le9
$	$	$
mlj@horus.ap.mchp.sni.de	mlj@horus.ap.mchp.sni.d	mlj@horus.ap.mchp.sni.de
>	>	>
frank@d012s658.uucp	frank@d012s658.uucp	frank@d012s658.uucp
(	(	(
frank	frank	frank
o	o	o
'	'	'
dwyer	dwyer	dwyer
)	)	)
writes	write	writes
:	:	:

>	>	>
in	in	in
article	articl	article
<	<	<
1r22qp	1r22qp	1r22qp
$	$	$
4sk@squick.eitech.com	4sk@squick.eitech.com	4sk@squick.eitech.com
>	>	>
ekr@squick.eitech.com	ekr@squick.eitech.com	ekr@squick.eitech.com
(	(	(
eric	eric	eric
rescorla	rescorla	rescorla
)	)	)
writes	write	writes
:	:	:

>	>	>
#	#	#
in	in	in
article	articl	article
<	<	<
1r0m89	1r0m89	1r0m89
$	$	$
r0o@horus.ap.mchp.sni.de	r0o@horus.ap.mchp.sni.d	r0o@horus.ap.mchp.sni.de
>	>	>
frank@d012s658.uucp	frank@d012s658.uucp	frank@d012s658.uucp
(	(	(
frank	frank	frank
o	o	o
'	'	'
dwyer	dwyer	dwyer
)	)	)
writes	write	writes
:	:	:

>	>	>
#	#	#
>	>	>
in	in	in
article	articl	article
<	<	<
1qvu33	1qvu33	1qvu33
$	$	$
jk3@kyle.eitech.com	jk3@kyle.eitech.com	jk3@kyle.eitech.com
>	>	>
ekr@kyle.eitech.com	ekr@kyle.eitech.com	ekr@kyle.eitech.com
(	(	(
eric	eric	eric
rescorla	rescorla	rescorla
)	)	)
writes	write	writes
:	:	:

>	>	>
#	#	#
>	>	>
#	#	#
>	>	>
if	if	if
almost	almost	almost
all	all	all
people	peopl	people
agree	agre	agree
that	that	that
the	the	the
sun	sun	sun
exists	exist	exists
(	(	(
in	in	in
the	the	the
usual	usual	usual
,	,	,
uncritical	uncrit	uncritical
sense	sens	sense
)	)	)
,	,	,
>	>	>
#	#	#
>	>	>
#	#	#
>	>	>
and	and	and
almost	almost	almost
all	all	all
people	peopl	people
agree	agre	agree
that	that	that
a	a	a
deal	deal	deal
is	is	is
bad	bad	bad
,	,	,
it	it	it
'	'	'
s	s	s
a	a	a
reasonable	reason	reasonable

>	>	>
#	#	#
>	>	>
#	#	#
>	>	>
conclusion	conclus	conclusion
that	that	that
the	the	the
sun	sun	sun
really	realli	really
does	doe	doe
exist	exist	exist
,	,	,
and	and	and
that	that	that
the	the	the
deal	deal	deal
really	realli	really
is	is	is
bad	bad	bad
.	.	.

>	>	>
#	#	#
>	>	>
#	#	#
i	i	i
disagree	disagre	disagree
completely	complet	completely
.	.	.

until	until	until
rather	rather	rather
recently	recent	recently
,	,	,
most	most	most
people	peopl	people
did	did	did
not	not	not

>	>	>
#	#	#
>	>	>
#	#	#
believe	believ	believe
in	in	in
evolution	evolut	evolution
or	or	or
the	the	the
possibility	possibl	possibility
of	of	of
the	the	the
atom	atom	atom
bomb	bomb	bomb
.	.	.

