from	from	from
:	:	:
bobsarv@microsoft.com	bobsarv@microsoft.com	bobsarv@microsoft.com
(	(	(
bob	bob	bob
sarver	sarver	sarver
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
question	question	question
for	for	for
those	those	those
with	with	with
popular	popular	popular
morality	moral	morality

organization	organ	organization
:	:	:
microsoft	microsoft	microsoft
corp	corp	corp
.	.	.

distribution	distribut	distribution
:	:	:
usa	usa	usa

lines	line	line
:	:	:
57	57	57

(	(	(
hudson	hudson	hudson
)	)	)

>	>	>
/	/	/
these	these	these
people	peopl	people
hurt	hurt	hurt
their	their	their
own	own	own
bodies	bodi	body
.	.	.

why	whi	why
can	can	can
'	'	'
t	t	t
they	they	they
hurt	hurt	hurt
other	other	other
peoples	peopl	people
bodies	bodi	body

>	>	>
/	/	/
too	too	too
?	?	?

>	>	>

(	(	(
me	me	me
)	)	)

>	>	>
because	becaus	because
other	other	other
people	peopl	people
might	might	might
not	not	not
*	*	*
want	want	want
*	*	*
to	to	to
be	be	be
hurt	hurt	hurt
,	,	,
hudson	hudson	hudson
.	.	.

and	and	and
hurting	hurt	hurting

>	>	>
them	them	them
against	against	against
their	their	their
will	will	will
is	is	is
a	a	a
violation	violat	violation
of	of	of
choice	choic	choice
.	.	.

/	/	/
(	(	(
hudson	hudson	hudson
)	)	)

/	/	/
so	so	so
.	.	.
why	whi	why
is	is	is
someone	someon	someone
elses	els	elses
will	will	will
such	such	such
a	a	a
big	big	big
deal	deal	deal
if	if	if
morality	moral	morality
is	is	is
all	all	all
relative	relat	relative
.	.	.

i	i	i
don	don	don
'	'	'
t	t	t
believe	believ	believe
i	i	i
ever	ever	ever
said	said	said
that	that	that
morality	moral	morality
was	was	wa
all	all	all
relative	relat	relative
.	.	.

what	what	what
i	i	i
said	said	said
was	was	wa
that	that	that
i	i	i
can	can	can
make	make	make
my	my	my
mind	mind	mind
up	up	up
on	on	on
my	my	my
own	own	own
,	,	,
thank	thank	thank
you	you	you
,	,	,
and	and	and
that	that	that
you	you	you
don	don	don
'	'	'
t	t	t
have	have	have
the	the	the
right	right	right
to	to	to
tell	tell	tell
others	other	others
what	what	what
to	to	to
think	think	think
.	.	.

i	i	i
think	think	think
that	that	that
you	you	you
will	will	will
find	find	find
that	that	that
in	in	in
most	most	most
moral	moral	moral
systems	system	system
,	,	,
there	there	there
is	is	is
a	a	a
respect	respect	respect
for	for	for
human	human	human
life	life	life
and	and	and
the	the	the
dignity	digniti	dignity
of	of	of
the	the	the
person	person	person
.	.	.

it	it	it
is	is	is
all	all	all
the	the	the
stuff	stuff	stuff
besides	besid	besides
these	these	these
points	point	point
that	that	that
forms	form	form
the	the	the
core	core	core
of	of	of
the	the	the
disagreement	disagr	disagreement
between	between	between
primitive	primit	primitive
moral	moral	moral
absolutists	absolutist	absolutist
like	like	like
yourself	yourself	yourself
and	and	and
the	the	the
rest	rest	rest
of	of	of
us	us	u
.	.	.

/	/	/
(	(	(
hudson	hudson	hudson
)	)	)

/	/	/
maybe	mayb	maybe
(	(	(
the	the	the
insane	insan	insane
lover	lover	lover
of	of	of
pain	pain	pain
might	might	might
reason	reason	reason
)	)	)
if	if	if
other	other	other
people	peopl	people
experienced	experienc	experienced

/	/	/
enough	enough	enough
pain	pain	pain
,	,	,
they	they	they
might	might	might
learn	learn	learn
to	to	to
enjoy	enjoy	enjoy
it	it	it
,	,	,
too	too	too
.	.	.

fine	fine	fine
.	.	.

there	there	there
is	is	is
still	still	still
the	the	the
clinical	clinic	clinical
definition	definit	definition
of	of	of
crazy	crazi	crazy
.	.	.

and	and	and
this	this	this
also	also	also
involves	involv	involves
a	a	a
violation	violat	violation
of	of	of
free	free	free
will	will	will
,	,	,
because	becaus	because
the	the	the
insane	insan	insane
lover	lover	lover
of	of	of
your	your	your
little	littl	little
example	exampl	example
would	would	would
be	be	be
inflicting	inflict	inflicting
pain	pain	pain
on	on	on
a	a	a
non	non	non
-	-	-
willing	will	willing
subject	subject	subject
.	.	.

try	tri	try
again	again	again
.	.	.

(	(	(
hudson	hudson	hudson
)	)	)

>	>	>
/	/	/
you	you	you
have	have	have
to	to	to
have	have	have
other	other	other
premises	premis	premise
to	to	to
derive	deriv	derive
this	this	this
.	.	.

>	>	>

(	(	(
me	me	me
)	)	)

>	>	>
no	no	no
,	,	,
you	you	you
don	don	don
'	'	'
t	t	t
.	.	.

that	that	that
is	is	is
a	a	a
patently	patent	patently
false	fals	false
statement	statement	statement
