from	from	from
:	:	:
livesey@solntze.wpd.sgi.com	livesey@solntze.wpd.sgi.com	livesey@solntze.wpd.sgi.com
(	(	(
jon	jon	jon
livesey	livesey	livesey
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
after	after	after
2000	2000	2000
years	year	year
,	,	,
can	can	can
we	we	we
say	say	say
that	that	that
christian	christian	christian
morality	moral	morality
is	is	is

organization	organ	organization
:	:	:
sgi	sgi	sgi

lines	line	line
:	:	:
31	31	31

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
solntze	solntz	solntze
.	.	.
wpd	wpd	wpd
.	.	.
sgi	sgi	sgi
.	.	.
com	com	com

in	in	in
article	articl	article
<	<	<
1qm069	1qm069	1qm069
$	$	$
fm8@horus.ap.mchp.sni.de	fm8@horus.ap.mchp.sni.d	fm8@horus.ap.mchp.sni.de
>	>	>
,	,	,
frank@d012s658.uucp	frank@d012s658.uucp	frank@d012s658.uucp
(	(	(
frank	frank	frank
o	o	o
'	'	'
dwyer	dwyer	dwyer
)	)	)
writes	write	writes
:	:	:

|	|	|
>	>	>
in	in	in
article	articl	article
<	<	<
1qkndq	1qkndq	1qkndq
$	$	$
k@fido.asd.sgi.com	k@fido.asd.sgi.com	k@fido.asd.sgi.com
>	>	>
livesey@solntze.wpd.sgi.com	livesey@solntze.wpd.sgi.com	livesey@solntze.wpd.sgi.com
(	(	(
jon	jon	jon
livesey	livesey	livesey
)	)	)
writes	write	writes
:	:	:

|	|	|
>	>	>
#	#	#
in	in	in
article	articl	article
<	<	<
1qjbn0	1qjbn0	1qjbn0
$	$	$
na4@horus.ap.mchp.sni.de	na4@horus.ap.mchp.sni.d	na4@horus.ap.mchp.sni.de
>	>	>
,	,	,
frank@d012s658.uucp	frank@d012s658.uucp	frank@d012s658.uucp
(	(	(
frank	frank	frank
o	o	o
'	'	'
dwyer	dwyer	dwyer
)	)	)
writes	write	writes
:	:	:

|	|	|
>	>	>
#	#	#
|	|	|
>	>	>
in	in	in
article	articl	article
<	<	<
kmr4.1571.734847050@po.cwru.edu	kmr4.1571.734847050@po.cwru.edu	kmr4.1571.734847050@po.cwru.edu
>	>	>
kmr4@po.cwru.edu	kmr4@po.cwru.edu	kmr4@po.cwru.edu
(	(	(
keith	keith	keith
m	m	m
.	.	.

ryan	ryan	ryan
)	)	)
writes	write	writes
:	:	:

|	|	|
>	>	>
#	#	#
|	|	|
>	>	>
#	#	#
you	you	you
have	have	have
only	onli	only
pushed	push	pushed
back	back	back
the	the	the
undefined	undefin	undefined
meaning	mean	meaning
.	.	.

you	you	you
must	must	must
now	now	now
define	defin	define

|	|	|
>	>	>
#	#	#
|	|	|
>	>	>
#	#	#
what	what	what
"	"	"
objective	object	objective
values	valu	value
"	"	"
are	are	are
.	.	.

|	|	|
>	>	>
#	#	#
|	|	|
>	>	>

|	|	|
>	>	>
#	#	#
|	|	|
>	>	>
really	realli	really
?	?	?

you	you	you
don	don	don
'	'	'
t	t	t
know	know	know
what	what	what
objective	object	objective
value	valu	value
is	is	is
?	?	?

if	if	if
i	i	i
offered	offer	offered
the	the	the
people	peopl	people

|	|	|
>	>	>
#	#	#
|	|	|
>	>	>
of	of	of
the	the	the
u	u	u
.	.	.
s	s	s
.	.	.
,	,	,
collectively	collect	collectively
,	,	,
$	$	$
1	1	1
for	for	for
all	all	all
of	of	of
the	the	the
land	land	land
in	in	in
america	america	america
,	,	,
would	would	would
that	that	that

|	|	|
>	>	>
#	#	#
|	|	|
>	>	>
sound	sound	sound
like	like	like
a	a	a
good	good	good
