from	from	from
:	:	:
graham@cs.washington.edu	graham@cs.washington.edu	graham@cs.washington.edu
(	(	(
stephen	stephen	stephen
graham	graham	graham
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
some	some	some
more	more	more
about	about	about
gun	gun	gun
control	control	control
.	.	.
.	.	.
.	.	.

organization	organ	organization
:	:	:
computer	comput	computer
science	scienc	science
&	&	&
engineering	engin	engineering
,	,	,
u	u	u
.	.	.

of	of	of
washington	washington	washington
,	,	,
seattle	seattl	seattle

in	in	in
article	articl	article
<	<	<
1qicep	1qicep	1qicep
$	$	$
obf@transfer.stratus.com	obf@transfer.stratus.com	obf@transfer.stratus.com
>	>	>
cdt@sw.stratus.com	cdt@sw.stratus.com	cdt@sw.stratus.com
(	(	(
c	c	c
.	.	.
d	d	d
.	.	.
tavares	tavar	tavares
)	)	)
writes	write	writes
:	:	:

>	>	>
in	in	in
article	articl	article
<	<	<
1993apr14.232806.18970@beaver.cs.washington.edu	1993apr14.232806.18970@beaver.cs.washington.edu	1993apr14.232806.18970@beaver.cs.washington.edu
>	>	>
,	,	,
graham@cs.washington.edu	graham@cs.washington.edu	graham@cs.washington.edu
(	(	(
stephen	stephen	stephen
graham	graham	graham
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
in	in	in
article	articl	article
<	<	<
1qhpcn	1qhpcn	1qhpcn
$	$	$
b12@transfer.stratus.com	b12@transfer.stratus.com	b12@transfer.stratus.com
>	>	>
cdt@sw.stratus.com	cdt@sw.stratus.com	cdt@sw.stratus.com
(	(	(
c	c	c
.	.	.
d	d	d
.	.	.
tavares	tavar	tavares
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
>	>	>
as	as	a
far	far	far
as	as	a
"	"	"
john	john	john
q	q	q
.	.	.

public	public	public
with	with	with
a	a	a
gun	gun	gun
,	,	,
"	"	"
the	the	the
supreme	suprem	supreme
court	court	court
has	has	ha
already	alreadi	already

>	>	>
>	>	>
>	>	>
ruled	rule	ruled
in	in	in
cases	case	case
such	such	such
as	as	a
us	us	u
v	v	v
.	.	.

miller	miller	miller
(	(	(
307	307	307
u	u	u
.	.	.
s	s	s
.	.	.
175 (1939	175 (1939	175 (1939
)	)	)
)	)	)
,	,	,
and	and	and
us	us	u
v	v	v
.	.	.

>	>	>
>	>	>
>	>	>
verdugo	verdugo	verdugo
-	-	-
urquidez	urquidez	urquidez
(	(	(
110	110	110
s	s	s
.	.	.
ct	ct	ct
.	.	.
1839 (1990	1839 (1990	1839 (1990
)	)	)
)	)	)
that	that	that
that	that	that
is	is	is
exactly	exact	exactly
what	what	what

>	>	>
>	>	>
>	>	>
the	the	the
amendment	amend	amendment
protects	protect	protects
.	.	.

this	this	this
interpretation	interpret	interpretation
can	can	can
be	be	be
found	found	found
as	as	a
far	far	far
back	back	back

>	>	>
>	>	>
>	>	>
as	as	a
the	the	the
dred	dred	dred
scott	scott	scott
case	case	case
,	,	,
in	in	in
1857	1857	1857
.	.	.

>	>	>
>	>	>

>	>	>
>	>	>
it	it	it
'	'	'
s	s	s
worth	worth	worth
noting	note	noting
that	that	that
us	us	u
vs	vs	v
.	.	.

miller	miller	miller
sustained	sustain	sustained
miller	miller	miller
'	'	'
s	s	s
conviction	convict	conviction

>	>	>
>	>	>
of	of	of
possession	possess	possession
of	of	of
an	an	an
illegal	illeg	illegal
firearm	firearm	firearm
,	,	,
noting	note	noting
that	that	that
a	a	a
sawed	saw	sawed
-	-	-
off	off	off
shotgun	shotgun	shotgun

>	>	>
>	>	>
was	was	wa
not	not	not
a	a	a
proper	proper	proper
militia	militia	militia
weapon	weapon	weapon
.	.	.

>	>	>

>	>	>
no	no	no
,	,	,
they	they	they
noted	note	noted
that	that	that
no	no	no
one	one	one
had	had	had
claimed	claim	claimed
that	that	that
it	it	it
was	was	wa
a	a	a
proper	proper	proper
militia	militia	militia

>	>	>
weapon	weapon	weapon
(	(	(
despite	despit	despite
having	have	having
been	been	been
used	use	used
in	in	in
at	at	at
least	least	least
two	two	two
wars	war	war
)	)	)
.	.	.

this	this	this
was	was	wa
true	true	true
,	,	,
>	>	>
since	sinc	since
neither	neither	neither
miller	miller	miller
nor	nor	nor
his	his	his
lawyer	lawyer	lawyer
appeared	appear	appeared
before	befor	before
the	the	the
court	court	court
.	.	.

did	did	did
they	they	they
or	or	or
did	did	did
they	they	they
not	not	not
sustain	sustain	sustain
miller	miller	miller
'	'	'
s	s	s
conviction	convict	conviction
?	?	?

i	i	i
don	don	don
'	'	'
t	t	t
have	have	have
the	the	the
text	text	text
of	of	of
the	the	the
case	case	case
handy	handi	handy
.	.	.

yes	yes	yes
,	,	,
shotguns	shotgun	shotgun
had	had	had
been	been	been
used	use	used
in	in	in
wwi	wwi	wwi
,	,	,
the	the	the
spanish	spanish	spanish
-	-	-
american	american	american
war	war	war
,	,	,
and	and	and
the	the	the
us	us	u
civil	civil	civil
war	war	war
.	.	.

that	that	that
was	was	wa
not	not	not
in	in	in
question	question	question
.	.	.

the	the	the
possession	possess	possession
of	of	of
a	a	a
sawed	saw	sawed
-	-	-
off	off	off
shotgun	shotgun	shotgun
was	was	wa
,	,	,
i	i	i
.	.	.
e	e	e
.	.	.
,	,	,
a	a	a
weapon	weapon	weapon
altered	alter	altered
to	to	to
improve	improv	improve
concealibility	conceal	concealibility
.	.	.

>	>	>
>	>	>
therefore	therefor	therefore
,	,	,
us	us	u
vs	vs	v
.	.	.

miller	miller	miller
supports	support	support
limited	limit	limited
government	govern	government
regulation	regul	regulation
of	of	of

>	>	>
>	>	>
firearms	firearm	firearm
.	.	.

>	>	>

>	>	>
don	don	don
'	'	'
t	t	t
go	go	go
arguing	argu	arguing
down	down	down
this	this	this
road	road	road
unless	unless	unless
you	you	you
are	are	are
willing	will	willing
to	to	to
abide	abid	abide
by	by	by

>	>	>
the	the	the
consequences	consequ	consequence
that	that	that
you	you	you
find	find	find
at	at	at
the	the	the
end	end	end
of	of	of
it	it	it
-	-	-
-	-	-
mainly	main	mainly
,	,	,
that	that	that
the	the	the

>	>	>
law	law	law
-	-	-
abiding	abid	abiding
common	common	common
man	man	man
has	has	ha
a	a	a
right	right	right
to	to	to
own	own	own
any	ani	any
weapon	weapon	weapon
that	that	that
has	has	ha
a	a	a
militia	militia	militia

>	>	>
purpose	purpos	purpose
,	,	,
from	from	from
handguns	handgun	handgun
to	to	to
sawed	saw	sawed
-	-	-
off	off	off
shotguns	shotgun	shotgun
and	and	and
fully	fulli	fully
automatic	automat	automatic
weapons	weapon	weapon
.	.	.

>	>	>
that	that	that
,	,	,
in	in	in
fact	fact	fact
,	,	,
is	is	is
what	what	what
this	this	this
decision	decis	decision
says	say	say
.	.	.

you	you	you
are	are	are
free	free	free
to	to	to
produce	produc	produce
evidence	evid	evidence
that	that	that
i	i	i
'	'	'
m	m	m
not	not	not
willing	will	willing
to	to	to
abide	abid	abide
with	with	with
all	all	all
the	the	the
implications	implic	implication
of	of	of
this	this	this
.	.	.

just	just	just
because	becaus	because
i	i	i
don	don	don
'	'	'
t	t	t
whole	whole	whole
-	-	-
heartedly	heart	heartedly
endorse	endors	endorse
the	the	the
nra	nra	nra
position	posit	position
does	doe	doe
not	not	not
mean	mean	mean
that	that	that
i	i	i
oppose	oppos	oppose
the	the	the
rkba	rkba	rkba
.	.	.

this	this	this
attitude	attitud	attitude
is	is	is
what	what	what
makes	make	make
the	the	the
nra	nra	nra
unpopular	unpopular	unpopular
.	.	.

-	-	-
-	-	-
stephen	stephen	stephen
graham	graham	graham
