from	from	from
:	:	:
hadcrjam@admin.uh.edu	hadcrjam@admin.uh.edu	hadcrjam@admin.uh.edu
(	(	(
miller	miller	miller
,	,	,
jimmy	jimmi	jimmy
a	a	a
.	.	.
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
atf	atf	atf
burns	burn	burn
dividian	dividian	dividian
ranch	ranch	ranch
!	!	!

no	no	no
survivors	survivor	survivor
!	!	!
!	!	!
!	!	!

organization	organ	organization
:	:	:
university	univers	university
of	of	of
houston	houston	houston
administrative	administr	administrative
computing	comput	computing

lines	line	line
:	:	:
44	44	44

distribution	distribut	distribution
:	:	:
world	world	world

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
uhad2	uhad2	uhad2
.	.	.
admin	admin	admin
.	.	.
uh	uh	uh
.	.	.
edu	edu	edu

x	x	x
-	-	-
news	news	news
-	-	-
reader	reader	reader
:	:	:
vms	vms	vms
news	news	news
1	1	1
.	.	.
24	24	24

in	in	in
-	-	-
reply	repli	reply
-	-	-
to	to	to
:	:	:
mikey@ccwf.cc.utexas.edu	mikey@ccwf.cc.utexas.edu	mikey@ccwf.cc.utexas.edu
'	'	'
s	s	s
message	messag	message
of	of	of
21	21	21
apr	apr	apr
1993	1993	1993
02	02	02
:	:	:
42	42	42
:	:	:
37	37	37
gmt	gmt	gmt

in	in	in
<	<	<
1r2cat	1r2cat	1r2cat
$	$	$
5a9@geraldo.cc.utexas.edu	5a9@geraldo.cc.utexas.edu	5a9@geraldo.cc.utexas.edu
>	>	>
mikey@ccwf.cc.utexas.edu	mikey@ccwf.cc.utexas.edu	mikey@ccwf.cc.utexas.edu
writes	write	writes
:	:	:

>	>	>
cdt@sw.stratus.com	cdt@sw.stratus.com	cdt@sw.stratus.com
(	(	(
c	c	c
.	.	.
d	d	d
.	.	.
tavares	tavar	tavares
)	)	)
writes	write	writes
:	:	:

>	>	>
:	:	:
mfrhein@wpi.wpi.edu	mfrhein@wpi.wpi.edu	mfrhein@wpi.wpi.edu
(	(	(
michael	michael	michael
frederick	frederick	frederick
rhein	rhein	rhein
)	)	)
