from	from	from
:	:	:
hambidge@bms.com	hambidge@bms.com	hambidge@bms.com

subject	subject	subject
:	:	:
re	re	re
:	:	:
gun	gun	gun
control	control	control
(	(	(
was	was	wa
re	re	re
:	:	:
we	we	we
'	'	'
re	re	re
mad	mad	mad
as	as	a
hell	hell	hell
at	at	at
the	the	the
tv	tv	tv
news	news	news
)	)	)

reply	repli	reply
-	-	-
to	to	to
:	:	:
hambidge@bms.com	hambidge@bms.com	hambidge@bms.com

organization	organ	organization
:	:	:
bristol	bristol	bristol
-	-	-
myers	myer	myers
squibb	squibb	squibb

distribution	distribut	distribution
:	:	:
na	na	na

lines	line	line
:	:	:
28	28	28

in	in	in
article	articl	article
<	<	<
c4tm1h.ecf@magpie.linknet.com	c4tm1h.ecf@magpie.linknet.com	c4tm1h.ecf@magpie.linknet.com
>	>	>
,	,	,
manes@magpie.linknet.com	manes@magpie.linknet.com	manes@magpie.linknet.com
(	(	(
steve	steve	steve
manes	mane	mane
)	)	)
writes	write	writes
:	:	:

>	>	>

>	>	>
for	for	for
chrissakes	chrissak	chrissakes
,	,	,
take	take	take
out	out	out
your	your	your
calculator	calcul	calculator
and	and	and
work	work	work
out	out	out
the	the	the
numbers	number	number
.	.	.

>	>	>
here	here	here
.	.	.
.	.	.
.	.	.

i	i	i
'	'	'
ve	ve	ve
preformatted	preformat	preformatted
them	them	them
for	for	for
you	you	you
to	to	to
make	make	make
it	it	it
easier	easier	easier
:	:	:

>	>	>

>	>	>
handgun	handgun	handgun
homicides	homicid	homicide
/	/	/
population	popul	population

>	>	>
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-

>	>	>
switzerland	switzerland	switzerland
:	:	:
24	24	24
/	/	/
6	6	6
,	,	,
350	350	350
,	,	,
000	000	000

>	>	>
uk	uk	uk
:	:	:
8	8	8
/	/	/
55	55	55
,	,	,
670	670	670
,	,	,
000	000	000

>	>	>

>	>	>
.	.	.
.	.	.
.	.	.
.	.	.

and	and	and
then	then	then
tell	tell	tell
me	me	me
again	again	again
how	how	how
switzerland	switzerland	switzerland
is	is	is
safer	safer	safer
with	with	with
a	a	a
more	more	more

>	>	>
liberal	liber	liberal
handgun	handgun	handgun
law	law	law
than	than	than
the	the	the
uk	uk	uk
is	is	is
without	without	without
.	.	.
.	.	.
.	.	.
by	by	by
rate	rate	rate
or	or	or
total	total	total
number	number	number
.	.	.

>	>	>
your	your	your
choice	choic	choice
.	.	.

please	pleas	please
,	,	,
pay	pay	pay
attention	attent	attention
.	.	.

i	i	i
,	,	,
and	and	and
others	other	others
,	,	,
were	were	were
referring	refer	referring
to	to	to
total	total	total
homicide	homicid	homicide
deaths	death	death
,	,	,
not	not	not
just	just	just
handgun	handgun	handgun
homicides	homicid	homicide
.	.	.

in	in	in
terms	term	term
of	of	of
how	how	how
likely	like	likely
are	are	are
you	you	you
to	to	to
be	be	be
killed	kill	killed
,	,	,
(	(	(
regardless	regardless	regardless
of	of	of
how	how	how
it	it	it
'	'	'
s	s	s
done	done	done
,	,	,
'	'	'
cause	caus	cause
dead	dead	dead
is	is	is
dead	dead	dead
)	)	)
,	,	,
the	the	the
uk	uk	uk
has	has	ha
a	a	a
higher	higher	higher
homicide	homicid	homicide
rate	rate	rate
.	.	.

period	period	period
.	.	.

you	you	you
are	are	are
more	more	more
likely	like	likely
to	to	to
be	be	be
killed	kill	killed
in	in	in
the	the	the
uk	uk	uk
than	than	than
in	in	in
switzerland	switzerland	switzerland
.	.	.

if	if	if
you	you	you
were	were	were
to	to	to
be	be	be
murdered	murder	murdered
with	with	with
a	a	a
handgun	handgun	handgun
,	,	,
then	then	then
yes	yes	yes
,	,	,
switzerland	switzerland	switzerland
has	has	ha
a	a	a
higher	higher	higher
rate	rate	rate
.	.	.

but	but	but
,	,	,
to	to	to
belabor	belabor	belabor
the	the	the
point	point	point
,	,	,
you	you	you
are	are	are
more	more	more
likely	like	likely
to	to	to
be	be	be
murdered	murder	murdered
in	in	in
the	the	the
uk	uk	uk
.	.	.

in	in	in
that	that	that
sense	sens	sense
,	,	,
the	the	the
weapon	weapon	weapon
is	is	is
irrelevant	irrelev	irrelevant
.	.	.

the	the	the
uk	uk	uk
is	is	is
more	more	more
violent	violent	violent
,	,	,
period	period	period
.	.	.

al	al	al

[	[	[
standard	standard	standard
disclaimer	disclaim	disclaimer
]	]	]

>	>	>
