from	from	from
:	:	:
umeister@hardy.u.washington.edu	umeister@hardy.u.washington.edu	umeister@hardy.u.washington.edu
(	(	(
starfleet	starfleet	starfleet
command	command	command
)	)	)

subject	subject	subject
:	:	:
256	256	256
color	color	color
drivers	driver	driver

article	articl	article
-	-	-
i	i	i
.	.	.
d	d	d
.	.	.
:	:	:
shelley	shelley	shelley
.	.	.
1r2p1pinnp6	1r2p1pinnp6	1r2p1pinnp6

reply	repli	reply
-	-	-
to	to	to
:	:	:
umeister@u.washington.edu	umeister@u.washington.edu	umeister@u.washington.edu

distribution	distribut	distribution
:	:	:
pnw	pnw	pnw

organization	organ	organization
:	:	:
university	univers	university
of	of	of
washington	washington	washington
,	,	,
seattle	seattl	seattle

lines	line	line
:	:	:
5	5	5

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
hardy	hardi	hardy
.	.	.
u	u	u
.	.	.
washington	washington	washington
.	.	.
edu	edu	edu

i	i	i
would	would	would
appreciate	appreci	appreciate
the	the	the
driver	driver	driver
name	name	name
from	from	from
cica	cica	cica
which	which	which
functions	function	function
as	as	a
a	a	a
256	256	256
color	color	color
driver	driver	driver
for	for	for
a	a	a
quadtel	quadtel	quadtel
video	video	video
card	card	card
.	.	.

the	the	the
type	type	type
of	of	of
chip	chip	chip
or	or	or
chipset	chipset	chipset
used	use	used
would	would	would
suffice	suffic	suffice
as	as	a
well	well	well
.	.	.

umeister@u.washington.edu	umeister@u.washington.edu	umeister@u.washington.edu
