from	from	from
:	:	:
venaas@flipper.pvv.unit.no	venaas@flipper.pvv.unit.no	venaas@flipper.pvv.unit.no
(	(	(
stig	stig	stig
venaas	venaa	venaas
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
can	can	can
'	'	'
t	t	t
write	write	write
to	to	to
720	720	720
floppy	floppi	floppy

organization	organ	organization
:	:	:
programvareverkstedet	programvareverkstedet	programvareverkstedet
-	-	-
unit	unit	unit

lines	line	line
:	:	:
31	31	31

in	in	in
article	articl	article
<	<	<
1qndvd	1qndvd	1qndvd
$	$	$
jhn@usenet.ins.cwru.edu	jhn@usenet.ins.cwru.edu	jhn@usenet.ins.cwru.edu
>	>	>
da416@cleveland.freenet.edu	da416@cleveland.freenet.edu	da416@cleveland.freenet.edu
(	(	(
andy	andi	andy
nicola	nicola	nicola
)	)	)
writes	write	writes
:	:	:

>	>	>

>	>	>
in	in	in
a	a	a
previous	previous	previous
article	articl	article
,	,	,
limagen@hpwala.wal.hp.com	limagen@hpwala.wal.hp.com	limagen@hpwala.wal.hp.com
(	(	(
)	)	)
says	say	say
:	:	:

>	>	>

>	>	>
>	>	>
ok	ok	ok
all	all	all
you	you	you
experts	expert	expert
!	!	!

>	>	>
>	>	>
need	need	need
answer	answer	answer
quick	quick	quick
.	.	.
386	386	386
machine	machin	machine
,	,	,
1	1	1
.	.	.
44	44	44
floppy	floppi	floppy
;	;	;
unable	unabl	unable
to	to	to
write	write	write
to	to	to
a	a	a
formated	format	formated

>	>	>
>	>	>
720	720	720
disk	disk	disk
.	.	.
machine	machin	machine
claims	claim	claim
that	that	that
disk	disk	disk
is	is	is
write	write	write
protected	protect	protected
,	,	,
but	but	but
it	it	it
is	is	is
not	not	not
.	.	.

>	>	>
>	>	>

>	>	>
>	>	>
note	note	note
:	:	:
it	it	it
'	'	'
ll	ll	ll
read	read	read
720	720	720
'	'	'
s	s	s
with	with	with
no	no	no
problem	problem	problem
.	.	.

>	>	>
>	>	>

>	>	>
>	>	>
please	pleas	please
e_mail	e_mail	e_mail
or	or	or
post	post	post
.	.	.

>	>	>
>	>	>

>	>	>
>	>	>

>	>	>
>	>	>

>	>	>
>	>	>

>	>	>
if	if	if
the	the	the
disk	disk	disk
is	is	is
not	not	not
an	an	an
hd	hd	hd
-	-	-
type	type	type
disk	disk	disk
,	,	,
i	i	i
.	.	.
e	e	e
.	.	.
with	with	with
the	the	the
extra	extra	extra
hole	hole	hole
in	in	in
the	the	the
case	case	case

>	>	>
opposite	opposit	opposite
the	the	the
normal	normal	normal
write	write	write
protect	protect	protect
hole	hole	hole
,	,	,
the	the	the
drive	drive	drive
will	will	will
not	not	not
write	write	write
to	to	to
the	the	the

>	>	>
disk	disk	disk
.	.	.

you	you	you
can	can	can
punch	punch	punch
a	a	a
similar	similar	similar
hole	hole	hole
with	with	with
whatever	whatev	whatever
is	is	is
handy	handi	handy
or	or	or
buy	buy	buy
a	a	a
small	small	small

>	>	>
device	devic	device
,	,	,
a	a	a
square	squar	square
hole	hole	hole
puncher	puncher	puncher
,	,	,
for	for	for
about	about	about
$	$	$
19	19	19
.	.	.
95	95	95
.	.	.
.	.	.
.	.	.
see	see	see
the	the	the
back	back	back
pages	page	page
of	of	of

>	>	>
computer	comput	computer
shopper	shopper	shopper
magazine	magazin	magazine
for	for	for
it	it	it
.	.	.

>	>	>

>	>	>
to	to	to
be	be	be
brief	brief	brief
,	,	,
make	make	make
the	the	the
hole	hole	hole
any	ani	any
way	way	way
you	you	you
can	can	can
or	or	or
no	no	no
writing	write	writing
!	!	!

>	>	>

>	>	>
-	-	-
-	-	-

>	>	>
andy	andi	andy
nicola	nicola	nicola

>	>	>

of	of	of
course	cours	course
you	you	you
should	should	should
be	be	be
able	abl	able
to	to	to
write	write	write
a	a	a
dd	dd	dd
720kb	720kb	720kb
disk	disk	disk
without	without	without
making	make	making
any	ani	any
holes	hole	hole
.	.	.

stig	stig	stig
