from	from	from
:	:	:
bss_brucep@vd.seqeb.gov.au	bss_brucep@vd.seqeb.gov.au	bss_brucep@vd.seqeb.gov.au
(	(	(
bruce	bruce	bruce
powell	powel	powell
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
esdi	esdi	esdi
with	with	with
ide	ide	ide
?	?	?
?	?	?
?	?	?

-	-	-
-	-	-
yes	yes	yes
it	it	it
should	should	should
be	be	be
possible	possibl	possible
,	,	,
organization	organ	organization
:	:	:
south	south	south
east	east	east
queensland	queensland	queensland
electricity	electr	electricity
board	board	board
lines	line	line
:	:	:
27	27	27

in	in	in
article	articl	article
<	<	<
1993apr16.033802.6605@monu6.cc.monash.edu.au	1993apr16.033802.6605@monu6.cc.monash.edu.au	1993apr16.033802.6605@monu6.cc.monash.edu.au
>	>	>
,	,	,
els390r@fawlty1.eng.monash.edu.au	els390r@fawlty1.eng.monash.edu.au	els390r@fawlty1.eng.monash.edu.au
(	(	(
g	g	g
chow	chow	chow
)	)	)
writes	write	writes
:	:	:

>	>	>
in	in	in
article	articl	article
<	<	<
1qegfd	1qegfd	1qegfd
$	$	$
dqi@wsinis03.info.win.tue.nl	dqi@wsinis03.info.win.tue.nl	dqi@wsinis03.info.win.tue.nl
>	>	>
monty@wsinis03.info.win.tue.nl	monty@wsinis03.info.win.tue.nl	monty@wsinis03.info.win.tue.nl
(	(	(
guido	guido	guido
leenders	leender	leenders
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
hi	hi	hi
,	,	,
>	>	>
>	>	>

>	>	>
>	>	>
is	is	is
it	it	it
possible	possibl	possible
to	to	to
use	use	use
an	an	an
esdi	esdi	esdi
-	-	-
controller	control	controller
with	with	with
hdd	hdd	hdd
together	togeth	together
with	with	with
an	an	an

>	>	>
>	>	>
ide	ide	ide
-	-	-
harddisk	harddisk	harddisk
+	+	+
controller	control	controller
in	in	in
one	one	one
isa	isa	isa
-	-	-
system	system	system
?	?	?

>	>	>
>	>	>

>	>	>
>	>	>
i	i	i
'	'	'
ve	ve	ve
read	read	read
stuff	stuff	stuff
about	about	about
secondary	secondari	secondary
controllers	control	controller
.	.	.

does	doe	doe
this	this	this
trick	trick	trick
work	work	work
?	?	?

>	>	>
>	>	>

>	>	>
>	>	>
thanx	thanx	thanx
in	in	in
advance	advanc	advance
,	,	,
>	>	>
>	>	>

>	>	>
>	>	>
guido	guido	guido

>	>	>
>	>	>
monty@win.tue.nl	monty@win.tue.nl	monty@win.tue.nl

>	>	>

>	>	>
i	i	i
have	have	have
the	the	the
same	same	same
question	question	question
as	as	a
guido	guido	guido
.	.	.

it	it	it
is	is	is
possible	possibl	possible
to	to	to
use	use	use
the	the	the
esdi	esdi	esdi
drive	drive	drive

>	>	>
as	as	a
a	a	a
master	master	master
and	and	and
the	the	the
ide	ide	ide
drive	drive	drive
as	as	a
the	the	the
slave	slave	slave
?	?	?

i	i	i
can	can	can
definitily	definitili	definitily
say	say	say
that	that	that
you	you	you
can	can	can
use	use	use
an	an	an
rll	rll	rll
as	as	a
master	master	master
and	and	and
ide	ide	ide
as	as	a
slave	slave	slave
,	,	,
as	as	a
i	i	i
have	have	have
just	just	just
upgraded	upgrad	upgraded
my	my	my
machine	machin	machine
with	with	with
a	a	a
200mb	200mb	200mb
ide	ide	ide
(	(	(
and	and	and
custom	custom	custom
controller	control	controller
mdl	mdl	mdl
ci	ci	ci
-	-	-
1010	1010	1010
extended	extend	extended
ide	ide	ide
controller	control	controller
)	)	)
while	while	while
maintaining	maintain	maintaining
my	my	my
rll	rll	rll
'	'	'
d	d	d
wren	wren	wren
as	as	a
master	master	master
drive	drive	drive
.	.	.

the	the	the
trick	trick	trick
is	is	is
the	the	the
controller	control	controller
which	which	which
supports	support	support
up	up	up
to	to	to
4	4	4
ide	ide	ide
drives	drive	drive
while	while	while
coexisting	coexist	coexisting
with	with	with
existing	exist	existing
controllers	control	controller
(	(	(
mfm	mfm	mfm
,	,	,
rll	rll	rll
,	,	,
esdi	esdi	esdi
,	,	,
scsi	scsi	scsi
)	)	)
.	.	.

so	so	so
according	accord	according
to	to	to
the	the	the
documentation	document	documentation
it	it	it
should	should	should
work	work	work
with	with	with
esdi	esdi	esdi
,	,	,
and	and	and
i	i	i
can	can	can
assure	assur	assure
you	you	you
it	it	it
works	work	work
with	with	with
rll	rll	rll
.	.	.

bruce	bruce	bruce
powell	powel	powell
email	email	email
:	:	:
bss_brucep@vd.seqeb.gov.au	bss_brucep@vd.seqeb.gov.au	bss_brucep@vd.seqeb.gov.au
