from	from	from
:	:	:
clj@ksr.com	clj@ksr.com	clj@ksr.com
(	(	(
chris	chris	chris
jones	jone	jones
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
proton	proton	proton
/	/	/
centaur	centaur	centaur
?	?	?

reply	repli	reply
-	-	-
to	to	to
:	:	:
clj@ksr.com	clj@ksr.com	clj@ksr.com
(	(	(
chris	chris	chris
jones	jone	jones
)	)	)

organization	organ	organization
:	:	:
kendall	kendal	kendall
square	squar	square
research	research	research
corp	corp	corp

lines	line	line
:	:	:
20	20	20

in	in	in
-	-	-
reply	repli	reply
-	-	-
to	to	to
:	:	:
prb@access.digex.com	prb@access.digex.com	prb@access.digex.com
(	(	(
pat	pat	pat
)	)	)

in	in	in
article	articl	article
<	<	<
1r2aii	1r2aii	1r2aii
$	$	$
ivs@access.digex.net	ivs@access.digex.net	ivs@access.digex.net
>	>	>
,	,	,
prb	prb	prb
@	@	@
access	access	access
(	(	(
pat	pat	pat
)	)	)
writes	write	writes
:	:	:

>	>	>
in	in	in
article	articl	article
<	<	<
1993apr20.211638.168730@zeus.calpoly.edu	1993apr20.211638.168730@zeus.calpoly.edu	1993apr20.211638.168730@zeus.calpoly.edu
>	>	>
jgreen@trumpet.calpoly.edu	jgreen@trumpet.calpoly.edu	jgreen@trumpet.calpoly.edu
(	(	(
james	jame	james
thomas	thoma	thomas
green	green	green
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
has	has	ha
anyone	anyon	anyone
looked	look	looked
into	into	into
the	the	the
possiblity	possibl	possiblity
of	of	of
a	a	a
proton	proton	proton
/	/	/
centaur	centaur	centaur
combo	combo	combo
?	?	?

>	>	>

>	>	>
i	i	i
don	don	don
'	'	'
t	t	t
know	know	know
a	a	a
whole	whole	whole
lot	lot	lot
on	on	on
proton	proton	proton
,	,	,
but	but	but
given	given	given
that	that	that
it	it	it
is	is	is
a	a	a
multi	multi	multi
stage	stage	stage

>	>	>
rocket	rocket	rocket
,	,	,
up	up	up
to	to	to
4	4	4
stages	stage	stage
,	,	,
it	it	it
may	may	may
not	not	not
really	realli	really
need	need	need
the	the	the
centaur	centaur	centaur
,	,	,
plus	plus	plus

>	>	>
it	it	it
may	may	may
end	end	end
up	up	up
seriously	serious	seriously
beating	beat	beating
on	on	on
said	said	said
centaur	centaur	centaur
.	.	.

the	the	the
proton	proton	proton
has	has	ha
been	been	been
used	use	used
in	in	in
2	2	2
,	,	,
3	3	3
,	,	,
and	and	and
4	4	4
stage	stage	stage
versions	version	version
.	.	.

the	the	the
two	two	two
stage	stage	stage
version	version	version
was	was	wa
used	use	used
for	for	for
the	the	the
first	first	first
3	3	3
launches	launch	launch
,	,	,
while	while	while
the	the	the
3	3	3
and	and	and
4	4	4
stage	stage	stage
versions	version	version
are	are	are
used	use	used
today	today	today
.	.	.

the	the	the
four	four	four
stage	stage	stage
version	version	version
is	is	is
used	use	used
mostly	most	mostly
for	for	for
escape	escap	escape
(	(	(
and	and	and
geosynchronous	geosynchron	geosynchronous
?	?	?
)	)	)
orbits	orbit	orbit
,	,	,
while	while	while
the	the	the
3	3	3
stage	stage	stage
version	version	version
is	is	is
used	use	used
for	for	for
low	low	low
earth	earth	earth
orbits	orbit	orbit
.	.	.

since	sinc	since
this	this	this
is	is	is
the	the	the
version	version	version
that	that	that
launched	launch	launched
mir	mir	mir
and	and	and
the	the	the
salyuts	salyut	salyut
(	(	(
and	and	and
the	the	the
add	add	add
-	-	-
on	on	on
modules	modul	module
for	for	for
mir	mir	mir
)	)	)
,	,	,
as	as	a
long	long	long
as	as	a
centaur	centaur	centaur
is	is	is
smaller	smaller	smaller
than	than	than
mir	mir	mir
(	(	(
which	which	which
i	i	i
believe	believ	believe
it	it	it
is	is	is
)	)	)
,	,	,
it	it	it
should	should	should
fit	fit	fit
under	under	under
the	the	the
shroud	shroud	shroud
.	.	.

i	i	i
vaguely	vagu	vaguely
recall	recal	recall
that	that	that
the	the	the
russians	russian	russian
are	are	are
developing	develop	developing
a	a	a
lh2	lh2	lh2
/	/	/
lox	lox	lox
upper	upper	upper
stage	stage	stage
for	for	for
the	the	the
proton	proton	proton
.	.	.

-	-	-
-	-	-
chris	chris	chris
jones	jone	jones
clj@ksr.com	clj@ksr.com	clj@ksr.com
