from	from	from
:	:	:
robert.desonia@hal9k.ann-arbor.mi.us	robert.desonia@hal9k.ann-arbor.mi.us	robert.desonia@hal9k.ann-arbor.mi.us
(	(	(
robert	robert	robert
desonia	desonia	desonia
)	)	)

subject	subject	subject
:	:	:
a	a	a
/	/	/
d	d	d
board	board	board
bus	bus	bus
speed	speed	speed
probl	probl	probl

distribution	distribut	distribution
:	:	:
world	world	world

organization	organ	organization
:	:	:
hal	hal	hal
9000	9000	9000
bbs	bbs	bb
,	,	,
w	w	w
-	-	-
net	net	net
hq	hq	hq
,	,	,
ann	ann	ann
arbor	arbor	arbor
,	,	,
michigan	michigan	michigan
,	,	,
usa	usa	usa

reply	repli	reply
-	-	-
to	to	to
:	:	:
robert.desonia@hal9k.ann-arbor.mi.us	robert.desonia@hal9k.ann-arbor.mi.us	robert.desonia@hal9k.ann-arbor.mi.us
(	(	(
robert	robert	robert
desonia	desonia	desonia
)	)	)

lines	line	line
:	:	:
39	39	39

c	c	c
>	>	>
hi	hi	hi
:	:	:
c	c	c
>	>	>
i	i	i
have	have	have
a	a	a
486dx2	486dx2	486dx2
-	-	-
66mhz	66mhz	66mhz
computer	comput	computer
to	to	to
use	use	use
with	with	with
an	an	an
a	a	a
/	/	/
d	d	d
board	board	board
c	c	c
>	>	>
for	for	for
data	data	data
acquisition	acquisit	acquisition
on	on	on
an	an	an
at	at	at
bus	bus	bus
.	.	.
.	.	.
.	.	.
i	i	i
'	'	'
m	m	m
having	have	having
problems	problem	problem
.	.	.

c	c	c
>	>	>
the	the	the
at	at	at
bus	bus	bus
runs	run	run
at	at	at
12	12	12
.	.	.
5	5	5
mhz	mhz	mhz
-	-	-
correct	correct	correct
?	?	?

so	so	so
there	there	there
should	should	should
c	c	c
>	>	>
be	be	be
no	no	no
bus	bus	bus
speed	speed	speed
conflict	conflict	conflict
.	.	.

but	but	but
i	i	i
read	read	read
somewhere	somewher	somewhere
that	that	that
the	the	the
c	c	c
>	>	>
new	new	new
486dx2	486dx2	486dx2
-	-	-
66	66	66
mhz	mhz	mhz
cpu	cpu	cpu
runs	run	run
on	on	on
a	a	a
33	33	33
mhz	mhz	mhz
bus	bus	bus
-	-	-
is	is	is
that	that	that
for	for	for
c	c	c
>	>	>
the	the	the
local	local	local
bus	bus	bus
or	or	or
the	the	the
at	at	at
bus	bus	bus
also	also	also
-	-	-
if	if	if
so	so	so
then	then	then
i	i	i
have	have	have
a	a	a
problem	problem	problem
.	.	.

c	c	c
>	>	>
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
c	c	c
>	>	>
when	when	when
i	i	i
run	run	run
on	on	on
non	non	non
-	-	-
turbo	turbo	turbo
-	-	-
mode	mode	mode
the	the	the
speed	speed	speed
goes	goe	go
to	to	to
8	8	8
mhz	mhz	mhz
and	and	and
the	the	the
c	c	c
>	>	>
a	a	a
/	/	/
d	d	d
doesn	doesn	doesn
'	'	'
t	t	t
work	work	work
.	.	.

please	pleas	please
mail	mail	mail
your	your	your
views	view	view
!	!	!

thanks	thank	thanks
.	.	.

c	c	c
>	>	>
vincent	vincent	vincent
c	c	c
>	>	>
cyl5@musica.mcgill.ca	cyl5@musica.mcgill.ca	cyl5@musica.mcgill.ca
c	c	c
>	>	>

the	the	the
standard	standard	standard
at	at	at
bus	bus	bus
(	(	(
isa	isa	isa
)	)	)
runs	run	run
at	at	at
8mhz	8mhz	8mhz
,	,	,
not	not	not
12	12	12
.	.	.
5	5	5
mhz	mhz	mhz
,	,	,
but	but	but
some	some	some
non	non	non
-	-	-
stnadard	stnadard	stnadard
isa	isa	isa
buses	buse	bus
do	do	do
have	have	have
higher	higher	higher
clock	clock	clock
rates	rate	rate
,	,	,
but	but	but
be	be	be
careful	care	careful
,	,	,
since	sinc	since
some	some	some
boards	board	board
don	don	don
'	'	'
t	t	t
work	work	work
with	with	with
faster	faster	faster
than	than	than
standard	standard	standard
rates	rate	rate
.	.	.

for	for	for
instance	instanc	instance
,	,	,
my	my	my
486	486	486
has	has	ha
adjustable	adjust	adjustable
at	at	at
bus	bus	bus
speeds	speed	speed
,	,	,
and	and	and
my	my	my
pas16	pas16	pas16
audio	audio	audio
card	card	card
chokes	choke	choke
when	when	when
i	i	i
do	do	do
ad	ad	ad
data	data	data
acquisition	acquisit	acquisition
with	with	with
a	a	a
bus	bus	bus
speed	speed	speed
faster	faster	faster
than	than	than
10mhz	10mhz	10mhz
.	.	.

the	the	the
fact	fact	fact
that	that	that
non	non	non
-	-	-
turbo	turbo	turbo
-	-	-
mode	mode	mode
speed	speed	speed
a	a	a
/	/	/
d	d	d
doesn	doesn	doesn
'	'	'
t	t	t
work	work	work
is	is	is
weird	weird	weird
.	.	.

you	you	you
may	may	may
have	have	have
a	a	a
motherboard	motherboard	motherboard
with	with	with
a	a	a
