from	from	from
:	:	:
golchowy@alchemy.chem.utoronto.ca	golchowy@alchemy.chem.utoronto.ca	golchowy@alchemy.chem.utoronto.ca
(	(	(
gerald	gerald	gerald
olchowy	olchowi	olchowy
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
stan	stan	stan
fischler	fischler	fischler
,	,	,
4	4	4
/	/	/
16	16	16
(	(	(
keenan	keenan	keenan
stuff	stuff	stuff
!	!	!
)	)	)

organization	organ	organization
:	:	:
university	univers	university
of	of	of
toronto	toronto	toronto
chemistry	chemistri	chemistry
department	depart	department

lines	line	line
:	:	:
16	16	16

in	in	in
article	articl	article
<	<	<
1993apr17.015225.29031@news.columbia.edu	1993apr17.015225.29031@news.columbia.edu	1993apr17.015225.29031@news.columbia.edu
>	>	>
gld@cunixb.cc.columbia.edu	gld@cunixb.cc.columbia.edu	gld@cunixb.cc.columbia.edu
(	(	(
gary	gari	gary
l	l	l
dare	dare	dare
)	)	)
writes	write	writes
:	:	:

>	>	>

>	>	>
*	*	*
the	the	the
oilers	oiler	oiler
will	will	will
charge	charg	charge
to	to	to
eat	eat	eat
in	in	in
the	the	the
press	press	press
room	room	room
next	next	next
year	year	year
.	.	.

>	>	>

there	there	there
was	was	wa
an	an	an
article	articl	article
in	in	in
one	one	one
of	of	of
the	the	the
toronto	toronto	toronto
papers	paper	paper
about	about	about
this	this	this
a	a	a
few	few	few
months	month	month
ago	ago	ago
.	.	.
.	.	.
.	.	.
probably	probabl	probably
the	the	the
globe	globe	globe
and	and	and
mail	mail	mail
.	.	.
.	.	.
.	.	.

.	.	.
.	.	.
.	.	.
any	ani	any
ethical	ethic	ethical
"	"	"
journalist	journalist	journalist
"	"	"
,	,	,
even	even	even
a	a	a
sports	sport	sport
journalist	journalist	journalist
should	should	should
not	not	not
accept	accept	accept
free	free	free
meals	meal	meal
from	from	from
a	a	a
team	team	team
in	in	in
any	ani	any
case	case	case
,	,	,
which	which	which
was	was	wa
the	the	the
one	one	one
of	of	of
the	the	the
points	point	point
the	the	the
article	articl	article
was	was	wa
making	make	making
.	.	.

admittdly	admittd	admittdly
,	,	,
most	most	most
sports	sport	sport
reporting	report	reporting
is	is	is
mostly	most	mostly
with	with	with
any	ani	any
ethical	ethic	ethical
standards	standard	standard
.	.	.
.	.	.
.	.	.

gerald	gerald	gerald
