from	from	from
:	:	:
holger.ohlwein@ap.mchp.sni.de	holger.ohlwein@ap.mchp.sni.d	holger.ohlwein@ap.mchp.sni.de
(	(	(
holger	holger	holger
ohlwein	ohlwein	ohlwein
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
wc	wc	wc
93	93	93
:	:	:
results	result	result
,	,	,
april	april	april
18	18	18

reply	repli	reply
-	-	-
to	to	to
:	:	:
holger.ohlwein@ap.mchp.sni.de	holger.ohlwein@ap.mchp.sni.d	holger.ohlwein@ap.mchp.sni.de
(	(	(
holger	holger	holger
ohlwein	ohlwein	ohlwein
)	)	)

organization	organ	organization
:	:	:
siemens	siemen	siemens
nixdorf	nixdorf	nixdorf
informationssysteme	informationssystem	informationssysteme
ag	ag	ag

lines	line	line
:	:	:
24	24	24

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
139	139	139
.	.	.
21	21	21
.	.	.
16	16	16
.	.	.
6	6	6

in	in	in
article	articl	article
<	<	<
1993apr21.085435.6895@ericsson.se	1993apr21.085435.6895@ericsson.s	1993apr21.085435.6895@ericsson.se
>	>	>
,	,	,
etxonss@ufsa.ericsson.se	etxonss@ufsa.ericsson.s	etxonss@ufsa.ericsson.se
(	(	(
staffan	staffan	staffan
axelsson	axelsson	axelsson
)	)	)
writes	write	writes
:	:	:

>	>	>
ok	ok	ok
,	,	,
i	i	i
forgot	forgot	forgot
the	the	the
czech	czech	czech
roster	roster	roster
at	at	at
home	home	home
yesterday	yesterday	yesterday
,	,	,
but	but	but
now	now	now
i	i	i
have	have	have
it	it	it
.	.	.

>	>	>
i	i	i
don	don	don
'	'	'
t	t	t
know	know	know
the	the	the
teams	team	team
for	for	for
all	all	all
players	player	player
,	,	,
so	so	so
i	i	i
would	would	would
appreciate	appreci	appreciate
if	if	if

>	>	>
you	you	you
guys	guy	guy
could	could	could
fill	fill	fill
in	in	in
the	the	the
blanks	blank	blank
for	for	for
me	me	me
(	(	(
especially	especi	especially
i	i	i
think	think	think
some	some	some

>	>	>
of	of	of
these	these	these
players	player	player
play	play	play
in	in	in
finland	finland	finland
)	)	)
.	.	.

>	>	>

>	>	>
the	the	the
czech	czech	czech
republic	republ	republic

>	>	>
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-

>	>	>

>	>	>
goaltenders	goaltend	goaltender
:	:	:
1	1	1
.	.	.

petr	petr	petr
briza	briza	briza
(	(	(
finland	finland	finland
somewhere	somewher	somewhere
,	,	,
right	right	right
?	?	?
)	)	)

signed	sign	signed
contract	contract	contract
for	for	for
ev	ev	ev
landshut	landshut	landshut
,	,	,
germany	germani	germany

for	for	for
the	the	the
1993	1993	1993
/	/	/
94	94	94
season	season	season

>	>	>
defense	defens	defense
:	:	:
3	3	3
.	.	.

leo	leo	leo
gudas	guda	gudas
?	?	?

ec	ec	ec
hedos	hedo	hedos
muenchen	muenchen	muenchen
,	,	,
germany	germani	germany

since	sinc	since
1992	1992	1992
.	.	.

holger	holger	holger

-	-	-
-	-	-
s	s	s
i	i	i
e	e	e
m	m	m
e	e	e
n	n	n
s	s	s
holger	holger	holger
ohlwein	ohlwein	ohlwein
ap153	ap153	ap153
otto	otto	otto
-	-	-
hahn	hahn	hahn
-	-	-
ring	ring	ring
6    8000	6    8000	6    8000
muenchen	muenchen	muenchen
83	83	83

-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
tel	tel	tel
:	:	:
+	+	+
49 (89) 636-3746	49 (89) 636-3746	49 (89) 636-3746
email	email	email
:	:	:
holger.ohlwein@ap.mchp.sni.de	holger.ohlwein@ap.mchp.sni.d	holger.ohlwein@ap.mchp.sni.de
n	n	n
i	i	i
x	x	x
d	d	d
o	o	o
r	r	r
f	f	f
never	never	never
put	put	put
off	off	off
till	till	till
tomorrow	tomorrow	tomorrow
what	what	what
you	you	you
can	can	can
avoid	avoid	avoid
all	all	all
together	togeth	together
.	.	.
