from	from	from
:	:	:
franti@polaris.utu.fi	franti@polaris.utu.fi	franti@polaris.utu.fi
(	(	(
pasi	pasi	pasi
fr	fr	fr
{	{	{
nti	nti	nti
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
plus	plus	plus
minus	minus	minus
stat	stat	stat

organization	organ	organization
:	:	:
university	univers	university
of	of	of
turku	turku	turku
,	,	,
finland	finland	finland

lines	line	line
:	:	:
20	20	20

lor@cbnewsk.cb.att.com	lor@cbnewsk.cb.att.com	lor@cbnewsk.cb.att.com
(	(	(
edward	edward	edward
.	.	.
lor	lor	lor
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
player	player	player
:	:	:
points	point	point
:	:	:
+	+	+
/	/	/
-	-	-
subtraction	subtract	subtraction
:	:	:

>	>	>
>	>	>
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-

>	>	>
>	>	>
lemieux	lemieux	lemieux
157		 53	  -104	157		 53	  -104	157		 53	  -104

>	>	>
>	>	>
lafontaine	lafontain	lafontaine
145		 13	  -132	145		 13	  -132	145		 13	  -132

>	>	>
>	>	>
oates	oat	oates
141		 12	  -129	141		 12	  -129	141		 12	  -129

>	>	>
>	>	>
yzerman	yzerman	yzerman
138		 33	  -105	138		 33	  -105	138		 33	  -105

>	>	>
>	>	>
selanne	selann	selanne
137		  8	  -129	137		  8	  -129	137		  8	  -129

>	>	>
this	this	this
is	is	is
wrong	wrong	wrong
.	.	.

among	among	among
lemieux	lemieux	lemieux
'	'	'
s	s	s
157	157	157
points	point	point
,	,	,
we	we	we
do	do	do
not	not	not
know	know	know
how	how	how
many	mani	many

>	>	>
are	are	are
power	power	power
play	play	play
points	point	point
.	.	.

we	we	we
may	may	may
be	be	be
able	abl	able
to	to	to
find	find	find
out	out	out
how	how	how
many	mani	many
pp	pp	pp
goal	goal	goal
he	he	he

>	>	>
scored	score	scored
,	,	,
but	but	but
not	not	not
how	how	how
many	mani	many
pp	pp	pp
assist	assist	assist
he	he	he
accumulated	accumul	accumulated
.	.	.

we	we	we
also	also	also
don	don	don
'	'	'
t	t	t
know	know	know

>	>	>
the	the	the
#	#	#
times	time	time
he	he	he
was	was	wa
on	on	on
the	the	the
ice	ice	ice
but	but	but
not	not	not
credited	credit	credited
on	on	on
the	the	the
goals	goal	goal
the	the	the
pens	pen	pen

>	>	>
scored	score	scored
.	.	.

that	that	that
is	is	is
what	what	what
my	my	my
point	point	point
really	realli	really
was	was	wa
.	.	.

there	there	there
is	is	is
not	not	not
straight	straight	straight
dependency	depend	dependency
between	between	between
the	the	the
+	+	+
/	/	/
-	-	-
and	and	and
scored	score	scored
points	point	point
.	.	.

apparently	appar	apparently
most	most	most
of	of	of
the	the	the
netters	netter	netters
have	have	have
realized	realiz	realized
it	it	it
by	by	by
themselves	themselv	themselves
.	.	.
