from	from	from
:	:	:
kkeller@mail.sas.upenn.edu	kkeller@mail.sas.upenn.edu	kkeller@mail.sas.upenn.edu
(	(	(
keith	keith	keith
keller	keller	keller
)	)	)

subject	subject	subject
:	:	:
playoff	playoff	playoff
pool	pool	pool

organization	organ	organization
:	:	:
university	univers	university
of	of	of
pennsylvania	pennsylvania	pennsylvania
,	,	,
school	school	school
of	of	of
arts	art	art
and	and	and
sciences	scienc	science

lines	line	line
:	:	:
30	30	30

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
mail	mail	mail
.	.	.
sas	sas	sa
.	.	.
upenn	upenn	upenn
.	.	.
edu	edu	edu

well	well	well
,	,	,
i	i	i
looked	look	looked
at	at	at
the	the	the
scoring	score	scoring
plan	plan	plan
i	i	i
had	had	had
,	,	,
and	and	and
have	have	have
decided	decid	decided
to	to	to
modify	modifi	modify
it	it	it
.	.	.

here	here	here
is	is	is
the	the	the
new	new	new
,	,	,
finalized	final	finalized
scoring	score	scoring
:	:	:

pick	pick	pick
1st	1st	1st
round	round	round
winner	winner	winner
,	,	,
way	way	way
off	off	off
on	on	on
games	game	game
:	:	:
2	2	2

"	"	"
"	"	"
"	"	"
"	"	"
pick	pick	pick
within	within	within
one	one	one
game	game	game
:	:	:
3	3	3

"	"	"
"	"	"
"	"	"
"	"	"
pick	pick	pick
exact	exact	exact
games	game	game
:	:	:
4	4	4

pick	pick	pick
2nd	2nd	2nd
round	round	round
winner	winner	winner
,	,	,
way	way	way
off	off	off
on	on	on
games	game	game
:	:	:
4	4	4

"	"	"
"	"	"
"	"	"
"	"	"
pick	pick	pick
within	within	within
one	one	one
game	game	game
:	:	:
5	5	5

"	"	"
"	"	"
"	"	"
"	"	"
pick	pick	pick
exact	exact	exact
games	game	game
:	:	:
7	7	7

pick	pick	pick
conference	confer	conference
champ	champ	champ
,	,	,
way	way	way
off	off	off
on	on	on
games	game	game
:	:	:
7	7	7

"	"	"
"	"	"
"	"	"
pick	pick	pick
within	within	within
one	one	one
game	game	game
:	:	:
10	10	10

"	"	"
"	"	"
"	"	"
pick	pick	pick
exact	exact	exact
games	game	game
:	:	:
13	13	13

pick	pick	pick
stanley	stanley	stanley
cup	cup	cup
winner	winner	winner
,	,	,
way	way	way
off	off	off
on	on	on
games	game	game
:	:	:
13	13	13

"	"	"
"	"	"
"	"	"
"	"	"
pick	pick	pick
within	within	within
one	one	one
game	game	game
:	:	:
17	17	17

"	"	"
"	"	"
"	"	"
"	"	"
pick	pick	pick
exact	exact	exact
games	game	game
:	:	:
20	20	20
pick	pick	pick
loser	loser	loser
in	in	in
7	7	7
,	,	,
series	seri	series
goes	goe	go
7	7	7
:	:	:
2	2	2
pick	pick	pick
loser	loser	loser
in	in	in
7	7	7
,	,	,
game	game	game
7	7	7
decided	decid	decided
in	in	in
ot	ot	ot
:	:	:
4	4	4

these	these	these
are	are	are
now	now	now
final	final	final
.	.	.

anyone	anyon	anyone
needing	need	needing
a	a	a
copy	copi	copy
of	of	of
the	the	the
entry	entri	entry
sheet	sheet	sheet
,	,	,
email	email	email
me	me	me
at	at	at
the	the	the
address	address	address
below	below	below
.	.	.

-	-	-
-	-	-

keith	keith	keith
keller	keller	keller
let	let	let
'	'	'
s	s	s
go	go	go
rangers	ranger	ranger
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!

let	let	let
'	'	'
s	s	s
go	go	go
quakers	quaker	quaker
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!

kkeller@mail.sas.upenn.edu	kkeller@mail.sas.upenn.edu	kkeller@mail.sas.upenn.edu
ivy	ivi	ivy
league	leagu	league
champs	champ	champ
!	!	!
!	!	!
!	!	!
!	!	!

"	"	"
when	when	when
i	i	i
want	want	want
your	your	your
opinion	opinion	opinion
,	,	,
i	i	i
'	'	'
ll	ll	ll
give	give	give
it	it	it
to	to	to
you	you	you
.	.	.
"	"	"
