from	from	from
:	:	:
gld@cunixb.cc.columbia.edu	gld@cunixb.cc.columbia.edu	gld@cunixb.cc.columbia.edu
(	(	(
gary	gari	gary
l	l	l
dare	dare	dare
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
schedule	schedul	schedule
.	.	.
.	.	.
.	.	.

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
cunixb	cunixb	cunixb
.	.	.
cc	cc	cc
.	.	.
columbia	columbia	columbia
.	.	.
edu	edu	edu

reply	repli	reply
-	-	-
to	to	to
:	:	:
gld@cunixb.cc.columbia.edu	gld@cunixb.cc.columbia.edu	gld@cunixb.cc.columbia.edu
(	(	(
gary	gari	gary
l	l	l
dare	dare	dare
)	)	)

organization	organ	organization
:	:	:
phds	phds	phd
in	in	in
the	the	the
hall	hall	hall

lines	line	line
:	:	:
40	40	40

mre@teal.eng.sun.com	mre@teal.eng.sun.com	mre@teal.eng.sun.com
(	(	(
mike	mike	mike
eisler	eisler	eisler
)	)	)
writes	write	writes
:	:	:

>	>	>
gld@cunixb.cc.columbia.edu	gld@cunixb.cc.columbia.edu	gld@cunixb.cc.columbia.edu
(	(	(
gary	gari	gary
l	l	l
dare	dare	dare
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
i	i	i
can	can	can
'	'	'
t	t	t
believe	believ	believe
that	that	that
espn	espn	espn
is	is	is
making	make	making
sportschannel	sportschannel	sportschannel
america	america	america
look	look	look
good	good	good
.	.	.

>	>	>

>	>	>
but	but	but
only	onli	only
in	in	in
ny	ny	ny
,	,	,
nj	nj	nj
,	,	,
philadelphia	philadelphia	philadelphia
,	,	,
and	and	and
chicago	chicago	chicago
.	.	.

everywhere	everywher	everywhere
else	els	else
,	,	,
the	the	the
only	onli	only

>	>	>
reason	reason	reason
sportschannel	sportschannel	sportschannel
was	was	wa
available	avail	available
was	was	wa
for	for	for
local	local	local
baseball	basebal	baseball
broadcasts	broadcast	broadcast
.	.	.

yes	yes	yes
,	,	,
a	a	a
point	point	point
well	well	well
-	-	-
taken	taken	taken
.	.	.
.	.	.
.	.	.

