from	from	from
:	:	:
ragraca@vela.acs.oakland.edu	ragraca@vela.acs.oakland.edu	ragraca@vela.acs.oakland.edu
(	(	(
randy	randi	randy
a	a	a
.	.	.

graca	graca	graca
)	)	)
subject	subject	subject
:	:	:
re	re	re
:	:	:
wings	wing	wing
will	will	will
win	win	win
organization	organ	organization
:	:	:
oakland	oakland	oakland
university	univers	university
,	,	,
rochester	rochest	rochester
,	,	,
michigan	michigan	michigan
,	,	,
u	u	u
.	.	.
s	s	s
.	.	.
a	a	a
.	.	.
lines	line	line
:	:	:
47	47	47
nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
vela	vela	vela
.	.	.
acs	ac	ac
.	.	.
oakland	oakland	oakland
.	.	.
edu	edu	edu

gballent@hudson.uvic.ca	gballent@hudson.uvic.ca	gballent@hudson.uvic.ca
(	(	(
greg	greg	greg
ballentine	ballentin	ballentine
)	)	)
writes	write	writes
:	:	:

>	>	>
all	all	all
of	of	of
this	this	this
is	is	is
fine	fine	fine
.	.	.

i	i	i
never	never	never
said	said	said
that	that	that
murray	murray	murray
was	was	wa
a	a	a
bad	bad	bad
gm	gm	gm
.	.	.

i	i	i
merely	mere	merely
said	said	said

>	>	>
that	that	that
he	he	he
isn	isn	isn
'	'	'
t	t	t
the	the	the
best	best	best
gm	gm	gm
in	in	in
hockey	hockey	hockey
-	-	-
or	or	or
even	even	even
a	a	a
contender	contend	contender
for	for	for
that	that	that
honor	honor	honor
.	.	.

>	>	>
if	if	if
murray	murray	murray
is	is	is
as	as	a
great	great	great
as	as	a
you	you	you
claim	claim	claim
-	-	-
the	the	the
wings	wing	wing
would	would	would
have	have	have
won	won	won
the	the	the
stanley	stanley	stanley
cup	cup	cup

>	>	>
by	by	by
now	now	now
-	-	-
probably	probabl	probably
more	more	more
than	than	than
once	onc	once
.	.	.

if	if	if
he	he	he
was	was	wa
as	as	a
great	great	great
a	a	a
gm	gm	gm
as	as	a
you	you	you
claim	claim	claim

i	i	i
think	think	think
you	you	you
missed	miss	missed
one	one	one
of	of	of
my	my	my
points	point	point
there	there	there
.	.	.

it	it	it
takes	take	take
*	*	*
more	more	more
*	*	*
than	than	than
a	a	a
great	great	great
gm	gm	gm
to	to	to
win	win	win
a	a	a
stanley	stanley	stanley
cup	cup	cup
,	,	,
even	even	even
once	onc	once
.	.	.

some	some	some
of	of	of
the	the	the
guys	guy	guy
on	on	on
the	the	the
list	list	list
you	you	you
gave	gave	gave
earlier	earlier	earlier
never	never	never
won	won	won
one	one	one
.	.	.

i	i	i
agree	agre	agree
that	that	that
you	you	you
and	and	and
i	i	i
could	could	could
probably	probabl	probably
argue	argu	argue
back	back	back
and	and	and
forth	forth	forth
for	for	for
days	day	day
to	to	to
no	no	no
avail	avail	avail
about	about	about
who	who	who
is	is	is
the	the	the
best	best	best
gm	gm	gm
in	in	in
hockey	hockey	hockey
-	-	-
that	that	that
is	is	is
a	a	a
matter	matter	matter
of	of	of
opinion	opinion	opinion
,	,	,
and	and	and
who	who	who
is	is	is
to	to	to
say	say	say
my	my	my
opinion	opinion	opinion
is	is	is
any	ani	any
better	better	better
than	than	than
yours	your	yours
or	or	or
yours	your	yours
than	than	than
mine	mine	mine
?	?	?

but	but	but
the	the	the
point	point	point
of	of	of
my	my	my
*	*	*
original	origin	original
*	*	*
original	origin	original
post	post	post
(	(	(
if	if	if
not	not	not
well	well	well
stated	state	stated
)	)	)
was	was	wa
that	that	that
murray	murray	murray
has	has	ha
the	the	the
gm	gm	gm
abilities	abil	ability
but	but	but
not	not	not
the	the	the
coaching	coach	coaching
abilities	abil	ability
.	.	.

which	which	which
leads	lead	lead
to	to	to
below	below	below
:	:	:

>	>	>
and	and	and
he	he	he
was	was	wa
as	as	a
poor	poor	poor
a	a	a
coach	coach	coach
as	as	a
you	you	you
claim	claim	claim
-	-	-
he	he	he
would	would	would
have	have	have
been	been	been
intelligent	intellig	intelligent

>	>	>
enough	enough	enough
to	to	to
hire	hire	hire
the	the	the
coach	coach	coach
to	to	to
push	push	push
the	the	the
team	team	team
to	to	to
the	the	the
next	next	next
level	level	level
of	of	of
success	success	success
.	.	.

i	i	i
think	think	think
at	at	at
this	this	this
point	point	point
there	there	there
'	'	'
s	s	s
a	a	a
personal	person	personal
,	,	,
emotional	emot	emotional
element	element	element
involved	involv	involved
here	here	here
which	which	which
transcends	transcend	transcends
murray	murray	murray
'	'	'
s	s	s
logical	logic	logical
thought	thought	thought
.	.	.

as	as	a
outsiders	outsid	outsider
,	,	,
it	it	it
'	'	'
s	s	s
fine	fine	fine
for	for	for
us	us	u
to	to	to
say	say	say
,	,	,
"	"	"
he	he	he
should	should	should
hire	hire	hire
a	a	a
different	differ	different
coach	coach	coach
.	.	.
"	"	"
in	in	in
fact	fact	fact
,	,	,
he	he	he
has	has	ha
talked	talk	talked
about	about	about
doing	do	doing
so	so	so
in	in	in
the	the	the
past	past	past
.	.	.

but	but	but
,	,	,
the	the	the
