from	from	from
:	:	:
popovich@cs.columbia.edu	popovich@cs.columbia.edu	popovich@cs.columbia.edu
(	(	(
steve	steve	steve
popovich	popovich	popovich
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
truly	truli	truly
a	a	a
sad	sad	sad
day	day	day
for	for	for
hockey	hockey	hockey

in	in	in
-	-	-
reply	repli	reply
-	-	-
to	to	to
:	:	:
anna	anna	anna
matyas	matya	matyas
'	'	'
s	s	s
message	messag	message
of	of	of
fri	fri	fri
,	,	,
16	16	16
apr	apr	apr
1993	1993	1993
13	13	13
:	:	:
34	34	34
:	:	:
29	29	29
-	-	-
0400	0400	0400

organization	organ	organization
:	:	:
columbia	columbia	columbia
university	univers	university

lines	line	line
:	:	:
19	19	19

"	"	"
mom	mom	mom
"	"	"
writes	write	writes
:	:	:

>	>	>
i	i	i
fear	fear	fear
that	that	that
within	within	within
the	the	the
next	next	next
decade	decad	decade
or	or	or
so	so	so
the	the	the
only	onli	only
professional	profession	professional
sports	sport	sport
team	team	team

>	>	>
left	left	left
in	in	in
pittsburgh	pittsburgh	pittsburgh
will	will	will
be	be	be
the	the	the
steelers	steeler	steelers
.	.	.

perish	perish	perish
the	the	the
thought	thought	thought
.	.	.
.	.	.
.	.	.
but	but	but
you	you	you
know	know	know
,	,	,
you	you	you
may	may	may
be	be	be
right	right	right
,	,	,
at	at	at
least	least	least
as	as	a
far	far	far
as	as	a
major	major	major
league	leagu	league
professional	profession	professional
sports	sport	sport
teams	team	team
go	go	go
.	.	.

they	they	they
all	all	all
seem	seem	seem
to	to	to
be	be	be
becoming	becom	becoming
big	big	big
money	money	money
games	game	game
,	,	,
much	much	much
more	more	more
so	so	so
than	than	than
at	at	at
any	ani	any
previous	previous	previous
time	time	time
.	.	.

to	to	to
think	think	think
that	that	that
if	if	if
i	i	i
am	am	am
ever	ever	ever
able	abl	able
to	to	to
move	move	move
back	back	back
home	home	home
several	sever	several
years	year	year
from	from	from
now	now	now
,	,	,
all	all	all
that	that	that
may	may	may
be	be	be
there	there	there
is	is	is
an	an	an
ahl	ahl	ahl
team	team	team
,	,	,
at	at	at
best	best	best
.	.	.
.	.	.
.	.	.
sigh	sigh	sigh
.	.	.

the	the	the
interesting	interest	interesting
thing	thing	thing
is	is	is
that	that	that
the	the	the
nhl	nhl	nhl
is	is	is
also	also	also
expanding	expand	expanding
,	,	,
at	at	at
the	the	the
same	same	same
time	time	time
as	as	a
it	it	it
is	is	is
dramatically	dramat	dramatically
increasing	increas	increasing
the	the	the
amount	amount	amount
of	of	of
money	money	money
needed	need	needed
to	to	to
operate	oper	operate
a	a	a
team	team	team
.	.	.

this	this	this
would	would	would
seem	seem	seem
to	to	to
indicate	indic	indicate
that	that	that
there	there	there
'	'	'
s	s	s
a	a	a
big	big	big
shake	shake	shake
-	-	-
out	out	out
about	about	about
to	to	to
occur	occur	occur
in	in	in
the	the	the
next	next	next
few	few	few
years	year	year
,	,	,
unless	unless	unless
player	player	player
salaries	salari	salary
can	can	can
somehow	somehow	somehow
be	be	be
brought	brought	brought
under	under	under
control	control	control
.	.	.

frankly	frank	frankly
,	,	,
i	i	i
don	don	don
'	'	'
t	t	t
see	see	see
how	how	how
the	the	the
nhl	nhl	nhl
'	'	'
s	s	s
current	current	current
drive	drive	drive
for	for	for
expansion	expans	expansion
is	is	is
supportable	support	supportable
under	under	under
its	it	it
current	current	current
operating	oper	operating
conditions	condit	condition
.	.	.

if	if	if
revenue	revenu	revenue
sharing	share	sharing
and	and	and
a	a	a
salary	salari	salary
cap	cap	cap
don	don	don
'	'	'
t	t	t
come	come	come
into	into	into
the	the	the
nhl	nhl	nhl
soon	soon	soon
,	,	,
look	look	look
out	out	out
.	.	.

-	-	-
steve	steve	steve
