from	from	from
:	:	:
steveg@cadkey.com	steveg@cadkey.com	steveg@cadkey.com
(	(	(
steve	steve	steve
gallichio	gallichio	gallichio
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
nhl	nhl	nhl
team	team	team
captains	captain	captain

organization	organ	organization
:	:	:
cadkey	cadkey	cadkey
,	,	,
inc	inc	inc
.	.	.

lines	line	line
:	:	:
28	28	28

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
access	access	access
.	.	.
digex	digex	digex
.	.	.
net	net	net

anna	anna	anna
matyas	matya	matyas
(	(	(
am2x+@andrew.cmu.edu	am2x+@andrew.cmu.edu	am2x+@andrew.cmu.edu
)	)	)
wrote	wrote	wrote
:	:	:

>	>	>
wasn	wasn	wasn
'	'	'
t	t	t
ron	ron	ron
francis	franci	francis
captain	captain	captain
of	of	of
the	the	the
whalers	whaler	whaler
when	when	when
he	he	he
was	was	wa
traded	trade	traded
to	to	to

>	>	>
pittsburgh	pittsburgh	pittsburgh
?	?	?

no	no	no
.	.	.

in	in	in
what	what	what
still	still	still
,	,	,
imho	imho	imho
,	,	,
ranks	rank	rank
as	as	a
the	the	the
all	all	all
-	-	-
time	time	time
greatest	greatest	greatest
pr	pr	pr
blunder	blunder	blunder
(	(	(
not	not	not
to	to	to
mention	mention	mention
on	on	on
-	-	-
ice	ice	ice
blunder	blunder	blunder
)	)	)
the	the	the
whalers	whaler	whaler
ever	ever	ever
committed	commit	committed
,	,	,
gm	gm	gm
eddie	eddi	eddie
johnston	johnston	johnston
and	and	and
coach	coach	coach
rick	rick	rick
ley	ley	ley
'	'	'
decided	decid	decided
'	'	'
that	that	that
francis	franci	francis
was	was	wa
incapable	incap	incapable
as	as	a
a	a	a
leader	leader	leader
and	and	and
stripped	strip	stripped
him	him	him
of	of	of
the	the	the
captain	captain	captain
'	'	'
s	s	s
"	"	"
c	c	c
"	"	"
in	in	in
december	decemb	december
of	of	of
1990	1990	1990
.	.	.

the	the	the
whole	whole	whole
organization	organ	organization
(	(	(
read	read	read
:	:	:
ej	ej	ej
and	and	and
ley	ley	ley
,	,	,
and	and	and
by	by	by
default	default	default
owner	owner	owner
richard	richard	richard
gordon	gordon	gordon
because	becaus	because
he	he	he
was	was	wa
too	too	too
much	much	much
of	of	of
a	a	a
dupe	dupe	dupe
to	to	to
know	know	know
how	how	how
much	much	much
he	he	he
was	was	wa
being	be	being
blind	blind	blind
-	-	-
sided	side	sided
by	by	by
ej	ej	ej
)	)	)
dumped	dump	dumped
on	on	on
francis	franci	francis
all	all	all
season	season	season
,	,	,
starting	start	starting
with	with	with
refusing	refus	refusing
to	to	to
sign	sign	sign
him	him	him
to	to	to
a	a	a
new	new	new
contract	contract	contract
,	,	,
publicly	public	publicly
humiliating	humili	humiliating
him	him	him
,	,	,
stripping	strip	stripping
him	him	him
of	of	of
the	the	the
"	"	"
c	c	c
"	"	"
,	,	,
and	and	and
then	then	then
trading	trade	trading
him	him	him
that	that	that
spring	spring	spring
to	to	to
the	the	the
penguins	penguin	penguin
.	.	.

classy	classi	classy
guy	guy	guy
,	,	,
that	that	that
ej	ej	ej
.	.	.

the	the	the
loss	loss	loss
of	of	of
francis	franci	francis
(	(	(
and	and	and
too	too	too
a	a	a
lesser	lesser	lesser
extent	extent	extent
,	,	,
ulf	ulf	ulf
)	)	)
,	,	,
was	was	wa
one	one	one
of	of	of
a	a	a
series	seri	series
of	of	of
decimating	decim	decimating
player	player	player
moves	move	move
by	by	by
ej	ej	ej
which	which	which
stripped	strip	stripped
the	the	the
personality	person	personality
and	and	and
fan	fan	fan
-	-	-
awareness	awar	awareness
from	from	from
the	the	the
team	team	team
that	that	that
has	has	ha
put	put	put
them	them	them
in	in	in
the	the	the
precarious	precari	precarious
position	posit	position
they	they	they
are	are	are
in	in	in
today	today	today
.	.	.

[	[	[
gratuitous	gratuit	gratuitous
good	good	good
ej	ej	ej
note	note	note
.	.	.
.	.	.
.	.	.
he	he	he
did	did	did
preside	presid	preside
over	over	over
the	the	the
organization	organ	organization
when	when	when
it	it	it
acquired	acquir	acquired
verbeek	verbeek	verbeek
,	,	,
cassels	cassel	cassels
,	,	,
sanderson	sanderson	sanderson
,	,	,
poulin	poulin	poulin
,	,	,
nylander	nyland	nylander
,	,	,
etc	etc	etc
.	.	.

he	he	he
stripped	strip	stripped
the	the	the
roster	roster	roster
but	but	but
he	he	he
did	did	did
lay	lay	lay
a	a	a
foundation	foundat	foundation
.	.	.
]	]	]

-	-	-
sg	sg	sg
(	(	(
a	a	a
real	real	real
live	live	live
hartford	hartford	hartford
whalers	whaler	whaler
season	season	season
ticket	ticket	ticket
holder	holder	holder
)	)	)

-	-	-
steveg@cadkey.com	steveg@cadkey.com	steveg@cadkey.com
