from	from	from
:	:	:
shoe@physics.watstar.uwaterloo.ca	shoe@physics.watstar.uwaterloo.ca	shoe@physics.watstar.uwaterloo.ca
(	(	(
mark	mark	mark
shoesmith	shoesmith	shoesmith
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
let	let	let
'	'	'
s	s	s
talk	talk	talk
sticks	stick	stick
.	.	.
.	.	.
.	.	.

lines	line	line
:	:	:
35	35	35

organization	organ	organization
:	:	:
university	univers	university
of	of	of
waterloo	waterloo	waterloo

in	in	in
article	articl	article
<	<	<
c50pt4.6cm@odin.corp.sgi.com	c50pt4.6cm@odin.corp.sgi.com	c50pt4.6cm@odin.corp.sgi.com
>	>	>
dptom@endor.corp.sgi.com	dptom@endor.corp.sgi.com	dptom@endor.corp.sgi.com
(	(	(
tom	tom	tom
arnold	arnold	arnold
)	)	)
writes	write	writes
:	:	:

>	>	>
okay	okay	okay
you	you	you
hockey	hockey	hockey
playing	play	playing
fans	fan	fan
/	/	/
finatics	finat	finatics
out	out	out
there	there	there
.	.	.

i	i	i
'	'	'
m	m	m
looking	look	looking
over	over	over
the	the	the
wide	wide	wide

>	>	>
range	rang	range
of	of	of
aluminum	aluminum	aluminum
sticks	stick	stick
for	for	for
the	the	the
first	first	first
time	time	time
.	.	.

i	i	i
'	'	'
ve	ve	ve
been	been	been
playing	play	playing
with	with	with
pieces	piec	piece

>	>	>
of	of	of
lumbar	lumbar	lumbar
that	that	that
seem	seem	seem
to	to	to
weigh	weigh	weigh
alot	alot	alot
and	and	and
break	break	break
after	after	after
a	a	a
few	few	few
uses	use	us
,	,	,
so	so	so
i	i	i
'	'	'
m	m	m

>	>	>
thinking	think	thinking
of	of	of
changing	chang	changing
to	to	to
an	an	an
aluminum	aluminum	aluminum
shaft	shaft	shaft
so	so	so
when	when	when
i	i	i
break	break	break
the	the	the
blade	blade	blade
all	all	all
i	i	i

>	>	>
have	have	have
to	to	to
do	do	do
is	is	is
change	chang	change
it	it	it
.	.	.

the	the	the
problem	problem	problem
is	is	is
that	that	that
there	there	there
is	is	is
such	such	such
a	a	a
wide	wide	wide
reange	reang	reange
of	of	of

>	>	>
models	model	model
and	and	and
selections	select	selection
out	out	out
there	there	there
that	that	that
i	i	i
'	'	'
m	m	m
not	not	not
certain	certain	certain
which	which	which
to	to	to
consider	consid	consider
.	.	.

can	can	can

>	>	>
any	ani	any
of	of	of
you	you	you
post	post	post
some	some	some
of	of	of
your	your	your
suggestions	suggest	suggestion
and	and	and
experiences	experi	experience
with	with	with
the	the	the
aluminum	aluminum	aluminum

>	>	>
sticks	stick	stick
?	?	?

what	what	what
is	is	is
the	the	the
difference	differ	difference
between	between	between
models	model	model
?	?	?

what	what	what
