from	from	from
:	:	:
seanmcd@ac.dal.ca	seanmcd@ac.dal.ca	seanmcd@ac.dal.ca

subject	subject	subject
:	:	:
powerpc	powerpc	powerpc
ruminations	rumin	rumination
;	;	;
was	was	wa
re	re	re
:	:	:
lciii	lciii	lciii
-	-	-
>	>	>
powerpc	powerpc	powerpc
?	?	?

organization	organ	organization
:	:	:
dalhousie	dalhousi	dalhousie
university	univers	university
,	,	,
halifax	halifax	halifax
,	,	,
nova	nova	nova
scotia	scotia	scotia
,	,	,
canada	canada	canada

lines	line	line
:	:	:
47	47	47

in	in	in
article	articl	article
<	<	<
186177@pyramid.pyramid.com	186177@pyramid.pyramid.com	186177@pyramid.pyramid.com
>	>	>
,	,	,
andrem@pyrtech.mis.pyramid.com	andrem@pyrtech.mis.pyramid.com	andrem@pyrtech.mis.pyramid.com
(	(	(
andre	andr	andre
molyneux	molyneux	molyneux
)	)	)
writes	write	writes
:	:	:

>	>	>
in	in	in
article	articl	article
<	<	<
1qksuq	1qksuq	1qksuq
$	$	$
1tt8@hal.gnu.ai.mit.edu	1tt8@hal.gnu.ai.mit.edu	1tt8@hal.gnu.ai.mit.edu
>	>	>
,	,	,
mirsky@hal.gnu.ai.mit.edu	mirsky@hal.gnu.ai.mit.edu	mirsky@hal.gnu.ai.mit.edu

>	>	>
(	(	(
david	david	david
joshua	joshua	joshua
mirsky	mirski	mirsky
)	)	)
writes	write	writes
:	:	:

>	>	>
|	|	|
>	>	>
hi	hi	hi
.	.	.
i	i	i
own	own	own
an	an	an
lciii	lciii	lciii
and	and	and
i	i	i
recently	recent	recently
heard	heard	heard
an	an	an
interesting	interest	interesting
rumor	rumor	rumor
.	.	.

>	>	>
|	|	|
>	>	>
i	i	i
heard	heard	heard
that	that	that
the	the	the
lciii	lciii	lciii
has	has	ha
a	a	a
built	built	built
in	in	in
slot	slot	slot
for	for	for
a	a	a
powerpc	powerpc	powerpc
chip	chip	chip
.	.	.

>	>	>
|	|	|
>	>	>
is	is	is
this	this	this
true	true	true
?	?	?

i	i	i
heard	heard	heard
that	that	that
the	the	the
slot	slot	slot
is	is	is
not	not	not
the	the	the
same	same	same
as	as	a
the	the	the
pds	pds	pd

>	>	>
|	|	|
>	>	>
slot	slot	slot
.	.	.

is	is	is
that	that	that
true	true	true
?	?	?

>	>	>
|	|	|
>	>	>

>	>	>
|	|	|
>	>	>
thanks	thank	thanks

>	>	>
|	|	|
>	>	>
david	david	david
mirsky	mirski	mirsky

>	>	>
|	|	|
>	>	>
mirsky@gnu.ai.mit.edu	mirsky@gnu.ai.mit.edu	mirsky@gnu.ai.mit.edu

>	>	>

>	>	>
well	well	well
,	,	,
i	i	i
also	also	also
have	have	have
an	an	an
lc	lc	lc
iii	iii	iii
.	.	.

popping	pop	popping
the	the	the
top	top	top
revealed	reveal	revealed
:	:	:

>	>	>

>	>	>
one	one	one
"	"	"
socket	socket	socket
"	"	"
for	for	for
an	an	an
additional	addit	additional
vram	vram	vram
simm	simm	simm

>	>	>

>	>	>
one	one	one
"	"	"
socket	socket	socket
"	"	"
for	for	for
a	a	a
72	72	72
-	-	-
pin	pin	pin
ram	ram	ram
simm	simm	simm

>	>	>

>	>	>
one	one	one
socket	socket	socket
for	for	for
a	a	a
flat	flat	flat
-	-	-
pack	pack	pack
fpu	fpu	fpu

>	>	>

>	>	>
a	a	a
processor	processor	processor
-	-	-
direct	direct	direct
slot	slot	slot
(	(	(
pds	pds	pd
)	)	)
identical	ident	identical
to	to	to
the	the	the
lc	lc	lc
/	/	/
lc	lc	lc
ii	ii	ii
,	,	,
but	but	but
with	with	with

>	>	>
an	an	an
additional	addit	additional
set	set	set
of	of	of
connetions	connet	connetions
to	to	to
one	one	one
side	side	side
(	(	(
