from	from	from
:	:	:
higgins@fnalf.fnal.gov	higgins@fnalf.fnal.gov	higgins@fnalf.fnal.gov
(	(	(
bill	bill	bill
higgins	higgin	higgins
-	-	-
-	-	-
beam	beam	beam
jockey	jockey	jockey
)	)	)

subject	subject	subject
:	:	:
pds	pds	pd
vs	vs	v
.	.	.

nubus	nubus	nubus
(	(	(
was	was	wa
re	re	re
:	:	:
lc	lc	lc
iii	iii	iii
nubus	nubus	nubus
capable	capabl	capable
?	?	?
)	)	)
nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
fnalf	fnalf	fnalf
.	.	.
fnal	fnal	fnal
.	.	.
gov	gov	gov
organization	organ	organization
:	:	:
fermi	fermi	fermi
national	nation	national
accelerator	acceler	accelerator
laboratory	laboratori	laboratory
lines	line	line
:	:	:
24	24	24

in	in	in
article	articl	article
<	<	<
c5kzls.kkb@dartvax.dartmouth.edu	c5kzls.kkb@dartvax.dartmouth.edu	c5kzls.kkb@dartvax.dartmouth.edu
>	>	>
,	,	,
hades@coos.dartmouth.edu	hades@coos.dartmouth.edu	hades@coos.dartmouth.edu
(	(	(
brian	brian	brian
v	v	v
.	.	.

hughes	hugh	hughes
)	)	)
writes	write	writes
:	:	:

>	>	>
mmiller@garnet.msen.com	mmiller@garnet.msen.com	mmiller@garnet.msen.com
(	(	(
marvin	marvin	marvin
miller	miller	miller
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
my	my	my
friend	friend	friend
recently	recent	recently
purchased	purchas	purchased
a	a	a
lc	lc	lc
iii	iii	iii
and	and	and
he	he	he
wants	want	want
to	to	to
know	know	know
if	if	if
there	there	there
is	is	is

>	>	>
>	>	>
such	such	such
a	a	a
demon	demon	demon
called	call	called
nubus	nubus	nubus
adapter	adapt	adapter
for	for	for
his	his	his
pds	pds	pd
slot	slot	slot
?	?	?

>	>	>
the	the	the
lc	lc	lc
family	famili	family
of	of	of
macs	mac	mac
can	can	can
only	onli	only

>	>	>
use	use	use
pds	pds	pd
cards	card	card
.	.	.

they	they	they
are	are	are
not	not	not
able	abl	able
to	to	to
use	use	use
nubus	nubus	nubus
.	.	.

ah	ah	ah
,	,	,
but	but	but
why	whi	why
?	?	?

can	can	can
some	some	some
technically	technic	technically
-	-	-
hip	hip	hip
macslinger	macsling	macslinger
tell	tell	tell
us	us	u
what	what	what
the	the	the
difference	differ	difference
is	is	is
between	between	between
pds	pds	pd
and	and	and
nubus	nubus	nubus
?	?	?

is	is	is
it	it	it
impossible	imposs	impossible
to	to	to
make	make	make
a	a	a
gadget	gadget	gadget
that	that	that
plugs	plug	plug
into	into	into
pds	pds	pd
and	and	and
ends	end	end
in	in	in
a	a	a
nubus	nubus	nubus
card	card	card
cage	cage	cage
?	?	?

at	at	at
least	least	least
,	,	,
marvin	marvin	marvin
'	'	'
s	s	s
friend	friend	friend
has	has	ha
not	not	not
been	been	been
able	abl	able
to	to	to
locate	locat	locate
one	one	one
and	and	and
neither	neither	neither
have	have	have
i	i	i
.	.	.

what	what	what
is	is	is
the	the	the
fundamental	fundament	fundamental
reason	reason	reason
for	for	for
this	this	this
?	?	?

-	-	-
-	-	-

o	o	o
~	~	~
~	~	~
*	*	*
/	/	/
_	_	_
)	)	)
'	'	'
/	/	/
/	/	/
/	/	/
_	_	_
/	/	/
'	'	'
,	,	,
,	,	,
'	'	'
,	,	,
_	_	_
_	_	_
\	\	\
|	|	|
/	/	/

-	-	-
~	~	~
-	-	-
~	~	~
~	~	~
~	~	~
~	~	~
~	~	~
~	~	~
~	~	~
~	~	~
~	~	~
~	~	~
~	~	~
/	/	/
_	_	_
)	)	)
/	/	/
/	/	/
/	/	/
/	/	/
/	/	/
/	/	/
(	(	(
_	_	_
)	)	)
(	(	(
_	_	_
)	)	)
/	/	/
/	/	/
/	/	/
_	_	_
\	\	\
~	~	~
~	~	~
~	~	~
~	~	~
~	~	~
~	~	~
~	~	~
~	~	~
~	~	~
~	~	~
~	~	~
zap	zap	zap
!	!	!

/	/	/
\	\	\
(	(	(
_	_	_
)	)	)
(	(	(
_	_	_
)	)	)
/	/	/
|	|	|
\	\	\

|	|	|
|	|	|
bill	bill	bill
higgins	higgin	higgins
fermi	fermi	fermi
national	nation	national
accelerator	acceler	accelerator
laboratory	laboratori	laboratory

\	\	\
/	/	/
bitnet	bitnet	bitnet
:	:	:
higgins@fnal.bitnet	higgins@fnal.bitnet	higgins@fnal.bitnet

-	-	-
-	-	-
internet	internet	internet
:	:	:
higgins@fnal.fnal.gov	higgins@fnal.fnal.gov	higgins@fnal.fnal.gov

~	~	~
span	span	span
/	/	/
hepnet	hepnet	hepnet
:	:	:
43011	43011	43011
:	:	:
:	:	:
higgins	higgin	higgins
