from	from	from
:	:	:
andrem@pyrtech.mis.pyramid.com	andrem@pyrtech.mis.pyramid.com	andrem@pyrtech.mis.pyramid.com
(	(	(
andre	andr	andre
molyneux	molyneux	molyneux
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
lciii	lciii	lciii
-	-	-
>	>	>
powerpc	powerpc	powerpc
?	?	?

reply	repli	reply
-	-	-
to	to	to
:	:	:
andrem@pyrtech.mis.pyramid.com	andrem@pyrtech.mis.pyramid.com	andrem@pyrtech.mis.pyramid.com
(	(	(
andre	andr	andre
molyneux	molyneux	molyneux
)	)	)

organization	organ	organization
:	:	:
pyramid	pyramid	pyramid
technologies	technolog	technology
,	,	,
mt	mt	mt
.	.	.
view	view	view
,	,	,
california	california	california
.	.	.

lines	line	line
:	:	:
34	34	34

in	in	in
article	articl	article
<	<	<
1qksuq	1qksuq	1qksuq
$	$	$
1tt8@hal.gnu.ai.mit.edu	1tt8@hal.gnu.ai.mit.edu	1tt8@hal.gnu.ai.mit.edu
>	>	>
,	,	,
mirsky@hal.gnu.ai.mit.edu	mirsky@hal.gnu.ai.mit.edu	mirsky@hal.gnu.ai.mit.edu

(	(	(
david	david	david
joshua	joshua	joshua
mirsky	mirski	mirsky
)	)	)
writes	write	writes
:	:	:

|	|	|
>	>	>
hi	hi	hi
.	.	.
i	i	i
own	own	own
an	an	an
lciii	lciii	lciii
and	and	and
i	i	i
recently	recent	recently
heard	heard	heard
an	an	an
interesting	interest	interesting
rumor	rumor	rumor
.	.	.

|	|	|
>	>	>
i	i	i
heard	heard	heard
that	that	that
the	the	the
lciii	lciii	lciii
has	has	ha
a	a	a
built	built	built
in	in	in
slot	slot	slot
for	for	for
a	a	a
powerpc	powerpc	powerpc
chip	chip	chip
.	.	.

|	|	|
>	>	>
is	is	is
this	this	this
true	true	true
?	?	?

i	i	i
heard	heard	heard
that	that	that
the	the	the
slot	slot	slot
is	is	is
not	not	not
the	the	the
same	same	same
as	as	a
the	the	the
pds	pds	pd

|	|	|
>	>	>
slot	slot	slot
.	.	.

is	is	is
that	that	that
true	true	true
?	?	?

|	|	|
>	>	>

|	|	|
>	>	>
