from	from	from
:	:	:
drlovemd@jhunix.hcf.jhu.edu	drlovemd@jhunix.hcf.jhu.edu	drlovemd@jhunix.hcf.jhu.edu
(	(	(
steve	steve	steve
liu	liu	liu
)	)	)

subject	subject	subject
:	:	:
source	sourc	source
for	for	for
deskwriter	deskwrit	deskwriter
ink	ink	ink
carts	cart	cart
.	.	.

organization	organ	organization
:	:	:
homewood	homewood	homewood
academic	academ	academic
computing	comput	computing
,	,	,
johns	john	john
hopkins	hopkin	hopkins
university	univers	university
,	,	,
baltimore	baltimor	baltimore
,	,	,
md	md	md
,	,	,
usa	usa	usa

lines	line	line
:	:	:
21	21	21

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
jhunix	jhunix	jhunix
.	.	.
hcf	hcf	hcf
.	.	.
jhu	jhu	jhu
.	.	.
edu	edu	edu

could	could	could
someone	someon	someone
please	pleas	please
e	e	e
-	-	-
mail	mail	mail
or	or	or
post	post	post
a	a	a
cheap	cheap	cheap
source	sourc	source
for	for	for
ink	ink	ink
carts	cart	cart
for	for	for
the	the	the
hp	hp	hp
deskwriter	deskwrit	deskwriter
?	?	?

original	origin	original
hp	hp	hp
carts	cart	cart
are	are	are
preferred	prefer	preferred
,	,	,
but	but	but
i	i	i
will	will	will
settle	settl	settle
for	for	for
third	third	third
-	-	-
party	parti	party
brands	brand	brand
if	if	if
they	they	they
are	are	are
of	of	of
good	good	good
quality	qualiti	quality
.	.	.

+	+	+
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
+	+	+

/	/	/
~	~	~
~	~	~
~	~	~
~	~	~
~	~	~
~	~	~
~	~	~
\	\	\

|	|	|
|	|	|

|	|	|
_____	_____	_____
/	/	/

|	|	|
|	|	|

|	|	|
|	|	|

|	|	|
+	+	+
-	-	-
-	-	-
-	-	-
-	-	-
\	\	\

|	|	|
|	|	|

\	\	\
_____	_____	_____
|	|	|

|	|	|
|	|	|
tttttt	tttttt	tttttt
eeeee	eeeee	eeeee
vv	vv	vv
vv	vv	vv
eeeee	eeeee	eeeee
|	|	|

|	|	|
|	|	|
tt	tt	tt
ee	ee	ee
vv	vv	vv
vv	vv	vv
ee	ee	ee
|	|	|

/	/	/
-	-	-
-	-	-
-	-	-
/	/	/
|	|	|
tt	tt	tt
eeee	eeee	eeee
vv	vv	vv
vv	vv	vv
eeee	eeee	eeee
|	|	|
steve	steve	steve
liu	liu	liu
|	|	|

|	|	|
|	|	|
tt	tt	tt
ee	ee	ee
vvv	vvv	vvv
ee	ee	ee
.	.	.
.	.	.

|	|	|
drlovemd@jhunix.hcf.jhu.edu	drlovemd@jhunix.hcf.jhu.edu	drlovemd@jhunix.hcf.jhu.edu
|	|	|

|	|	|
_________	_________	_________
/	/	/
tt	tt	tt
eeeee	eeeee	eeeee
v	v	v
eeeee	eeeee	eeeee
.	.	.
.	.	.

|	|	|
drlovemd@jhuvms.hcf.jhu.edu	drlovemd@jhuvms.hcf.jhu.edu	drlovemd@jhuvms.hcf.jhu.edu
|	|	|

+	+	+
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
+	+	+
