from	from	from
:	:	:
anwar+@cs.cmu.edu	anwar+@cs.cmu.edu	anwar+@cs.cmu.edu
(	(	(
anwar	anwar	anwar
mohammed	moham	mohammed
)	)	)

subject	subject	subject
:	:	:
who	who	who
should	should	should
be	be	be
spied	spi	spied
on	on	on
.	.	.
.	.	.
.	.	.

keywords	keyword	keywords
:	:	:
hypocritical	hypocrit	hypocritical
pig	pig	pig

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
gs135	gs135	gs135
.	.	.
sp	sp	sp
.	.	.
cs	cs	c
.	.	.
cmu	cmu	cmu
.	.	.
edu	edu	edu

organization	organ	organization
:	:	:
school	school	school
of	of	of
computer	comput	computer
science	scienc	science
,	,	,
carnegie	carnegi	carnegie
mellon	mellon	mellon

lines	line	line
:	:	:
62	62	62

in	in	in
article	articl	article
<	<	<
c5sdck.38n@news.cso.uiuc.edu	c5sdck.38n@news.cso.uiuc.edu	c5sdck.38n@news.cso.uiuc.edu
>	>	>
eshneken@ux4.cso.uiuc.edu	eshneken@ux4.cso.uiuc.edu	eshneken@ux4.cso.uiuc.edu
(	(	(
edward	edward	edward
a	a	a
shnekendorf	shnekendorf	shnekendorf
)	)	)
writes	write	writes
:	:	:

>	>	>
anwar+@cs.cmu.edu	anwar+@cs.cmu.edu	anwar+@cs.cmu.edu
(	(	(
anwar	anwar	anwar
mohammed	moham	mohammed
)	)	)
writes	write	writes
:	:	:

>	>	>

>	>	>
>	>	>
in	in	in
article	articl	article
<	<	<
4815@bimacs.bitnet	4815@bimacs.bitnet	4815@bimacs.bitnet
>	>	>
ehrlich@bimacs.bitnet	ehrlich@bimacs.bitnet	ehrlich@bimacs.bitnet
(	(	(
gideon	gideon	gideon
ehrlich	ehrlich	ehrlich
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
>	>	>
the	the	the
readers	reader	reader
of	of	of
this	this	this
forum	forum	forum
seemed	seem	seemed
to	to	to
be	be	be
more	more	more
interested	interest	interested
in	in	in
the	the	the
contents	content	content

>	>	>
>	>	>
>	>	>
of	of	of
those	those	those
files	file	file
.	.	.

>	>	>
>	>	>
>	>	>
so	so	so
it	it	it
will	will	will
be	be	be
nice	nice	nice
if	if	if
yigal	yigal	yigal
will	will	will
tell	tell	tell
us	us	u
:	:	:

>	>	>
>	>	>
>	>	>
1	1	1
.	.	.

why	whi	why
do	do	do
american	american	american
authorities	author	authority
consider	consid	consider
yigal	yigal	yigal
arens	aren	arens
to	to	to
be	be	be
dangerous	danger	dangerous
?	?	?

>	>	>

>	>	>
>	>	>
adl	adl	adl
authorities	author	authority
seem	seem	seem
