from	from	from
:	:	:
tclock@orion.oac.uci.edu	tclock@orion.oac.uci.edu	tclock@orion.oac.uci.edu
(	(	(
tim	tim	tim
clock	clock	clock
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
go	go	go
hizbollah	hizbollah	hizbollah
ii	ii	ii
!	!	!

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
orion	orion	orion
.	.	.
oac	oac	oac
.	.	.
uci	uci	uci
.	.	.
edu	edu	edu

organization	organ	organization
:	:	:
university	univers	university
of	of	of
california	california	california
,	,	,
irvine	irvin	irvine

lines	line	line
:	:	:
26	26	26

in	in	in
article	articl	article
<	<	<
apr26.175327.86241@yuma.acns.colostate.edu	apr26.175327.86241@yuma.acns.colostate.edu	apr26.175327.86241@yuma.acns.colostate.edu
>	>	>
bh437292@lance.colostate.edu	bh437292@lance.colostate.edu	bh437292@lance.colostate.edu
writes	write	writes
:	:	:

>	>	>
in	in	in
article	articl	article
<	<	<
1993apr24.202201.1@utxvms.cc.utexas.edu	1993apr24.202201.1@utxvms.cc.utexas.edu	1993apr24.202201.1@utxvms.cc.utexas.edu
>	>	>
,	,	,
ifaz706@utxvms.cc.utexas.edu	ifaz706@utxvms.cc.utexas.edu	ifaz706@utxvms.cc.utexas.edu
(	(	(
noam	noam	noam
tractinsky	tractinski	tractinsky
)	)	)
writes	write	writes
:	:	:

>	>	>
|	|	|
>	>	>
paraphrasing	paraphras	paraphrasing
a	a	a
bit	bit	bit
,	,	,
with	with	with
every	everi	every
rocket	rocket	rocket
that	that	that

>	>	>
|	|	|
>	>	>
the	the	the
hizbollah	hizbollah	hizbollah
fires	fire	fire
on	on	on
the	the	the
galilee	galile	galilee
,	,	,
they	they	they
justify	justifi	justify
israel	israel	israel
'	'	'
s	s	s

>	>	>
|	|	|
>	>	>
holding	hold	holding
to	to	to
the	the	the
security	secur	security
zone	zone	zone
.	.	.

>	>	>
|	|	|
>	>	>

>	>	>
|	|	|
>	>	>
noam	noam	noam

>	>	>

>	>	>

>	>	>

>	>	>
i	i	i
only	onli	only
want	want	want
to	to	to
say	say	say
that	that	that
i	i	i
agree	agre	agree
with	with	with
noam	noam	noam
on	on	on
this	this	this
point	point	point

>	>	>
and	and	and
i	i	i
hope	hope	hope
that	that	that
all	all	all
sides	side	side
stop	stop	stop
targeting	target	targeting
civilians	civilian	civilian
.	.	.

>	>	>

>	>	>
basil	basil	basil

>	>	>
absolutely	absolut	absolutely
.	.	.

i	i	i
'	'	'
m	m	m
sure	sure	sure
that	that	that
civilians	civilian	civilian
on	on	on
both	both	both
sides	side	side
would	would	would
be	be	be
pleased	pleas	pleased
if	if	if
the	the	the
fighters	fighter	fighter
(	(	(
military	militari	military
,	,	,
guerilla	guerilla	guerilla
,	,	,
whatever	whatev	whatever
)	)	)
would	would	would
just	just	just
take	take	take
their	their	their
argument	argument	argument
elsewhere	elsewher	elsewhere
,	,	,
find	find	find
an	an	an
unpopulated	unpopul	unpopulated
area	area	area
somewhere	somewher	somewhere
,	,	,
and	and	and
slug	slug	slug
it	it	it
out	out	out
.	.	.

at	at	at
that	that	that
point	point	point
,	,	,
we	we	we
will	will	will
all	all	all
breath	breath	breath
a	a	a
sigh	sigh	sigh
of	of	of
relief	relief	relief
*	*	*
and	and	and
*	*	*
cheer	cheer	cheer
for	for	for
our	our	our
side	side	side
in	in	in
the	the	the
struggle	struggl	struggle
.	.	.

-	-	-
-	-	-
tim	tim	tim
clock	clock	clock
ph	ph	ph
.	.	.
d	d	d
.	.	.
/	/	/
graduate	graduat	graduate
student	student	student
uci	uci	uci
tel	tel	tel
#	#	#
:	:	:
714	714	714
,	,	,
8565361	8565361	8565361
department	depart	department
of	of	of
politics	polit	politics
and	and	and
society	societi	society

fax	fax	fax
#	#	#
:	:	:
714	714	714
,	,	,
8568441	8568441	8568441
university	univers	university
of	of	of
california	california	california
-	-	-
irvine	irvin	irvine
home	home	home
tel	tel	tel
#	#	#
:	:	:
714	714	714
,	,	,
8563446	8563446	8563446
irvine	irvin	irvine
,	,	,
ca	ca	ca
92717	92717	92717
