from	from	from
:	:	:
bf3833@pyuxe.cc.bellcore.com	bf3833@pyuxe.cc.bellcore.com	bf3833@pyuxe.cc.bellcore.com
(	(	(
feigenbaum	feigenbaum	feigenbaum
,	,	,
benjamin	benjamin	benjamin
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
israel	israel	israel
'	'	'
s	s	s
expansion	expans	expansion
ii	ii	ii

organization	organ	organization
:	:	:
bellcore	bellcor	bellcore
,	,	,
livingston	livingston	livingston
,	,	,
nj	nj	nj

summary	summari	summary
:	:	:
hope	hope	hope
springs	spring	spring
eternal	etern	eternal

lines	line	line
:	:	:
37	37	37

in	in	in
article	articl	article
<	<	<
1993apr20.013037.20907@news.columbia.edu	1993apr20.013037.20907@news.columbia.edu	1993apr20.013037.20907@news.columbia.edu
>	>	>
,	,	,
pgf5@cunixb.cc.columbia.edu	pgf5@cunixb.cc.columbia.edu	pgf5@cunixb.cc.columbia.edu
(	(	(
peter	peter	peter
garfiel	garfiel	garfiel
freeman	freeman	freeman
)	)	)
writes	write	writes
:	:	:

>	>	>
in	in	in
article	articl	article
<	<	<
19apr93.22304462.0062@vm1.mcgill.ca	19apr93.22304462.0062@vm1.mcgill.ca	19apr93.22304462.0062@vm1.mcgill.ca
>	>	>
b8ha@musicb.mcgill.ca	b8ha@musicb.mcgill.ca	b8ha@musicb.mcgill.ca
(	(	(
b8ha	b8ha	b8ha
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
so	so	so
nice	nice	nice
of	of	of
you	you	you
all	all	all
to	to	to
answer	answer	answer
some	some	some
questions	question	question
.	.	.

and	and	and
it	it	it
so	so	so
nice	nice	nice
that	that	that
most	most	most

>	>	>
>	>	>
of	of	of
you	you	you
feel	feel	feel
that	that	that
it	it	it
would	would	would
be	be	be
in	in	in
your	your	your
hearts	heart	heart
to	to	to
give	give	give
the	the	the
palestinians	palestinian	palestinian

>	>	>
>	>	>
some	some	some
land	land	land
-	-	-
most	most	most
of	of	of
you	you	you
focus	focus	focus
on	on	on
the	the	the
fact	fact	fact
that	that	that
israel	israel	israel
annexed	annex	annexed
all	all	all

>	>	>
>	>	>
this	this	this
land	land	land
and	and	and
it	it	it
is	is	is
a	a	a
kind	kind	kind
gesture	gestur	gesture
to	to	to
give	give	give
some	some	some
of	of	of
it	it	it
back	back	back
.	.	.

well	well	well
,	,	,
>	>	>
>	>	>
i	i	i
hope	hope	hope
that	that	that
after	after	after
after	after	after
a	a	a
state	state	state
run	run	run
by	by	by
palestinians	palestinian	palestinian
is	is	is
established	establish	established
,	,	,
>	>	>
>	>	>
the	the	the
first	first	first
decision	decis	decision
should	should	should
be	be	be
to	to	to
make	make	make
jerusalem	jerusalem	jerusalem
part	part	part
of	of	of
this	this	this
state	state	state
-	-	-

>	>	>
>	>	>
by	by	by
annexing	annex	annexing
it	it	it
of	of	of
course	cours	course
.	.	.

>	>	>
>	>	>

>	>	>

>	>	>
>	>	>
steve	steve	steve

steve	steve	steve
,	,	,
if	if	if
the	the	the
israelis	isra	israeli
are	are	are
stupid	stupid	stupid
enough	enough	enough
to	to	to
"	"	"
allow	allow	allow
"	"	"
a	a	a
second	second	second
"	"	"
palestinian	palestinian	palestinian
"	"	"
state	state	state
(	(	(
the	the	the
first	first	first
one	one	one
is	is	is
jordon	jordon	jordon
)	)	)
,	,	,
then	then	then
you	you	you
will	will	will
probably	probabl	probably
get	get	get
your	your	your
wish	wish	wish
-	-	-
and	and	and
the	the	the
israelis	isra	israeli
would	would	would
get	get	get
what	what	what
'	'	'
s	s	s
coming	come	coming
to	to	to
them	them	them
.	.	.

however	howev	however
,	,	,
if	if	if
the	the	the
"	"	"
palestinians	palestinian	palestinian
"	"	"
were	were	were
to	to	to
somehow	somehow	somehow
demonstrate	demonstr	demonstrate
that	that	that
they	they	they
could	could	could
govern	govern	govern
themselves	themselv	themselves
and	and	and
live	live	live
in	in	in
peace	peac	peace
with	with	with
their	their	their
jewish	jewish	jewish
neighbors	neighbor	neighbor
,	,	,
then	then	then
they	they	they
would	would	would
have	have	have
to	to	to
give	give	give
up	up	up
the	the	the
idea	idea	idea
of	of	of
jerusalem	jerusalem	jerusalem
as	as	a
a	a	a
part	part	part
of	of	of
their	their	their
state	state	state
-	-	-
and	and	and
you	you	you
would	would	would
be	be	be
disappointed	disappoint	disappointed
.	.	.

>	>	>

>	>	>
israel	israel	israel
has	has	ha
not	not	not
annexed	annex	annexed
any	ani	any
of	of	of
the	the	the
west	west	west
bank	bank	bank
,	,	,
just	just	just
jeruselum	jeruselum	jeruselum
.	.	.

which	which	which

>	>	>
will	will	will
remain	remain	remain
part	part	part
of	of	of
israel	israel	israel
forever	forev	forever
!	!	!

>	>	>

>	>	>
yashir	yashir	yashir
koach	koach	koach
to	to	to
this	this	this
.	.	.

>	>	>

>	>	>

>	>	>

ben	ben	ben
.	.	.
