from	from	from
:	:	:
b8ha000	b8ha000	b8ha000
<	<	<
b8ha@musicb.mcgill.ca	b8ha@musicb.mcgill.ca	b8ha@musicb.mcgill.ca
>	>	>

subject	subject	subject
:	:	:
re	re	re
:	:	:
bb	bb	bb
confessions	confess	confession
.	.	.

lines	line	line
:	:	:
46	46	46

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
vm1	vm1	vm1
.	.	.
mcgill	mcgill	mcgill
.	.	.
ca	ca	ca

organization	organ	organization
:	:	:
mcgill	mcgill	mcgill
university	univers	university

in	in	in
article	articl	article
<	<	<
1993apr18.022218.17318@thunder.mcrcim.mcgill.edu	1993apr18.022218.17318@thunder.mcrcim.mcgill.edu	1993apr18.022218.17318@thunder.mcrcim.mcgill.edu
>	>	>
ahmeda@mcrcim.mcgill.edu	ahmeda@mcrcim.mcgill.edu	ahmeda@mcrcim.mcgill.edu
(	(	(
ahmed	ahm	ahmed
abu	abu	abu
-	-	-
abed	abe	abed
)	)	)
writes	write	writes
:	:	:

>	>	>

>	>	>
in	in	in
article	articl	article
<	<	<
c5hu6q.cg3@news.cso.uiuc.edu	c5hu6q.cg3@news.cso.uiuc.edu	c5hu6q.cg3@news.cso.uiuc.edu
>	>	>
,	,	,
eshneken@ux4.cso.uiuc.edu	eshneken@ux4.cso.uiuc.edu	eshneken@ux4.cso.uiuc.edu
(	(	(
edward	edward	edward
a	a	a
shnekendorf	shnekendorf	shnekendorf
)	)	)
writes	write	writes
:	:	:

>	>	>
|	|	|
>	>	>
cl056@cleveland.freenet.edu	cl056@cleveland.freenet.edu	cl056@cleveland.freenet.edu
(	(	(
hamaza	hamaza	hamaza
h	h	h
.	.	.

salah	salah	salah
)	)	)
writes	write	writes
:	:	:

>	>	>
|	|	|
>	>	>

>	>	>
|	|	|
>	>	>

>	>	>
|	|	|
>	>	>
>	>	>
in	in	in
a	a	a
previous	previous	previous
article	articl	article
,	,	,
friedenb@sapphire.egr.msu.edu	friedenb@sapphire.egr.msu.edu	friedenb@sapphire.egr.msu.edu
(	(	(
gedaliah	gedaliah	gedaliah
friedenberg	friedenberg	friedenberg
)	)	)
says	say	say
:	:	:

>	>	>
|	|	|
>	>	>

>	>	>
|	|	|
>	>	>
>	>	>
>	>	>

>	>	>
|	|	|
>	>	>
>	>	>
>	>	>
for	for	for
all	all	all
those	those	those
interested	interest	interested
,	,	,
i	i	i
would	would	would
like	like	like
to	to	to
inform	inform	inform
