from	from	from
:	:	:
chungy2@aix.rpi.edu	chungy2@aix.rpi.edu	chungy2@aix.rpi.edu
(	(	(
yau	yau	yau
felix	felix	felix
chung	chung	chung
)	)	)

subject	subject	subject
:	:	:
technical	technic	technical
books	book	book
for	for	for
sale	sale	sale

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
aix	aix	aix
.	.	.
rpi	rpi	rpi
.	.	.
edu	edu	edu

lines	line	line
:	:	:
39	39	39

hello	hello	hello
.	.	.

i	i	i
have	have	have
the	the	the
following	follow	following
for	for	for
sale	sale	sale
.	.	.

most	most	most
of	of	of
the	the	the
books	book	book
are	are	are
in	in	in
perfect	perfect	perfect
condition	condit	condition
.	.	.

if	if	if
interested	interest	interested
please	pleas	please
e	e	e
-	-	-
mail	mail	mail
to	to	to
chungy2@rpi.edu	chungy2@rpi.edu	chungy2@rpi.edu
.	.	.

-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-

through	through	through
the	the	the
telescope	telescop	telescope
(	(	(
hard	hard	hard
cover	cover	cover
)	)	)
$	$	$
14	14	14
.	.	.
00	00	00
surface	surfac	surface
physics	physic	physic
(	(	(
soft	soft	soft
cover	cover	cover
)	)	)
$	$	$
13	13	13
.	.	.
00	00	00

the	the	the
physics	physic	physic
of	of	of
structurally	structur	structurally
disordered	disord	disordered

matter	matter	matter
:	:	:
an	an	an
introduction	introduct	introduction
(	(	(
soft	soft	soft
cover	cover	cover
)	)	)
$	$	$
55	55	55
.	.	.
00	00	00

subatomic	subatom	subatomic
physics	physic	physic
(	(	(
hard	hard	hard
cover	cover	cover
)	)	)
$	$	$
57	57	57
.	.	.
00	00	00
a	a	a
first	first	first
general	general	general
relativity	relat	relativity
(	(	(
hard	hard	hard
cover	cover	cover
)	)	)
$	$	$
20	20	20
.	.	.
00	00	00
non	non	non
-	-	-
equilibrium	equilibrium	equilibrium
thermodynamics	thermodynam	thermodynamics
(	(	(
soft	soft	soft
cover	cover	cover
)	)	)
$	$	$
8	8	8
.	.	.
00	00	00

advances	advanc	advance
in	in	in
atomic	atom	atomic
and	and	and
molecular	molecular	molecular
physics	physic	physic
.	.	.

vol	vol	vol
1	1	1
.	.	.

(	(	(
hard	hard	hard
cover	cover	cover
)	)	)
$	$	$
30	30	30
.	.	.
00	00	00

advances	advanc	advance
in	in	in
atomic	atom	atomic
and	and	and
molecular	molecular	molecular
physics	physic	physic
.	.	.

vol	vol	vol
3	3	3
.	.	.

(	(	(
hard	hard	hard
cover	cover	cover
)	)	)
$	$	$
30	30	30
.	.	.
00	00	00

molecular	molecular	molecular
beams	beam	beam
(	(	(
hard	hard	hard
cover	cover	cover
)	)	)
$	$	$
15	15	15
.	.	.
00	00	00

molecular	molecular	molecular
beams	beam	beam
and	and	and
reaction	reaction	reaction
kinetics	kinet	kinetics
.	.	.

(	(	(
hard	hard	hard
cover	cover	cover
)	)	)
$	$	$
20	20	20
.	.	.
00	00	00

perturbation	perturb	perturbation
methods	method	method
in	in	in
applied	appli	applied
mathematics	mathemat	mathematics
.	.	.

(	(	(
hard	hard	hard
cover	cover	cover
)	)	)
$	$	$
40	40	40
.	.	.
00	00	00

elementary	elementari	elementary
differential	differenti	differential
equations	equat	equation
and	and	and

boundary	boundari	boundary
value	valu	value
problems	problem	problem
.	.	.

(	(	(
hard	hard	hard
cover	cover	cover
)	)	)
$	$	$
27	27	27
.	.	.
00	00	00

vector	vector	vector
mechanics	mechan	mechanic
for	for	for
engineers	engin	engineer
:	:	:
statics	static	static

and	and	and
dynamics	dynam	dynamic
.	.	.

(	(	(
hard	hard	hard
cover	cover	cover
)	)	)
$	$	$
30	30	30
.	.	.
00	00	00

free	free	free
-	-	-
electron	electron	electron
lasers	laser	laser
.	.	.

(	(	(
hard	hard	hard
cover	cover	cover
)	)	)
$	$	$
20	20	20
.	.	.
00	00	00

physical	physic	physical
mechanics	mechan	mechanic
.	.	.

(	(	(
hard	hard	hard
cover	cover	cover
)	)	)
$	$	$
15	15	15
.	.	.
00	00	00
