from	from	from
:	:	:
jamiller@kuhub.cc.ukans.edu	jamiller@kuhub.cc.ukans.edu	jamiller@kuhub.cc.ukans.edu

subject	subject	subject
:	:	:
4	4	4
sale	sale	sale
:	:	:
computer	comput	computer
misc	misc	misc
,	,	,
books	book	book
,	,	,
rpg	rpg	rpg
stuff	stuff	stuff
,	,	,
etc	etc	etc
.	.	.
y	y	y

article	articl	article
-	-	-
i	i	i
.	.	.
d	d	d
.	.	.
:	:	:
kuhub	kuhub	kuhub
.	.	.
1993apr6	1993apr6	1993apr6
.	.	.
004808	004808	004808
.	.	.
48862	48862	48862

organization	organ	organization
:	:	:
university	univers	university
of	of	of
kansas	kansa	kansa
academic	academ	academic
computing	comput	computing
services	servic	service

lines	line	line
:	:	:
85	85	85

in	in	in
article	articl	article
<	<	<
1993apr6.004325.48859@kuhub.cc.ukans.edu	1993apr6.004325.48859@kuhub.cc.ukans.edu	1993apr6.004325.48859@kuhub.cc.ukans.edu
>	>	>
,	,	,
jamiller@kuhub.cc.ukans.edu	jamiller@kuhub.cc.ukans.edu	jamiller@kuhub.cc.ukans.edu
writes	write	writes
:	:	:

>	>	>
the	the	the
following	follow	following
are	are	are
for	for	for
sale	sale	sale
(	(	(
duh	duh	duh
.	.	.
.	.	.
.	.	.
:	:	:
)	)	)

>	>	>

>	>	>
golden	golden	golden
image	imag	image
400dpi	400dpi	400dpi
b	b	b
&	&	&
w	w	w
hand	hand	hand
scanner	scanner	scanner
&	&	&
dpaint	dpaint	dpaint
iii	iii	iii

>	>	>
$	$	$
70	70	70

>	>	>

>	>	>
amiga	amiga	amiga
vision	vision	vision
-	-	-
mulitmedia	mulitmedia	mulitmedia
authorizing	author	authorizing
software	softwar	software

>	>	>
$	$	$
30	30	30

>	>	>

>	>	>
baud	baud	baud
bandit	bandit	bandit
-	-	-
terminal	termin	terminal
communication	communic	communication
software	softwar	software

>	>	>
$	$	$
10	10	10

>	>	>

>	>	>
the	the	the
bard	bard	bard
'	'	'
s	s	s
tale	tale	tale
iii	iii	iii
:	:	:
thief	thief	thief
of	of	of
fate	fate	fate
-	-	-
graphic	graphic	graphic
rpg	rpg	rpg

>	>	>
$	$	$
15	15	15

>	>	>

>	>	>
f	f	f
-	-	-
29	29	29
retaliator	retali	retaliator
-	-	-
flight	flight	flight
simulator	simul	simulator

>	>	>
$	$	$
15	15	15

>	>	>

>	>	>
future	futur	future
wars	war	war
-	-	-
fantasy	fantasi	fantasy
/	/	/
scifi	scifi	scifi
graphic	graphic	graphic
rpg	rpg	rpg

>	>	>
$	$	$
15	15	15

>	>	>

>	>	>
rvf	rvf	rvf
honda	honda	honda
-	-	-
motocycle	motocycl	motocycle
simulation	simul	simulation

>	>	>
$	$	$
10	10	10

>	>	>

>	>	>
patlabor	patlabor	patlabor
ingram	ingram	ingram
and	and	and
phantom	phantom	phantom
labor	labor	labor
models	model	model
-	-	-
japanese	japanes	japanese
anime	anim	anime
models	model	model

>	>	>
$	$	$
15	15	15

>	>	>

>	>	>
robotech	robotech	robotech
rpg	rpg	rpg
books	book	book
(	(	(
english	english	english
)	)	)
:	:	:

>	>	>

>	>	>
the	the	the
ingrid	ingrid	ingrid
invasion	invas	invasion

>	>	>
$	$	$
10	10	10

>	>	>

>	>	>
southern	southern	southern
cross	cross	cross

>	>	>
$	$	$
10	10	10

>	>	>

>	>	>
battletech	battletech	battletech
books	book	book
(	(	(
english	english	english
)	)	)
:	:	:

>	>	>

>	>	>
the	the	the
fox	fox	fox
'	'	'
s	s	s
teeth	teeth	teeth
:	:	:
exploits	exploit	exploit
of	of	of
mckinnon	mckinnon	mckinnon
'	'	'
s	s	s
raiders	raider	raider

>	>	>
$	$	$
5	5	5

>	>	>

>	>	>
gray	gray	gray
death	death	death
legion	legion	legion

>	>	>
$	$	$
5	5	5

>	>	>

>	>	>
mercenary	mercenari	mercenary
'	'	'
s	s	s
handbook	handbook	handbook

>	>	>
$	$	$
15	15	15

>	>	>

>	>	>
citytech	citytech	citytech

>	>	>
$	$	$
15	15	15

>	>	>

>	>	>
aerotech	aerotech	aerotech

>	>	>
$	$	$
15	15	15

>	>	>

>	>	>
mechwarrior	mechwarrior	mechwarrior

>	>	>
$	$	$
15	15	15

>	>	>

>	>	>
ad	ad	ad
&	&	&
d	d	d
books	book	book
:	:	:

>	>	>

>	>	>
monster	monster	monster
manual	manual	manual

>	>	>
$	$	$
5	5	5

>	>	>

>	>	>
monster	monster	monster
manual	manual	manual
ii	ii	ii

>	>	>
$	$	$
5	5	5

>	>	>

>	>	>
fiend	fiend	fiend
folio	folio	folio

>	>	>
$	$	$
5	5	5

>	>	>

>	>	>
lots	lot	lot
of	of	of
books	book	book
in	in	in
japanese	japanes	japanese
and	and	and
english	english	english
on	on	on
subjects	subject	subject
of	of	of
:	:	:
japanese	japanes	japanese

>	>	>
culture	cultur	culture
,	,	,
asian	asian	asian
art	art	art
history	histori	history
,	,	,
japanese	japanes	japanese
language	languag	language
,	,	,
socio	socio	socio
-	-	-
linguistics	linguist	linguistics
,	,	,
>	>	>
ethnography	ethnographi	ethnography
,	,	,
linguistics	linguist	linguistics
,	,	,
physics	physic	physic
,	,	,
calculaus	calculaus	calculaus
(	(	(
menum	menum	menum
and	and	and
folis	foli	folis
)	)	)
,	,	,
unix	unix	unix

>	>	>
and	and	and
amiga	amiga	amiga
programming	program	programming
,	,	,
economics	econom	economics
(	(	(
micro	micro	micro
,	,	,
macro	macro	macro
,	,	,
intl	intl	intl
.	.	.

trade	trade	trade
&	&	&
finance	financ	finance
,	,	,
>	>	>
american	american	american
economic	econom	economic
development	develop	development
)	)	)
,	,	,
and	and	and
philosophy	philosophi	philosophy
(	(	(
language	languag	language
,	,	,
ethics	ethic	ethic
,	,	,
>	>	>
cognition	cognit	cognition
,	,	,
science	scienc	science
)	)	)
.	.	.

if	if	if
there	there	there
'	'	'
s	s	s
something	someth	something
you	you	you
think	think	think
you	you	you
might	might	might
be	be	be

>	>	>
interested	interest	interested
in	in	in
let	let	let
me	me	me
know	know	know
and	and	and
i	i	i
'	'	'
ll	ll	ll
tell	tell	tell
you	you	you
what	what	what
i	i	i
have	have	have
.	.	.

>	>	>
-	-	-
-	-	-

>	>	>
jamiller@kuhub.cc.ukans.edu	jamiller@kuhub.cc.ukans.edu	jamiller@kuhub.cc.ukans.edu

>	>	>
james	jame	james
miller	miller	miller

>	>	>

>	>	>
_chicchai	_chicchai	_chicchai
.	.	.
sig	sig	sig
no	no	no
ho	ho	ho
ga	ga	ga
ichiban	ichiban	ichiban
iin	iin	iin
janai	janai	janai
ka	ka	ka
.	.	.
.	.	.
.	.	.
_	_	_

>	>	>
enlightenment	enlighten	enlightenment
happens	happen	happens
