from	from	from
:	:	:
klj@titan.ucs.umass.edu	klj@titan.ucs.umass.edu	klj@titan.ucs.umass.edu
(	(	(
katherine	katherin	katherine
l	l	l
jeffers	jeffer	jeffers
)	)	)

subject	subject	subject
:	:	:
mac	mac	mac
se	se	se
forsale	forsal	forsale

organization	organ	organization
:	:	:
university	univers	university
of	of	of
massachusetts	massachusett	massachusetts
,	,	,
amherst	amherst	amherst

lines	line	line
:	:	:
11	11	11

distribution	distribut	distribution
:	:	:
usa	usa	usa

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
titan	titan	titan
.	.	.
ucs	uc	ucs
.	.	.
umass	umass	umass
.	.	.
edu	edu	edu

this	this	this
is	is	is
a	a	a
repost	repost	repost
of	of	of
an	an	an
earlier	earlier	earlier
.	.	.

thanks	thank	thanks
to	to	to
several	sever	several
of	of	of
you	you	you
for	for	for
offering	offer	offering
advise	advis	advise
on	on	on
realistic	realist	realistic
prices	price	price
.	.	.

mac	mac	mac
se	se	se
/	/	/
2	2	2
.	.	.
5	5	5
megs	meg	meg
ram	ram	ram
,	,	,
20	20	20
meg	meg	meg
hard	hard	hard
disk	disk	disk
,	,	,
800	800	800
k	k	k
floppy	floppi	floppy
.	.	.

in	in	in
absolutely	absolut	absolutely
perfect	perfect	perfect
condition	condit	condition
.	.	.

includes	includ	includes
word	word	word
5	5	5
,	,	,
pagemaker	pagemak	pagemaker
,	,	,
quark	quark	quark
xpress	xpress	xpress
,	,	,
quicken	quicken	quicken
and	and	and
the	the	the
latest	latest	latest
versions	version	version
of	of	of
about	about	about
a	a	a
dozen	dozen	dozen
other	other	other
programs	program	program
.	.	.

price	price	price
:	:	:
475	475	475
.	.	.
00	00	00
